"","DataItemLong","County","State","year","Wheat","StateFips","CountyCode","StateCountyFips"
"396.1987","Wheat for grain, total (see text) (bushels), harvested (acres)","BRYAN COUNTY"," GA","1987",-9999,"13","029","13029"
"397.1987","Wheat for grain, total (see text) (bushels), harvested (acres)","BULLOCH COUNTY"," GA","1987",12088,"13","031","13031"
"398.1987","Wheat for grain, total (see text) (bushels), harvested (acres)","BURKE COUNTY"," GA","1987",17960,"13","033","13033"
"399.1987","Wheat for grain, total (see text) (bushels), harvested (acres)","BUTTS COUNTY"," GA","1987",592,"13","035","13035"
"400.1987","Wheat for grain, total (see text) (bushels), harvested (acres)","CALHOUN COUNTY"," GA","1987",8413,"13","037","13037"
"401.1987","Wheat for grain, total (see text) (bushels), harvested (acres)","CAMDEN COUNTY"," GA","1987",-9999,"13","039","13039"
"402.1987","Wheat for grain, total (see text) (bushels), harvested (acres)","CANDLER COUNTY"," GA","1987",3132,"13","043","13043"
"403.1987","Wheat for grain, total (see text) (bushels), harvested (acres)","CARROLL COUNTY"," GA","1987",339,"13","045","13045"
"404.1987","Wheat for grain, total (see text) (bushels), harvested (acres)","CATOOSA COUNTY"," GA","1987",-9999,"13","047","13047"
"405.1987","Wheat for grain, total (see text) (bushels), harvested (acres)","CHARLTON COUNTY"," GA","1987",-9999,"13","049","13049"
"406.1987","Wheat for grain, total (see text) (bushels), harvested (acres)","CHATHAM COUNTY"," GA","1987",-9999,"13","051","13051"
"407.1987","Wheat for grain, total (see text) (bushels), harvested (acres)","CHATTAHOOCHEE COUNTY"," GA","1987",-9999,"13","053","13053"
"408.1987","Wheat for grain, total (see text) (bushels), harvested (acres)","CHATTOOGA COUNTY"," GA","1987",143,"13","055","13055"
"409.1987","Wheat for grain, total (see text) (bushels), harvested (acres)","CHEROKEE COUNTY"," GA","1987",-9999,"13","057","13057"
"410.1987","Wheat for grain, total (see text) (bushels), harvested (acres)","CLARKE COUNTY"," GA","1987",1392,"13","059","13059"
"411.1987","Wheat for grain, total (see text) (bushels), harvested (acres)","CLAY COUNTY"," GA","1987",2306,"13","061","13061"
"412.1987","Wheat for grain, total (see text) (bushels), harvested (acres)","CLAYTON COUNTY"," GA","1987",-9999,"13","063","13063"
"413.1987","Wheat for grain, total (see text) (bushels), harvested (acres)","CLINCH COUNTY"," GA","1987",-9999,"13","065","13065"
"414.1987","Wheat for grain, total (see text) (bushels), harvested (acres)","COBB COUNTY"," GA","1987",-9999,"13","067","13067"
"415.1987","Wheat for grain, total (see text) (bushels), harvested (acres)","COFFEE COUNTY"," GA","1987",2062,"13","069","13069"
"416.1987","Wheat for grain, total (see text) (bushels), harvested (acres)","COLQUITT COUNTY"," GA","1987",5380,"13","071","13071"
"417.1987","Wheat for grain, total (see text) (bushels), harvested (acres)","COLUMBIA COUNTY"," GA","1987",-9999,"13","073","13073"
"418.1987","Wheat for grain, total (see text) (bushels), harvested (acres)","COOK COUNTY"," GA","1987",490,"13","075","13075"
"419.1987","Wheat for grain, total (see text) (bushels), harvested (acres)","COWETA COUNTY"," GA","1987",455,"13","077","13077"
"420.1987","Wheat for grain, total (see text) (bushels), harvested (acres)","CRAWFORD COUNTY"," GA","1987",3939,"13","079","13079"
"421.1987","Wheat for grain, total (see text) (bushels), harvested (acres)","CRISP COUNTY"," GA","1987",11557,"13","081","13081"
"422.1987","Wheat for grain, total (see text) (bushels), harvested (acres)","DADE COUNTY"," GA","1987",-9999,"13","083","13083"
"423.1987","Wheat for grain, total (see text) (bushels), harvested (acres)","DAWSON COUNTY"," GA","1987",-9999,"13","085","13085"
"424.1987","Wheat for grain, total (see text) (bushels), harvested (acres)","DECATUR COUNTY"," GA","1987",3414,"13","087","13087"
"425.1987","Wheat for grain, total (see text) (bushels), harvested (acres)","DE KALB COUNTY"," GA","1987",-9999,"13","089","13089"
"426.1987","Wheat for grain, total (see text) (bushels), harvested (acres)","DODGE COUNTY"," GA","1987",5174,"13","091","13091"
"427.1987","Wheat for grain, total (see text) (bushels), harvested (acres)","DOOLY COUNTY"," GA","1987",18402,"13","093","13093"
"428.1987","Wheat for grain, total (see text) (bushels), harvested (acres)","DOUGHERTY COUNTY"," GA","1987",4125,"13","095","13095"
"429.1987","Wheat for grain, total (see text) (bushels), harvested (acres)","DOUGLAS COUNTY"," GA","1987",-9999,"13","097","13097"
"430.1987","Wheat for grain, total (see text) (bushels), harvested (acres)","EARLY COUNTY"," GA","1987",9630,"13","099","13099"
"431.1987","Wheat for grain, total (see text) (bushels), harvested (acres)","ECHOLS COUNTY"," GA","1987",-9999,"13","101","13101"
"432.1987","Wheat for grain, total (see text) (bushels), harvested (acres)","EFFINGHAM COUNTY"," GA","1987",1043,"13","103","13103"
"433.1987","Wheat for grain, total (see text) (bushels), harvested (acres)","ELBERT COUNTY"," GA","1987",3452,"13","105","13105"
"434.1987","Wheat for grain, total (see text) (bushels), harvested (acres)","EMANUEL COUNTY"," GA","1987",4229,"13","107","13107"
"435.1987","Wheat for grain, total (see text) (bushels), harvested (acres)","EVANS COUNTY"," GA","1987",1934,"13","109","13109"
"436.1987","Wheat for grain, total (see text) (bushels), harvested (acres)","FANNIN COUNTY"," GA","1987",-9999,"13","111","13111"
"437.1987","Wheat for grain, total (see text) (bushels), harvested (acres)","FAYETTE COUNTY"," GA","1987",-9999,"13","113","13113"
"438.1987","Wheat for grain, total (see text) (bushels), harvested (acres)","FLOYD COUNTY"," GA","1987",661,"13","115","13115"
"439.1987","Wheat for grain, total (see text) (bushels), harvested (acres)","FORSYTH COUNTY"," GA","1987",-9999,"13","117","13117"
"440.1987","Wheat for grain, total (see text) (bushels), harvested (acres)","FRANKLIN COUNTY"," GA","1987",670,"13","119","13119"
"441.1987","Wheat for grain, total (see text) (bushels), harvested (acres)","FULTON COUNTY"," GA","1987",-9999,"13","121","13121"
"442.1987","Wheat for grain, total (see text) (bushels), harvested (acres)","GILMER COUNTY"," GA","1987",-9999,"13","123","13123"
"443.1987","Wheat for grain, total (see text) (bushels), harvested (acres)","GLASCOCK COUNTY"," GA","1987",1633,"13","125","13125"
"444.1987","Wheat for grain, total (see text) (bushels), harvested (acres)","GLYNN COUNTY"," GA","1987",-9999,"13","127","13127"
"445.1987","Wheat for grain, total (see text) (bushels), harvested (acres)","GORDON COUNTY"," GA","1987",1151,"13","129","13129"
"446.1987","Wheat for grain, total (see text) (bushels), harvested (acres)","GRADY COUNTY"," GA","1987",2457,"13","131","13131"
"447.1987","Wheat for grain, total (see text) (bushels), harvested (acres)","GREENE COUNTY"," GA","1987",305,"13","133","13133"
"448.1987","Wheat for grain, total (see text) (bushels), harvested (acres)","GWINNETT COUNTY"," GA","1987",-9999,"13","135","13135"
"449.1987","Wheat for grain, total (see text) (bushels), harvested (acres)","HABERSHAM COUNTY"," GA","1987",-9999,"13","137","13137"
"450.1987","Wheat for grain, total (see text) (bushels), harvested (acres)","HALL COUNTY"," GA","1987",-9999,"13","139","13139"
"451.1987","Wheat for grain, total (see text) (bushels), harvested (acres)","HANCOCK COUNTY"," GA","1987",-9999,"13","141","13141"
"452.1987","Wheat for grain, total (see text) (bushels), harvested (acres)","HARALSON COUNTY"," GA","1987",-9999,"13","143","13143"
"453.1987","Wheat for grain, total (see text) (bushels), harvested (acres)","HARRIS COUNTY"," GA","1987",-9999,"13","145","13145"
"454.1987","Wheat for grain, total (see text) (bushels), harvested (acres)","HART COUNTY"," GA","1987",4691,"13","147","13147"
"455.1987","Wheat for grain, total (see text) (bushels), harvested (acres)","HEARD COUNTY"," GA","1987",-9999,"13","149","13149"
"456.1987","Wheat for grain, total (see text) (bushels), harvested (acres)","HENRY COUNTY"," GA","1987",1759,"13","151","13151"
"457.1987","Wheat for grain, total (see text) (bushels), harvested (acres)","HOUSTON COUNTY"," GA","1987",11412,"13","153","13153"
"458.1987","Wheat for grain, total (see text) (bushels), harvested (acres)","IRWIN COUNTY"," GA","1987",3745,"13","155","13155"
"459.1987","Wheat for grain, total (see text) (bushels), harvested (acres)","JACKSON COUNTY"," GA","1987",2032,"13","157","13157"
"460.1987","Wheat for grain, total (see text) (bushels), harvested (acres)","JASPER COUNTY"," GA","1987",1306,"13","159","13159"
"461.1987","Wheat for grain, total (see text) (bushels), harvested (acres)","JEFF DAVIS COUNTY"," GA","1987",394,"13","161","13161"
"462.1987","Wheat for grain, total (see text) (bushels), harvested (acres)","JEFFERSON COUNTY"," GA","1987",18409,"13","163","13163"
"463.1987","Wheat for grain, total (see text) (bushels), harvested (acres)","JENKINS COUNTY"," GA","1987",5883,"13","165","13165"
"464.1987","Wheat for grain, total (see text) (bushels), harvested (acres)","JOHNSON COUNTY"," GA","1987",7925,"13","167","13167"
"465.1987","Wheat for grain, total (see text) (bushels), harvested (acres)","JONES COUNTY"," GA","1987",-9999,"13","169","13169"
"466.1987","Wheat for grain, total (see text) (bushels), harvested (acres)","LAMAR COUNTY"," GA","1987",1040,"13","171","13171"
"467.1987","Wheat for grain, total (see text) (bushels), harvested (acres)","LANIER COUNTY"," GA","1987",-9999,"13","173","13173"
"468.1987","Wheat for grain, total (see text) (bushels), harvested (acres)","LAURENS COUNTY"," GA","1987",15529,"13","175","13175"
"469.1987","Wheat for grain, total (see text) (bushels), harvested (acres)","LEE COUNTY"," GA","1987",7441,"13","177","13177"
"470.1987","Wheat for grain, total (see text) (bushels), harvested (acres)","LIBERTY COUNTY"," GA","1987",-9999,"13","179","13179"
"471.1987","Wheat for grain, total (see text) (bushels), harvested (acres)","LINCOLN COUNTY"," GA","1987",-9999,"13","181","13181"
"472.1987","Wheat for grain, total (see text) (bushels), harvested (acres)","LONG COUNTY"," GA","1987",-9999,"13","183","13183"
"473.1987","Wheat for grain, total (see text) (bushels), harvested (acres)","LOWNDES COUNTY"," GA","1987",291,"13","185","13185"
"474.1987","Wheat for grain, total (see text) (bushels), harvested (acres)","LUMPKIN COUNTY"," GA","1987",-9999,"13","187","13187"
"475.1987","Wheat for grain, total (see text) (bushels), harvested (acres)","MCDUFFIE COUNTY"," GA","1987",218,"13","189","13189"
"476.1987","Wheat for grain, total (see text) (bushels), harvested (acres)","MCINTOSH COUNTY"," GA","1987",-9999,"13","191","13191"
"477.1987","Wheat for grain, total (see text) (bushels), harvested (acres)","MACON COUNTY"," GA","1987",14079,"13","193","13193"
"478.1987","Wheat for grain, total (see text) (bushels), harvested (acres)","MADISON COUNTY"," GA","1987",1367,"13","195","13195"
"479.1987","Wheat for grain, total (see text) (bushels), harvested (acres)","MARION COUNTY"," GA","1987",1538,"13","197","13197"
"480.1987","Wheat for grain, total (see text) (bushels), harvested (acres)","MERIWETHER COUNTY"," GA","1987",1194,"13","199","13199"
"481.1987","Wheat for grain, total (see text) (bushels), harvested (acres)","MILLER COUNTY"," GA","1987",5505,"13","201","13201"
"482.1987","Wheat for grain, total (see text) (bushels), harvested (acres)","MITCHELL COUNTY"," GA","1987",5203,"13","205","13205"
"483.1987","Wheat for grain, total (see text) (bushels), harvested (acres)","MONROE COUNTY"," GA","1987",266,"13","207","13207"
"484.1987","Wheat for grain, total (see text) (bushels), harvested (acres)","MONTGOMERY COUNTY"," GA","1987",2204,"13","209","13209"
"485.1987","Wheat for grain, total (see text) (bushels), harvested (acres)","MORGAN COUNTY"," GA","1987",1808,"13","211","13211"
"486.1987","Wheat for grain, total (see text) (bushels), harvested (acres)","MURRAY COUNTY"," GA","1987",695,"13","213","13213"
"487.1987","Wheat for grain, total (see text) (bushels), harvested (acres)","MUSCOGEE COUNTY"," GA","1987",-9999,"13","215","13215"
"488.1987","Wheat for grain, total (see text) (bushels), harvested (acres)","NEWTON COUNTY"," GA","1987",1241,"13","217","13217"
"489.1987","Wheat for grain, total (see text) (bushels), harvested (acres)","OCONEE COUNTY"," GA","1987",1779,"13","219","13219"
"490.1987","Wheat for grain, total (see text) (bushels), harvested (acres)","OGLETHORPE COUNTY"," GA","1987",2279,"13","221","13221"
"491.1987","Wheat for grain, total (see text) (bushels), harvested (acres)","PAULDING COUNTY"," GA","1987",-9999,"13","223","13223"
"492.1987","Wheat for grain, total (see text) (bushels), harvested (acres)","PEACH COUNTY"," GA","1987",7221,"13","225","13225"
"493.1987","Wheat for grain, total (see text) (bushels), harvested (acres)","PICKENS COUNTY"," GA","1987",-9999,"13","227","13227"
"494.1987","Wheat for grain, total (see text) (bushels), harvested (acres)","PIERCE COUNTY"," GA","1987",392,"13","229","13229"
"495.1987","Wheat for grain, total (see text) (bushels), harvested (acres)","PIKE COUNTY"," GA","1987",1862,"13","231","13231"
"496.1987","Wheat for grain, total (see text) (bushels), harvested (acres)","POLK COUNTY"," GA","1987",999,"13","233","13233"
"497.1987","Wheat for grain, total (see text) (bushels), harvested (acres)","PULASKI COUNTY"," GA","1987",9829,"13","235","13235"
"498.1987","Wheat for grain, total (see text) (bushels), harvested (acres)","PUTNAM COUNTY"," GA","1987",-9999,"13","237","13237"
"499.1987","Wheat for grain, total (see text) (bushels), harvested (acres)","QUITMAN COUNTY"," GA","1987",329,"13","239","13239"
"500.1987","Wheat for grain, total (see text) (bushels), harvested (acres)","RABUN COUNTY"," GA","1987",-9999,"13","241","13241"
"501.1987","Wheat for grain, total (see text) (bushels), harvested (acres)","RANDOLPH COUNTY"," GA","1987",6382,"13","243","13243"
"502.1987","Wheat for grain, total (see text) (bushels), harvested (acres)","RICHMOND COUNTY"," GA","1987",773,"13","245","13245"
"503.1987","Wheat for grain, total (see text) (bushels), harvested (acres)","ROCKDALE COUNTY"," GA","1987",-9999,"13","247","13247"
"504.1987","Wheat for grain, total (see text) (bushels), harvested (acres)","SCHLEY COUNTY"," GA","1987",1622,"13","249","13249"
"505.1987","Wheat for grain, total (see text) (bushels), harvested (acres)","SCREVEN COUNTY"," GA","1987",7225,"13","251","13251"
"506.1987","Wheat for grain, total (see text) (bushels), harvested (acres)","SEMINOLE COUNTY"," GA","1987",4032,"13","253","13253"
"507.1987","Wheat for grain, total (see text) (bushels), harvested (acres)","SPALDING COUNTY"," GA","1987",-9999,"13","255","13255"
"508.1987","Wheat for grain, total (see text) (bushels), harvested (acres)","STEPHENS COUNTY"," GA","1987",-9999,"13","257","13257"
"509.1987","Wheat for grain, total (see text) (bushels), harvested (acres)","STEWART COUNTY"," GA","1987",2157,"13","259","13259"
"510.1987","Wheat for grain, total (see text) (bushels), harvested (acres)","SUMTER COUNTY"," GA","1987",20103,"13","261","13261"
"511.1987","Wheat for grain, total (see text) (bushels), harvested (acres)","TALBOT COUNTY"," GA","1987",-9999,"13","263","13263"
"512.1987","Wheat for grain, total (see text) (bushels), harvested (acres)","TALIAFERRO COUNTY"," GA","1987",-9999,"13","265","13265"
"513.1987","Wheat for grain, total (see text) (bushels), harvested (acres)","TATTNALL COUNTY"," GA","1987",3426,"13","267","13267"
"514.1987","Wheat for grain, total (see text) (bushels), harvested (acres)","TAYLOR COUNTY"," GA","1987",5517,"13","269","13269"
"515.1987","Wheat for grain, total (see text) (bushels), harvested (acres)","TELFAIR COUNTY"," GA","1987",2995,"13","271","13271"
"516.1987","Wheat for grain, total (see text) (bushels), harvested (acres)","TERRELL COUNTY"," GA","1987",15437,"13","273","13273"
"517.1987","Wheat for grain, total (see text) (bushels), harvested (acres)","THOMAS COUNTY"," GA","1987",3259,"13","275","13275"
"518.1987","Wheat for grain, total (see text) (bushels), harvested (acres)","TIFT COUNTY"," GA","1987",1263,"13","277","13277"
"519.1987","Wheat for grain, total (see text) (bushels), harvested (acres)","TOOMBS COUNTY"," GA","1987",2302,"13","279","13279"
"520.1987","Wheat for grain, total (see text) (bushels), harvested (acres)","TOWNS COUNTY"," GA","1987",-9999,"13","281","13281"
"521.1987","Wheat for grain, total (see text) (bushels), harvested (acres)","TREUTLEN COUNTY"," GA","1987",750,"13","283","13283"
"522.1987","Wheat for grain, total (see text) (bushels), harvested (acres)","TROUP COUNTY"," GA","1987",-9999,"13","285","13285"
"523.1987","Wheat for grain, total (see text) (bushels), harvested (acres)","TURNER COUNTY"," GA","1987",4301,"13","287","13287"
"524.1987","Wheat for grain, total (see text) (bushels), harvested (acres)","TWIGGS COUNTY"," GA","1987",1447,"13","289","13289"
"525.1987","Wheat for grain, total (see text) (bushels), harvested (acres)","UNION COUNTY"," GA","1987",-9999,"13","291","13291"
"526.1987","Wheat for grain, total (see text) (bushels), harvested (acres)","UPSON COUNTY"," GA","1987",-9999,"13","293","13293"
"527.1987","Wheat for grain, total (see text) (bushels), harvested (acres)","WALKER COUNTY"," GA","1987",724,"13","295","13295"
"528.1987","Wheat for grain, total (see text) (bushels), harvested (acres)","WALTON COUNTY"," GA","1987",3194,"13","297","13297"
"529.1987","Wheat for grain, total (see text) (bushels), harvested (acres)","WARE COUNTY"," GA","1987",-9999,"13","299","13299"
"530.1987","Wheat for grain, total (see text) (bushels), harvested (acres)","WARREN COUNTY"," GA","1987",1333,"13","301","13301"
"531.1987","Wheat for grain, total (see text) (bushels), harvested (acres)","WASHINGTON COUNTY"," GA","1987",9760,"13","303","13303"
"532.1987","Wheat for grain, total (see text) (bushels), harvested (acres)","WAYNE COUNTY"," GA","1987",589,"13","305","13305"
"533.1987","Wheat for grain, total (see text) (bushels), harvested (acres)","WEBSTER COUNTY"," GA","1987",2243,"13","307","13307"
"534.1987","Wheat for grain, total (see text) (bushels), harvested (acres)","WHEELER COUNTY"," GA","1987",2257,"13","309","13309"
"535.1987","Wheat for grain, total (see text) (bushels), harvested (acres)","WHITE COUNTY"," GA","1987",-9999,"13","311","13311"
"536.1987","Wheat for grain, total (see text) (bushels), harvested (acres)","WHITFIELD COUNTY"," GA","1987",424,"13","313","13313"
"537.1987","Wheat for grain, total (see text) (bushels), harvested (acres)","WILCOX COUNTY"," GA","1987",5910,"13","315","13315"
"538.1987","Wheat for grain, total (see text) (bushels), harvested (acres)","WILKES COUNTY"," GA","1987",565,"13","317","13317"
"539.1987","Wheat for grain, total (see text) (bushels), harvested (acres)","WILKINSON COUNTY"," GA","1987",720,"13","319","13319"
"540.1987","Wheat for grain, total (see text) (bushels), harvested (acres)","WORTH COUNTY"," GA","1987",8442,"13","321","13321"
"541.1987","Wheat for grain, total (see text) (bushels), harvested (acres)","ALL OTHER COUNTIES"," GA","1987",-9999,"13","998","13998"
"543.1987","Wheat for grain, total (see text) (bushels), harvested (acres)","HAWAII COUNTY"," HI","1987",-9999,"15","001","15001"
"544.1987","Wheat for grain, total (see text) (bushels), harvested (acres)","HONOLULU COUNTY"," HI","1987",-9999,"15","003","15003"
"545.1987","Wheat for grain, total (see text) (bushels), harvested (acres)","KAUAI COUNTY"," HI","1987",-9999,"15","007","15007"
"546.1987","Wheat for grain, total (see text) (bushels), harvested (acres)","MAUI COUNTY"," HI","1987",-9999,"15","009","15009"
"547.1987","Wheat for grain, total (see text) (bushels), harvested (acres)","ALL OTHER COUNTIES"," HI","1987",-9999,"15","998","15998"
"549.1987","Wheat for grain, total (see text) (bushels), harvested (acres)","ADA COUNTY"," ID","1987",12824,"16","001","16001"
"550.1987","Wheat for grain, total (see text) (bushels), harvested (acres)","ADAMS COUNTY"," ID","1987",921,"16","003","16003"
"551.1987","Wheat for grain, total (see text) (bushels), harvested (acres)","BANNOCK COUNTY"," ID","1987",53429,"16","005","16005"
"552.1987","Wheat for grain, total (see text) (bushels), harvested (acres)","BEAR LAKE COUNTY"," ID","1987",10783,"16","007","16007"
"553.1987","Wheat for grain, total (see text) (bushels), harvested (acres)","BENEWAH COUNTY"," ID","1987",22171,"16","009","16009"
"554.1987","Wheat for grain, total (see text) (bushels), harvested (acres)","BINGHAM COUNTY"," ID","1987",131338,"16","011","16011"
"555.1987","Wheat for grain, total (see text) (bushels), harvested (acres)","BLAINE COUNTY"," ID","1987",5214,"16","013","16013"
"556.1987","Wheat for grain, total (see text) (bushels), harvested (acres)","BOISE COUNTY"," ID","1987",-9999,"16","015","16015"
"557.1987","Wheat for grain, total (see text) (bushels), harvested (acres)","BONNER COUNTY"," ID","1987",635,"16","017","16017"
"558.1987","Wheat for grain, total (see text) (bushels), harvested (acres)","BONNEVILLE COUNTY"," ID","1987",79430,"16","019","16019"
"559.1987","Wheat for grain, total (see text) (bushels), harvested (acres)","BOUNDARY COUNTY"," ID","1987",13539,"16","021","16021"
"560.1987","Wheat for grain, total (see text) (bushels), harvested (acres)","BUTTE COUNTY"," ID","1987",5998,"16","023","16023"
"561.1987","Wheat for grain, total (see text) (bushels), harvested (acres)","CAMAS COUNTY"," ID","1987",6430,"16","025","16025"
"562.1987","Wheat for grain, total (see text) (bushels), harvested (acres)","CANYON COUNTY"," ID","1987",23776,"16","027","16027"
"563.1987","Wheat for grain, total (see text) (bushels), harvested (acres)","CARIBOU COUNTY"," ID","1987",35580,"16","029","16029"
"564.1987","Wheat for grain, total (see text) (bushels), harvested (acres)","CASSIA COUNTY"," ID","1987",98301,"16","031","16031"
"565.1987","Wheat for grain, total (see text) (bushels), harvested (acres)","CLARK COUNTY"," ID","1987",22600,"16","033","16033"
"566.1987","Wheat for grain, total (see text) (bushels), harvested (acres)","CLEARWATER COUNTY"," ID","1987",9322,"16","035","16035"
"567.1987","Wheat for grain, total (see text) (bushels), harvested (acres)","CUSTER COUNTY"," ID","1987",291,"16","037","16037"
"568.1987","Wheat for grain, total (see text) (bushels), harvested (acres)","ELMORE COUNTY"," ID","1987",14720,"16","039","16039"
"569.1987","Wheat for grain, total (see text) (bushels), harvested (acres)","FRANKLIN COUNTY"," ID","1987",20655,"16","041","16041"
"570.1987","Wheat for grain, total (see text) (bushels), harvested (acres)","FREMONT COUNTY"," ID","1987",19522,"16","043","16043"
"571.1987","Wheat for grain, total (see text) (bushels), harvested (acres)","GEM COUNTY"," ID","1987",3117,"16","045","16045"
"572.1987","Wheat for grain, total (see text) (bushels), harvested (acres)","GOODING COUNTY"," ID","1987",11776,"16","047","16047"
"573.1987","Wheat for grain, total (see text) (bushels), harvested (acres)","IDAHO COUNTY"," ID","1987",60479,"16","049","16049"
"574.1987","Wheat for grain, total (see text) (bushels), harvested (acres)","JEFFERSON COUNTY"," ID","1987",28690,"16","051","16051"
"575.1987","Wheat for grain, total (see text) (bushels), harvested (acres)","JEROME COUNTY"," ID","1987",24165,"16","053","16053"
"576.1987","Wheat for grain, total (see text) (bushels), harvested (acres)","KOOTENAI COUNTY"," ID","1987",17093,"16","055","16055"
"577.1987","Wheat for grain, total (see text) (bushels), harvested (acres)","LATAH COUNTY"," ID","1987",88407,"16","057","16057"
"578.1987","Wheat for grain, total (see text) (bushels), harvested (acres)","LEMHI COUNTY"," ID","1987",-9999,"16","059","16059"
"579.1987","Wheat for grain, total (see text) (bushels), harvested (acres)","LEWIS COUNTY"," ID","1987",49959,"16","061","16061"
"580.1987","Wheat for grain, total (see text) (bushels), harvested (acres)","LINCOLN COUNTY"," ID","1987",11442,"16","063","16063"
"581.1987","Wheat for grain, total (see text) (bushels), harvested (acres)","MADISON COUNTY"," ID","1987",30127,"16","065","16065"
"582.1987","Wheat for grain, total (see text) (bushels), harvested (acres)","MINIDOKA COUNTY"," ID","1987",38737,"16","067","16067"
"583.1987","Wheat for grain, total (see text) (bushels), harvested (acres)","NEZ PERCE COUNTY"," ID","1987",78653,"16","069","16069"
"584.1987","Wheat for grain, total (see text) (bushels), harvested (acres)","ONEIDA COUNTY"," ID","1987",41575,"16","071","16071"
"585.1987","Wheat for grain, total (see text) (bushels), harvested (acres)","OWYHEE COUNTY"," ID","1987",7407,"16","073","16073"
"586.1987","Wheat for grain, total (see text) (bushels), harvested (acres)","PAYETTE COUNTY"," ID","1987",5045,"16","075","16075"
"587.1987","Wheat for grain, total (see text) (bushels), harvested (acres)","POWER COUNTY"," ID","1987",94873,"16","077","16077"
"588.1987","Wheat for grain, total (see text) (bushels), harvested (acres)","SHOSHONE COUNTY"," ID","1987",-9999,"16","079","16079"
"589.1987","Wheat for grain, total (see text) (bushels), harvested (acres)","TETON COUNTY"," ID","1987",7934,"16","081","16081"
"590.1987","Wheat for grain, total (see text) (bushels), harvested (acres)","TWIN FALLS COUNTY"," ID","1987",39738,"16","083","16083"
"591.1987","Wheat for grain, total (see text) (bushels), harvested (acres)","VALLEY COUNTY"," ID","1987",320,"16","085","16085"
"592.1987","Wheat for grain, total (see text) (bushels), harvested (acres)","WASHINGTON COUNTY"," ID","1987",12078,"16","087","16087"
"593.1987","Wheat for grain, total (see text) (bushels), harvested (acres)","ALL OTHER COUNTIES"," ID","1987",-9999,"16","998","16998"
"595.1987","Wheat for grain, total (see text) (bushels), harvested (acres)","ADAMS COUNTY"," IL","1987",22295,"17","001","17001"
"596.1987","Wheat for grain, total (see text) (bushels), harvested (acres)","ALEXANDER COUNTY"," IL","1987",4202,"17","003","17003"
"597.1987","Wheat for grain, total (see text) (bushels), harvested (acres)","BOND COUNTY"," IL","1987",21836,"17","005","17005"
"598.1987","Wheat for grain, total (see text) (bushels), harvested (acres)","BOONE COUNTY"," IL","1987",933,"17","007","17007"
"599.1987","Wheat for grain, total (see text) (bushels), harvested (acres)","BROWN COUNTY"," IL","1987",4459,"17","009","17009"
"600.1987","Wheat for grain, total (see text) (bushels), harvested (acres)","BUREAU COUNTY"," IL","1987",2619,"17","011","17011"
"601.1987","Wheat for grain, total (see text) (bushels), harvested (acres)","CALHOUN COUNTY"," IL","1987",5161,"17","013","17013"
"602.1987","Wheat for grain, total (see text) (bushels), harvested (acres)","CARROLL COUNTY"," IL","1987",378,"17","015","17015"
"603.1987","Wheat for grain, total (see text) (bushels), harvested (acres)","CASS COUNTY"," IL","1987",6173,"17","017","17017"
"604.1987","Wheat for grain, total (see text) (bushels), harvested (acres)","CHAMPAIGN COUNTY"," IL","1987",4090,"17","019","17019"
"605.1987","Wheat for grain, total (see text) (bushels), harvested (acres)","CHRISTIAN COUNTY"," IL","1987",7059,"17","021","17021"
"606.1987","Wheat for grain, total (see text) (bushels), harvested (acres)","CLARK COUNTY"," IL","1987",12354,"17","023","17023"
"607.1987","Wheat for grain, total (see text) (bushels), harvested (acres)","CLAY COUNTY"," IL","1987",20241,"17","025","17025"
"608.1987","Wheat for grain, total (see text) (bushels), harvested (acres)","CLINTON COUNTY"," IL","1987",26543,"17","027","17027"
"609.1987","Wheat for grain, total (see text) (bushels), harvested (acres)","COLES COUNTY"," IL","1987",3644,"17","029","17029"
"610.1987","Wheat for grain, total (see text) (bushels), harvested (acres)","COOK COUNTY"," IL","1987",441,"17","031","17031"
"611.1987","Wheat for grain, total (see text) (bushels), harvested (acres)","CRAWFORD COUNTY"," IL","1987",12175,"17","033","17033"
"612.1987","Wheat for grain, total (see text) (bushels), harvested (acres)","CUMBERLAND COUNTY"," IL","1987",9483,"17","035","17035"
"613.1987","Wheat for grain, total (see text) (bushels), harvested (acres)","DE KALB COUNTY"," IL","1987",3153,"17","037","17037"
"614.1987","Wheat for grain, total (see text) (bushels), harvested (acres)","DE WITT COUNTY"," IL","1987",844,"17","039","17039"
"615.1987","Wheat for grain, total (see text) (bushels), harvested (acres)","DOUGLAS COUNTY"," IL","1987",459,"17","041","17041"
"616.1987","Wheat for grain, total (see text) (bushels), harvested (acres)","DU PAGE COUNTY"," IL","1987",-9999,"17","043","17043"
"617.1987","Wheat for grain, total (see text) (bushels), harvested (acres)","EDGAR COUNTY"," IL","1987",7341,"17","045","17045"
"618.1987","Wheat for grain, total (see text) (bushels), harvested (acres)","EDWARDS COUNTY"," IL","1987",12645,"17","047","17047"
"619.1987","Wheat for grain, total (see text) (bushels), harvested (acres)","EFFINGHAM COUNTY"," IL","1987",19476,"17","049","17049"
"620.1987","Wheat for grain, total (see text) (bushels), harvested (acres)","FAYETTE COUNTY"," IL","1987",23351,"17","051","17051"
"621.1987","Wheat for grain, total (see text) (bushels), harvested (acres)","FORD COUNTY"," IL","1987",1442,"17","053","17053"
