StPostal,Fips,Category_001,Category_002,Category_003,Category_004,Category_005,Category_006,Category_010,Category_011,Category_012,Category_013,Category_014,Category_021,Category_022,Category_023,Category_024,Category_025,Category_026,Category_027,Category_028,Category_029,Category_030,Category_031,Category_032,Category_033,Category_034,Category_035,Category_036,Category_037,Category_038,Category_039,Category_041,Category_042,Category_043,Category_044,Category_045,Category_046,Category_047,Category_048,Category_049,Category_050,Category_052,Category_053,Category_054,Category_055,Category_056,Category_057,Category_058,Category_059,Category_060,Category_061,Category_066,Category_067,Category_068,Category_069,Category_070,Category_071,Category_072,Category_074,Category_075,Category_076,Category_077,Category_092,Category_111,Category_112,Category_121,Category_122,Category_123,Category_124,Category_131,Category_141,Category_142,Category_143,Category_152,Category_176,Category_190,Category_195,Category_204,Category_205,Category_206,Category_207,Category_208,Category_209,Category_211,Category_212,Category_213,Category_214,Category_216,Category_217,Category_218,Category_219,Category_220,Category_221,Category_222,Category_223,Category_224,Category_225,Category_226,Category_227,Category_229,Category_236,Category_237,Category_238,Category_240,Category_241,Category_242,Category_243,Category_244,Category_245,Category_246,Category_247,Category_248,Category_249,Category_250,Category_254,Corn_all,Cotton_all,Sorghum_all,Soybeans_all,Barley_all,Wheat_Durum_all,Wheat_Winter_all,Oats_all,Canteloupe_all,Lettuce_all
MS,28099,10,8,0,2,138,0,0,0,0,0,0,0,0,0,0,0,4,130,0,0,0,0,0,0,0,0,0,400,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,1,0,9,0,0,0,0,0,0,0,0,0,0,0,2,2771,0,19268,2095,1236,301,139,78721,76912,30520,37169,69452,46119,424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,2,142,0,0,4,0,0,0
MS,28101,632,15,0,4,2793,0,1,0,0,0,0,0,0,0,2,0,10,93,0,0,0,0,0,0,0,0,0,1230,0,0,0,0,0,0,0,10,0,1,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,4,2388,0,14806,2265,807,149,61,55115,98090,46504,58934,49504,37302,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,632,15,4,2803,0,0,12,0,0,0
MS,28103,23210,13233,0,10,22954,0,30,0,0,0,0,0,0,0,275,0,2026,15,0,2,0,0,0,0,0,0,0,1762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6854,0,0,0,0,0,0,0,0,0,0,0,9671,5519,0,13881,2637,572,77,113,36037,86063,17891,40367,75728,87609,1489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,23210,13250,10,24980,0,0,2318,0,0,0
MS,28105,224,135,0,10,3393,0,11,0,0,0,0,0,0,0,32,0,35,1,0,2,0,0,0,0,0,0,0,2459,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,4,0,135,0,0,0,0,0,0,0,0,0,0,0,85,3620,0,16499,4298,2062,448,248,40880,63125,15059,25922,55739,59314,1867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224,135,10,3428,0,0,67,0,0,0
MS,28107,6161,9464,5382,5193,47359,0,1507,0,0,0,0,0,0,7,653,0,7840,5,0,0,0,0,0,0,0,0,0,1586,0,0,0,0,0,4,0,163,0,0,0,0,0,4,0,0,0,0,0,42,0,11033,0,0,0,0,0,0,0,247,0,0,0,33,15994,0,20762,6372,1352,376,548,103004,28436,3482,75988,73106,23397,783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,996,0,0,0,6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,7157,9464,5199,55201,0,0,9495,2,0,0
MS,28109,78,20,0,0,1067,0,175,0,0,0,0,0,0,0,25,0,57,0,0,1,0,0,0,0,0,0,0,597,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,14,852,0,0,0,0,0,0,0,0,0,1,0,0,0,5,7938,0,20131,4324,1091,331,1925,110,135345,3065,144213,52945,148680,1057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,18,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,100,20,0,1124,0,0,86,18,0,0
MS,28111,244,1201,0,0,533,0,647,0,0,0,0,0,0,0,36,0,9,0,0,0,0,0,0,0,0,0,0,249,0,0,0,0,0,0,0,2,0,10,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,3542,0,16097,1907,424,86,1416,3655,195584,37627,62052,20854,69503,313,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,3,0,1,0,0,0,0,0,115,0,0,0,0,0,0,0,0,0,247,1201,0,542,0,0,45,3,0,0
MS,28113,189,0,0,2,1202,0,0,0,0,0,0,0,0,0,6,0,33,0,0,0,0,0,0,0,0,0,0,1190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1740,0,17016,5257,1628,535,160,4469,75072,19073,78040,35520,21690,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,201,0,2,1235,0,0,39,12,0,0
MS,28115,737,26,0,889,35017,0,0,0,0,0,0,0,0,0,10,0,68,0,0,21,0,0,0,0,0,0,0,8171,0,0,0,0,0,0,0,845,0,0,0,0,0,0,0,0,0,0,0,36,0,173,0,0,0,0,0,0,0,0,0,0,0,5,3678,0,12728,5224,910,329,233,69392,54598,9623,56394,52975,7987,568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,737,26,889,35085,0,0,78,0,0,0
MS,28117,599,354,0,192,23836,0,10,0,0,0,0,0,0,0,21,0,1486,0,0,0,0,0,0,0,0,0,0,12704,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,40,0,99,0,0,0,0,0,0,0,0,0,0,0,42,4351,0,11859,4837,1035,374,129,67085,44145,14379,50359,20291,9152,276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,599,354,192,25322,0,0,1507,0,0,0
MS,28119,12873,14612,11102,8518,108895,0,160,0,0,0,0,0,0,5,1015,0,4376,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,2,0,0,0,0,0,8,0,0,0,0,0,3,0,39716,0,0,0,0,0,0,0,354,0,0,0,51,3266,0,9192,959,395,51,6,5,2,7,5,6,44493,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12873,14612,8522,113272,0,0,5395,1,0,0
MS,28121,1236,1759,0,179,9626,0,2,0,0,0,0,0,0,0,37,0,25,0,0,0,0,0,0,0,0,0,0,152,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,4,0,0,0,0,21296,0,29833,15767,8028,2286,107,58640,113212,48762,62041,65961,75858,1026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1236,1759,179,9651,0,0,62,0,0,0
MS,28123,327,101,0,8,6523,0,0,0,0,0,0,0,0,0,1,0,26,0,0,0,0,0,0,0,0,0,0,280,0,0,0,0,0,0,0,8,0,3,0,0,0,0,0,0,0,0,0,0,0,204,0,0,0,0,0,0,0,0,0,0,0,0,2220,0,16216,3049,1191,298,51,29005,130221,42758,34624,63376,59870,283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,327,101,8,6549,0,0,27,0,0,0
MS,28125,29542,9890,633,465,104827,0,10,0,0,0,0,0,0,4,1319,0,1382,0,221,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5137,0,0,0,0,0,0,0,815,0,0,0,0,6774,0,6102,813,351,44,2,9,0,5,24,2,109849,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29542,9890,466,106209,0,0,2702,221,0,0
MS,28127,639,8,0,2,1727,0,19,0,0,0,0,0,0,0,6,0,121,0,0,14,0,0,0,0,0,0,0,924,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,18,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2538,0,16167,2638,939,175,82,34630,96395,76562,65975,48658,29230,378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,645,8,2,1848,0,0,127,6,0,0
MS,28129,110,273,0,15,1138,0,425,0,0,0,0,0,0,0,48,0,23,0,0,1,0,0,0,0,0,0,0,256,0,0,0,0,0,0,0,10,0,7,0,0,0,0,0,0,0,0,2,0,0,152,0,0,0,0,0,0,0,1,0,0,0,0,2147,0,14442,1736,379,104,57,18184,131079,82979,49929,47095,56779,483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,273,15,1161,0,0,71,3,0,0
MS,28131,141,553,0,0,508,0,382,0,0,0,0,0,0,0,11,0,8,0,0,0,0,0,0,0,0,0,0,165,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,2,0,0,0,2,2957,0,12252,1186,370,90,897,186,116392,4808,58027,17518,69695,574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,142,553,0,516,0,0,19,1,0,0
MS,28133,24262,4929,17362,2960,276825,1,0,0,0,0,0,0,0,34,1416,0,3566,0,0,0,0,0,0,0,0,0,0,3,0,0,0,195,0,0,0,1,0,0,0,0,0,798,0,0,0,0,0,1,0,33060,0,0,0,0,0,0,0,1162,0,0,0,245,18829,0,16755,2926,1534,355,82,2,2,3,5,1,45175,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24262,4929,2962,280391,0,0,4984,0,0,0
MS,28135,24565,13790,5736,4675,134628,0,537,0,0,0,0,0,0,5,903,0,6405,3,0,0,0,0,0,0,0,0,0,868,0,0,0,0,0,273,0,1330,0,0,0,0,0,5,0,0,0,0,0,113,0,30800,0,0,0,0,0,0,0,316,0,0,0,26,7374,0,14076,1911,427,55,180,57258,8999,1498,24965,18122,56918,541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,4,0,0,0,0,0,0,0,0,0,24565,13790,4705,141033,0,0,7338,0,0,0
MS,28137,3478,4639,976,1459,25755,3,1576,0,0,0,0,0,0,0,359,0,2991,0,0,0,0,0,0,0,0,0,0,5173,0,0,0,0,0,0,0,599,0,0,0,0,0,0,0,0,0,0,0,260,0,1394,0,0,0,0,0,0,0,58,0,0,0,9,7140,0,12349,3975,635,169,266,54773,9900,838,50613,56435,15455,1664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3478,4639,1503,28749,0,0,3394,3,0,0
MS,28139,774,1198,0,519,15239,0,0,0,0,0,0,0,0,0,40,0,301,0,0,1,0,0,0,0,0,0,0,3033,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,18,0,64,0,0,0,0,0,0,0,0,0,0,0,1,3067,0,12373,3536,649,223,133,91098,46147,10891,67214,33712,3912,227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,774,1198,519,15540,0,0,341,0,0,0
MS,28141,440,685,0,19,4874,0,4,0,0,0,0,0,0,0,20,0,679,0,0,0,0,0,0,0,0,0,0,755,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,107,0,0,0,0,0,0,0,0,0,0,0,27,14912,0,14015,3447,1174,423,442,94852,48443,20065,53699,18753,6566,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,440,685,19,5553,0,0,699,0,0,0
MS,28143,18902,8781,24673,9776,121045,0,62,0,0,0,0,0,0,2,2505,0,7478,0,0,0,0,0,0,0,0,0,0,428,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,177,0,12642,0,0,0,0,0,0,0,363,0,0,0,806,17102,0,9857,1967,772,320,1896,85,2,28,54,447,67157,291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,64,0,0,0,0,0,0,0,0,0,0,0,18902,8781,9777,128587,0,0,9984,64,0,0
MS,28145,487,636,0,324,28707,0,0,0,0,0,0,0,0,0,28,0,82,0,0,9,0,0,0,0,0,0,0,4437,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,8,0,471,0,0,0,0,0,0,0,0,0,0,0,2,2485,0,11397,4776,1232,423,80,66723,39200,8796,43952,38609,13119,802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,487,636,324,28789,0,0,110,0,0,0
MS,28147,753,0,0,4,1390,0,93,0,0,0,0,0,0,0,37,0,178,0,0,25,0,0,0,0,0,0,0,2718,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,6,0,0,0,0,0,0,0,0,0,2,0,0,0,0,922,0,12239,1684,429,72,232,2696,73616,21495,72581,46530,21036,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,24,0,0,0,0,0,12,0,5,0,0,0,0,0,0,0,0,0,791,0,4,1580,0,0,229,36,0,0
MS,28149,5646,1179,2,4,31209,0,473,0,0,0,0,0,0,1,379,0,1147,0,0,0,0,0,0,0,0,0,0,376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1262,0,0,0,0,0,0,0,8,0,0,0,0,23908,0,19611,4091,2335,886,249,153906,1685,775,17994,6658,121729,479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5646,1179,29,32356,0,0,1551,0,0,0
MS,28151,51041,10797,11307,2608,243242,0,0,0,0,0,0,0,0,2,3780,0,3777,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,1,0,2,0,16855,0,0,0,0,0,0,0,940,0,0,0,158,24766,0,18113,5466,3064,901,465,1,0,1,6,59,89043,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51041,10797,3226,247019,0,0,8175,0,0,0
MS,28153,16,10,0,1,443,0,787,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,813,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10,4505,0,22949,2930,855,160,541,24245,192414,110132,97837,36784,24967,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,16,10,1,445,0,0,3,0,0,0
MS,28155,1720,5017,0,698,6259,0,510,0,0,0,0,0,0,0,11,0,708,12,0,31,0,0,0,0,0,0,0,2362,0,0,0,0,0,0,0,1840,0,0,0,0,0,0,0,0,0,0,0,12,0,930,0,0,0,0,0,0,0,1,0,0,0,1,1428,0,11707,1288,326,67,48,88093,64328,9559,30986,30238,12121,641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1720,5017,698,6967,0,0,719,0,0,0
MS,28157,33,20,0,0,2728,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,223,0,0,0,0,0,0,0,0,0,0,0,0,11710,0,11524,1544,199,35,1475,117510,92730,46872,66021,20510,62641,4122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,20,0,2728,0,0,11,0,0,0
MS,28159,480,61,0,12,1096,0,1,0,0,0,0,0,0,0,7,0,102,14,0,0,0,0,0,0,0,0,0,2330,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,2,0,29,0,0,0,0,0,0,0,0,0,0,0,5,2288,0,16442,2005,698,191,103,85121,109662,30764,39302,55717,43476,554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,480,61,12,1198,0,0,109,0,0,0
MS,28161,198,2925,4,1163,9059,0,8,0,0,0,0,0,0,0,45,0,59,3,0,0,0,0,0,0,0,0,0,915,0,0,0,0,0,0,0,924,0,0,0,0,0,1,0,0,0,0,0,23,0,828,0,0,0,0,0,0,0,5,0,0,0,0,25964,0,14018,3908,470,70,357,94833,59347,8157,45348,30981,15053,2137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198,2925,1164,9118,0,0,105,0,0,0
MS,28163,39823,25690,103,2624,86736,0,1326,0,0,0,0,0,0,2,3318,0,7247,0,0,0,0,0,0,0,0,0,0,5215,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,6,0,148,0,16223,0,0,0,0,0,0,0,242,0,0,0,2,12745,0,24216,2249,834,217,321,175376,16348,1198,26413,46894,101509,820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39823,25690,2653,93983,0,0,10594,0,0,0
MO,29001,15643,0,0,207,22396,0,0,0,0,0,0,11,0,0,466,0,15,46,85,0,0,0,0,0,0,0,69,30033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17829,0,0,0,0,0,0,0,0,0,0,0,0,2656,0,15621,4127,903,226,20,115511,116,1224,3515,131410,2213,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15643,0,207,22411,11,0,481,85,0,0
MO,29003,44263,0,0,331,54378,0,0,0,0,0,0,0,0,0,653,0,9,1,3,0,0,0,0,0,0,0,332,6682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25749,0,0,18,0,0,0,0,0,0,0,0,0,2343,0,13243,4229,838,114,72,49292,3,0,234,73998,2002,506,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44263,0,331,54387,0,0,662,3,0,0
MO,29005,122973,0,0,492,106627,0,0,0,0,941,0,0,0,0,57,0,1,2,5,0,0,0,0,0,0,0,108,1066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32854,0,0,0,0,0,0,0,0,0,0,0,0,2602,0,17426,2387,623,85,13,23026,1,0,113,32273,3272,3404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122973,0,492,106628,0,0,58,5,0,0
MO,29007,95382,0,0,1517,88094,28,0,0,0,0,0,0,0,0,7515,0,2476,5,18,0,0,0,0,0,0,0,187,7141,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,1,0,73209,0,0,0,0,0,0,0,0,0,0,0,0,2879,0,15296,4907,1774,538,377,61635,15,26,975,80675,1221,82,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,2,95383,0,1520,90573,2,0,9994,18,0,0
MO,29009,4287,0,0,25,1428,0,0,0,0,0,0,1,0,0,1091,0,1473,47,22,4,0,0,0,0,0,0,978,4828,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,79,0,146,0,0,0,0,0,0,0,0,0,0,0,0,7222,0,23052,4816,1764,406,348,227795,17726,770,1572,205840,88,5,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,65,4474,0,92,2966,66,0,2818,22,0,0
MO,29011,51615,0,0,812,40021,0,0,0,0,165,0,0,0,0,19544,0,25482,20,1,0,0,4,0,0,0,0,391,20749,0,0,0,0,0,14,0,0,0,0,0,0,0,4,0,0,0,0,23,104,0,7278,0,0,0,0,0,0,0,0,0,0,0,0,2801,0,14892,2640,503,230,516,54270,39,5,196,133142,6285,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,1,51618,0,889,65504,1,0,45106,1,0,0
MO,29013,58609,0,0,303,101389,0,0,0,0,1,0,0,0,0,9523,0,7561,10,7,0,0,0,0,0,0,0,77,33471,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,15,101,106,8492,0,0,0,0,0,0,0,32,0,0,0,0,5642,0,21185,3718,508,139,183,70367,3,12,518,201920,19677,1079,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,58796,0,303,108951,1,0,17271,7,0,0
MO,29015,11558,0,0,39,14354,0,0,0,0,0,0,0,0,0,2566,0,1465,2,0,0,0,0,0,0,0,0,30,13097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,145,7097,0,0,0,0,0,0,0,1,0,0,0,0,31804,0,19073,4942,1017,232,323,241202,9649,361,5959,113772,1087,1651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11754,0,39,15819,0,0,4227,0,0,0
MO,29017,9770,14,528,381,25190,0,0,0,0,335,0,0,0,0,501,0,3466,0,1,1,0,0,0,0,0,0,17,20712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1624,0,1,0,0,0,0,0,0,0,0,0,0,1157,0,12224,2057,162,26,155,235782,805,20,1026,75966,4532,1127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9771,14,381,28656,0,0,3968,1,0,0
MO,29019,18295,0,0,879,25683,0,0,0,0,0,0,0,0,0,3910,0,1588,2,0,0,0,0,0,0,0,0,172,14239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,17888,0,0,0,0,0,0,0,0,0,0,0,0,5994,0,22378,14333,8255,2393,605,186666,4217,716,1839,110072,1575,619,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18295,0,879,27271,0,0,5498,0,0,0
MO,29021,43532,0,0,112,37839,0,0,0,0,0,0,0,0,0,801,0,44,3,33,0,0,0,0,0,0,0,96,4003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22029,0,0,0,0,0,0,0,0,0,0,0,0,5313,0,16923,11082,5175,2569,87,51157,2,9,288,59271,4209,820,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43532,0,112,37883,0,0,845,33,0,0
MO,29023,22226,1938,46585,3663,116808,0,3,0,0,41,0,0,0,0,334,0,3596,0,0,0,0,0,0,0,0,0,17,1864,0,0,0,0,0,0,0,0,0,89,0,0,0,1,0,0,0,1,0,17,0,13150,0,1,0,0,0,0,0,0,0,0,0,0,3183,0,22848,4813,1891,200,330,132805,5826,6893,131,30145,27703,233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,22226,1938,3664,120404,0,0,3931,0,0,0
MO,29025,13564,0,0,1476,29450,0,0,0,0,0,0,4,0,0,2310,0,336,3,10,0,0,0,0,0,0,0,282,21010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,24321,0,0,0,0,0,0,0,0,0,0,0,0,1419,0,9503,3230,475,55,111,44635,1,2,548,120581,1567,95,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13564,0,1476,29786,4,0,2646,10,0,0
MO,29027,26895,0,0,1039,39733,0,0,0,0,0,0,0,0,0,3400,0,3696,13,7,1,0,0,0,0,0,0,434,13248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,27,0,20834,0,0,0,0,0,0,0,0,0,0,0,0,6039,0,17107,6382,2680,597,725,264676,4049,412,1315,126947,1654,274,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26895,0,1045,43429,0,0,7102,7,0,0
MO,29029,277,0,0,2,227,0,0,0,0,0,0,0,0,0,12,0,1,0,0,0,0,0,0,0,0,0,12,864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,55,0,0,0,0,0,0,0,0,0,0,0,0,34187,0,24943,5820,3042,885,455,307828,3579,533,2866,67731,154,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,281,0,2,228,0,0,17,0,0,0
MO,29031,29947,98,479,1213,50146,0,0,0,0,217,0,5,0,0,1841,0,7065,0,32,0,0,0,0,0,0,0,459,18703,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,4,0,17,0,7005,0,1,0,0,0,0,0,0,0,0,0,0,6710,0,14845,13949,4474,1803,321,120651,66,27,163,91719,3154,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,29958,98,1213,57212,5,0,8916,32,0,0
