StPostal,Fips,Category_001,Category_002,Category_003,Category_004,Category_005,Category_006,Category_010,Category_011,Category_012,Category_013,Category_014,Category_021,Category_022,Category_023,Category_024,Category_025,Category_026,Category_027,Category_028,Category_029,Category_030,Category_031,Category_032,Category_033,Category_034,Category_035,Category_036,Category_037,Category_038,Category_039,Category_041,Category_042,Category_043,Category_044,Category_045,Category_046,Category_047,Category_048,Category_049,Category_050,Category_051,Category_052,Category_053,Category_054,Category_055,Category_056,Category_057,Category_058,Category_059,Category_060,Category_061,Category_066,Category_067,Category_068,Category_069,Category_070,Category_071,Category_072,Category_074,Category_075,Category_076,Category_077,Category_092,Category_111,Category_112,Category_121,Category_122,Category_123,Category_124,Category_131,Category_141,Category_142,Category_143,Category_152,Category_176,Category_190,Category_195,Category_204,Category_205,Category_206,Category_207,Category_208,Category_209,Category_210,Category_211,Category_212,Category_213,Category_214,Category_216,Category_217,Category_218,Category_219,Category_220,Category_221,Category_222,Category_223,Category_224,Category_225,Category_226,Category_227,Category_229,Category_230,Category_231,Category_232,Category_233,Category_234,Category_235,Category_236,Category_237,Category_238,Category_239,Category_240,Category_241,Category_242,Category_243,Category_244,Category_245,Category_246,Category_247,Category_248,Category_249,Category_250,Category_254,Corn_all,Cotton_all,Sorghum_all,Soybeans_all,Barley_all,Wheat_Durum_all,Wheat_Winter_all,Oats_all,Canteloupe_all,Lettuce_all
NC,37135,2852,0,0,2,2412,0,0,24,0,0,0,10,0,0,582,0,1098,22,62,4,0,0,0,0,0,0,0,7293,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,372,0,0,0,0,0,0,0,0,0,0,0,0,1919,0,23489,6267,2239,578,10,125307,28159,3415,1229,48872,214,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,58,0,0,18,0,0,0,0,0,0,0,0,0,0,48,2927,0,2,3576,116,0,1697,80,0,0
NC,37137,19235,730,0,305,13578,1,21,22,2,0,0,0,0,0,54,0,9875,1,0,0,0,0,0,0,0,0,0,2,0,0,0,9,62,0,0,0,5,48,0,7,0,0,0,0,0,0,10,0,536,0,380,0,0,0,0,0,0,0,3,0,0,0,36,7235,0,6409,856,107,16,281,50,17762,115,7318,1127,111479,24021,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,19235,730,305,23454,0,0,9929,1,0,0
NC,37139,19055,2996,0,65,34848,2,87,0,16,0,0,0,0,0,1040,0,24841,1,0,0,0,0,0,0,0,0,0,7,0,0,0,6,633,0,0,0,79,76,0,4,0,0,0,0,0,0,1,0,97,0,272,0,0,0,0,0,0,0,0,0,0,0,4,2112,0,9093,2634,927,167,286,55,2692,33,1333,1155,41015,757,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,100,0,0,10,0,0,0,0,0,19055,2996,71,59689,0,0,25887,0,0,0
NC,37141,19368,216,0,33,20676,0,10,3,0,0,0,0,0,0,171,0,7254,0,3,68,0,0,0,0,0,0,0,234,0,0,0,0,0,192,0,6,16,1,0,5,0,0,0,0,0,0,0,0,859,0,13502,0,0,0,28,0,0,0,0,0,0,0,0,6422,0,14172,5443,953,101,1603,10,100909,979,70170,14096,271246,8090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15,0,0,0,3,0,171,0,0,0,0,0,0,0,0,0,19369,216,48,27933,0,0,7441,6,0,0
NC,37143,19029,11789,0,375,37450,0,593,0,5,0,0,1,0,0,478,0,15112,1,0,3,0,0,0,0,0,0,0,6,0,0,0,9,44,0,0,0,91,40,0,18,0,0,0,0,0,0,3,0,182,0,291,0,0,0,0,0,0,0,0,0,0,0,20,1784,0,5679,891,150,18,210,147,6413,130,3400,1200,53351,741,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,23,0,0,0,0,28,0,0,12,0,0,0,0,0,19029,11812,389,52562,1,0,15627,0,0,0
NC,37145,3634,0,0,8,6096,2,0,91,0,0,0,2,0,0,783,0,3705,18,24,1,0,0,0,0,0,0,0,5063,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,13,0,1060,0,0,0,1,0,0,0,0,0,0,0,0,7702,0,9457,2923,922,449,34,131126,21101,2738,1763,59647,183,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,15,0,0,2,0,0,0,0,0,0,0,0,0,0,3,3655,0,9,9806,20,0,4495,26,0,0
NC,37147,30764,14689,0,420,79360,0,2455,1894,6,0,0,0,0,0,262,0,21465,1,16,68,0,0,0,0,0,0,0,285,0,0,0,0,0,710,0,238,6,18,0,2,0,0,0,0,0,0,5,0,1287,0,17037,0,0,0,0,0,0,0,0,0,0,0,294,3197,0,22672,10015,4563,1395,344,1768,44519,818,29348,11677,114562,2802,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,5,0,0,0,0,0,0,0,0,0,30765,14689,420,100861,0,0,21728,52,0,0
NC,37149,188,2,0,2,219,0,0,0,1,0,0,0,0,0,109,0,88,18,35,0,0,0,0,0,0,0,0,1666,0,0,0,2,0,0,0,0,8,0,0,0,0,0,0,6,0,0,0,0,175,0,231,0,48,149,1,0,0,0,0,0,0,0,0,629,0,11489,1108,256,67,109,93947,14313,150,217,27426,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,190,2,2,310,3,0,198,36,0,0
NC,37151,8234,10,0,4,7643,2,0,231,0,1,0,36,0,0,329,0,3835,22,50,21,0,0,0,0,0,0,2,6685,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,885,0,0,0,0,0,0,0,0,0,0,0,0,3238,0,32504,12613,3573,1597,92,271641,19693,4151,3723,124070,142,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256,0,0,0,0,0,0,0,0,0,0,294,0,0,46,0,0,0,0,0,0,0,0,0,0,79,8784,10,4,11603,409,0,4420,96,0,0
NC,37153,4234,48,0,1,6297,0,5,32,226,1,0,22,0,0,317,0,2275,1226,13,108,0,0,0,0,0,0,0,1952,0,0,0,4,0,0,0,67,0,370,0,0,0,0,0,0,0,0,0,0,217,0,4608,0,111,0,6,0,0,0,1,0,0,0,0,4265,0,22670,6641,1926,761,1377,58319,101903,1753,8811,49655,26590,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,4236,48,1,8576,25,0,2594,14,0,0
NC,37155,57104,8809,0,2,116480,2,848,36,4,0,0,0,0,0,488,0,38376,234,54,131,0,0,0,0,0,0,0,1191,0,0,0,145,0,41,0,3,2,8,0,2,0,0,3,0,0,0,0,0,9815,0,27208,0,6,0,15,0,2,0,3,0,0,0,0,2402,0,21677,9583,2681,844,46,759,40459,323,36153,4896,226746,862,0,0,0,0,0,5,0,0,0,0,0,0,0,0,21,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,0,22,0,0,0,0,0,0,0,0,1,57104,8809,2,154996,1,0,38864,193,5,0
NC,37157,3094,8,0,47,3823,113,0,120,6,0,0,70,0,0,898,0,1515,28,114,1,0,0,0,0,0,0,6,5063,0,0,0,0,0,9,0,0,2,0,0,0,0,0,0,0,0,0,0,0,6,0,783,0,1,0,0,0,0,0,0,0,0,0,0,4144,0,23561,10073,2692,1200,6,190417,24616,703,1714,90598,752,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,69,0,0,4,0,0,0,0,0,0,0,0,0,0,4,3262,8,47,5346,143,0,2512,118,0,0
NC,37159,10562,213,0,4,11789,0,0,20,0,0,0,25,0,0,175,8,8367,51,24,2,0,0,0,0,0,0,6,5337,0,0,0,0,0,30,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1495,0,1,5,0,0,0,0,0,0,0,0,0,8007,0,28122,11275,3113,1285,4,128088,26941,251,551,88093,334,7,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,2,0,0,0,0,0,0,0,0,50,68,0,0,9,0,0,0,0,0,0,0,0,0,0,903,10749,213,54,21068,996,0,8709,35,3,0
NC,37161,294,82,0,1,916,0,0,0,3,0,0,1,0,0,107,0,487,15,43,0,0,0,0,0,0,0,7,4832,0,0,0,3,0,2,0,0,27,0,0,0,0,0,1,68,0,0,0,0,116,0,2221,0,12,12,2,0,0,0,0,0,0,0,0,1657,0,24368,4976,1389,779,373,204240,33837,378,931,79757,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,10,0,0,0,0,0,0,0,0,0,0,11,297,82,2,1424,13,0,597,53,0,0
NC,37163,49985,19153,0,13,83986,3,2929,861,3,0,0,0,0,0,330,0,28879,95,248,1451,0,0,0,0,0,0,0,21118,0,0,0,2,0,58,0,3572,24,227,0,215,0,0,2,0,0,0,0,0,11851,0,8599,0,1,0,31,0,0,0,32,0,0,0,0,2314,0,24491,6499,1033,255,690,1305,81478,5506,79755,19969,146003,2565,0,0,0,0,0,71,0,0,0,0,0,23,0,0,1,0,0,4,0,0,9,61,0,0,0,0,0,0,0,0,3,0,0,0,106,0,491,2,0,0,0,0,0,0,0,30,50055,19153,16,113001,30,0,29221,415,71,0
NC,37165,7554,3587,0,0,20479,1,456,8,4,0,0,6,0,0,37,0,4860,98,12,18,0,0,0,0,0,0,0,371,0,0,0,12,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,816,0,14704,0,4,0,0,0,0,0,0,0,0,0,0,1277,0,10259,4234,1290,318,272,4914,52152,272,7836,17749,51533,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,7554,3587,0,25347,6,0,4897,20,0,0
NC,37167,13891,5005,0,4,11106,2,0,1,0,74,0,12,0,0,55,2,12760,9,25,1,0,0,0,0,0,0,31,4362,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,1007,0,0,0,0,0,0,0,0,0,0,0,0,6246,0,17530,3384,1218,576,16,94497,22638,684,486,62224,176,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,51,36,0,0,0,0,0,0,0,0,0,54,0,0,146,0,0,0,0,0,0,0,0,0,0,302,14032,5005,4,24314,368,0,12866,207,0,0
NC,37169,2667,18,0,1,2208,0,0,176,0,1,0,2,0,0,99,0,265,6,23,1,0,0,0,0,0,0,7,2856,0,0,0,0,0,37,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,942,0,0,5,1,0,0,0,0,0,0,0,0,3067,0,17778,1862,457,219,1,174427,20152,574,1492,62248,126,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2679,18,1,2478,8,0,375,23,1,0
NC,37171,10129,0,0,0,3836,0,0,845,0,0,0,4,0,0,92,0,1818,1,0,0,0,0,0,0,0,0,11,8464,0,0,0,0,0,40,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,1868,0,0,0,20,0,0,0,0,0,0,0,0,913,0,27831,6476,1782,559,19,181054,15339,2680,1791,77772,1,3,0,2,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,1,0,0,0,0,0,0,0,0,1,14,0,0,0,0,0,16,0,0,0,0,0,0,0,680,10174,0,1,6334,698,0,1941,1,79,0
NC,37173,56,0,0,2,6,0,0,0,22,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,546,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,7,0,0,0,0,36,0,39,0,0,3,0,0,0,0,0,0,0,0,0,7000,0,9481,1051,189,99,22,304984,16625,860,446,4437,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,9,56,0,2,16,9,0,1,0,0,0
NC,37175,497,0,0,0,56,0,0,0,26,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1274,0,0,0,1,0,347,0,0,2,0,0,0,0,0,0,16,0,0,0,0,976,0,38,0,0,3,0,26,0,0,0,0,0,0,0,1296,0,16208,1716,498,244,10,196485,10222,664,435,12491,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15,0,0,0,5,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,4,0,0,0,0,0,0,0,0,518,0,0,56,20,0,6,0,0,0
NC,37177,31855,1851,0,2,14548,0,2,0,0,0,0,0,0,0,6,0,18770,1,1,0,0,0,0,0,0,0,0,1,0,0,0,3,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,135,0,0,0,0,0,0,0,0,0,0,0,39,7479,0,4982,627,51,2,83,8,1287,9,1386,1049,163278,7662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,31855,1851,2,33318,0,0,18776,1,0,0
NC,37179,31312,726,0,1,25422,3,0,3,0,1,0,21,0,0,471,3,40352,32,24,1,0,0,0,0,0,0,25,1594,0,0,0,0,0,18,0,0,9,0,0,0,0,0,0,0,0,0,0,0,3,0,3018,0,1,4,0,0,0,0,0,0,0,0,0,1841,0,30411,13707,3867,1760,312,137043,24265,678,147,91807,146,9,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,39,0,0,20,2,0,0,0,0,0,0,0,0,0,2,0,0,92,0,0,0,0,0,0,0,0,0,0,114,31336,726,1,65980,137,0,40843,118,3,0
NC,37181,342,25,0,5,5994,0,0,2,0,0,0,0,0,0,652,0,1178,51,14,6,0,0,0,0,0,0,0,1802,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,8,0,2185,0,0,0,0,0,0,0,0,0,0,0,0,9302,0,12447,3716,1327,674,57,62044,27760,5586,784,35707,905,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,5,366,25,5,7235,5,0,1854,72,0,0
NC,37183,1774,155,0,29,18763,0,12,166,16,1,0,0,0,0,192,0,2607,27,67,53,0,0,0,0,0,0,1,3872,0,0,0,0,0,19,0,398,1,41,0,71,0,0,1,0,0,0,0,0,142,0,1810,0,4,0,0,0,0,0,0,0,0,0,0,14574,0,107937,50070,22870,5220,507,124666,86223,12825,1618,83489,8011,206,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,8,0,0,0,0,0,0,0,1,0,0,88,0,0,0,0,0,0,0,0,0,0,6,1786,155,29,21464,7,0,2810,155,3,0
NC,37185,357,438,0,59,7284,0,8,13,2,0,0,0,0,0,150,0,1639,4,34,42,0,0,0,0,0,0,8,4455,0,0,0,0,0,0,0,2,4,9,0,11,0,0,0,0,0,0,0,3,618,0,4897,0,0,0,0,0,0,0,0,0,0,0,0,9391,0,14017,1772,218,26,89,103989,78372,5719,2546,40457,7229,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,28,0,1,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,8,392,438,59,8988,8,0,1796,119,0,0
NC,37187,41002,10724,0,275,22579,0,597,56,19,0,0,0,0,0,229,0,22462,0,0,0,0,0,0,0,0,0,0,5,0,0,0,27,70,5,0,0,3,205,0,0,0,0,0,0,0,0,18,0,840,0,1786,0,0,0,0,0,0,0,0,0,0,0,673,18585,0,7794,1281,235,18,85,81,13200,187,7069,2239,85515,3533,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,6,0,0,1,0,0,3,0,0,0,0,0,41002,10724,351,45047,0,0,22767,6,0,0
NC,37189,93,5,0,0,11,0,0,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,1044,0,0,0,0,3,1,0,0,2,0,0,0,0,0,0,27,0,0,0,5,2,0,6,0,0,0,0,72,0,0,0,0,0,0,0,122,0,16482,1638,852,316,81,150327,1951,248,717,25944,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,5,0,16,0,0,5,0,0,0
NC,37191,32787,11082,0,57,56962,2,2432,2810,1,0,0,0,0,0,215,0,32456,22,17,417,0,0,0,0,0,0,0,6844,0,0,0,0,0,158,0,1425,3,42,0,40,0,0,2,0,0,0,0,0,1968,0,4719,0,0,0,2,0,0,0,0,0,0,0,0,3593,0,20785,8312,3285,1092,245,4797,30523,3030,19812,27963,76587,1683,0,3,0,0,0,0,0,0,0,0,0,8,0,0,3,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,1,0,3,0,17,0,3,0,0,0,0,0,0,0,0,0,32799,11085,58,89435,0,0,32687,34,0,0
NC,37193,4775,1,0,0,1300,0,0,260,0,0,0,30,0,0,58,0,618,1,1,0,0,0,0,0,0,0,20,5237,0,0,0,0,0,40,0,0,7,0,0,0,0,0,0,6,0,0,0,1,0,0,524,0,0,3,2,5,0,0,0,0,0,0,0,1771,0,22370,4717,1334,432,27,333834,16813,4147,2542,84874,4,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,19,0,0,0,0,0,0,0,0,4,230,0,0,0,0,0,0,0,0,0,0,0,0,0,82,5112,1,4,2000,342,0,768,20,10,0
NC,37195,12234,14346,0,55,42606,4,1796,2200,0,0,0,0,0,0,52,0,9040,9,8,201,0,0,0,0,0,0,0,2022,0,0,0,0,0,88,0,3188,6,227,0,111,0,0,2,0,0,0,0,0,1927,0,1561,0,0,0,0,0,0,0,0,0,0,0,0,3961,0,14693,7833,2647,857,294,12300,25511,1240,8344,23071,46791,975,0,3,0,0,0,0,0,0,0,0,0,30,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,12240,14346,55,51650,0,0,9098,12,0,0
NC,37197,10831,0,0,8,9479,0,0,400,0,0,0,36,0,0,235,2,5478,13,7,2,0,0,0,0,0,0,10,3895,0,0,0,0,0,165,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,1246,0,0,0,1,0,0,0,0,0,0,0,0,1107,0,15177,3076,571,213,0,91501,7096,203,955,63196,4,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,306,1,0,0,0,0,0,0,0,0,2,190,0,0,2,0,0,0,0,0,0,0,0,0,0,573,11328,0,10,15532,799,0,6021,10,3,0
NC,37199,134,0,0,0,4,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,499,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,2,0,0,0,0,0,0,0,233,0,10457,617,198,39,12,165785,4456,411,298,17223,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,0,0,4,1,0,1,0,0,0
ND,38001,8215,0,0,50,43,19467,0,0,0,0,0,7989,11020,155091,12884,0,0,1,2101,436,0,3871,959,497,0,51,6396,33977,19,467,0,139,2,0,0,0,0,0,0,0,0,18,1543,0,0,0,0,28,0,0,3267,0,0,0,0,0,0,0,0,0,0,0,0,1525,0,20062,1460,141,25,26,672,29,4,70,336650,3525,124,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8215,0,50,43,7989,11020,12884,2101,0,0
ND,38003,108589,0,0,0,334997,6620,0,0,0,0,0,788,14,115478,1363,0,0,18,46,14,0,85,0,0,0,0,5307,961,0,0,21,2351,34,0,0,0,0,0,0,0,0,0,2,0,0,0,0,192,2,0,11664,0,0,0,0,0,0,0,0,0,0,0,0,30681,0,39294,2948,723,104,24,8898,225,27,0,230027,2762,64180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108589,0,0,334997,788,14,1363,46,0,0
ND,38005,30089,0,0,28,86959,6537,0,0,0,0,0,25277,216,137000,18654,0,0,5,1023,161,0,11322,1584,0,0,4,6226,10680,0,4,0,30062,518,0,0,0,0,0,0,0,0,0,790,0,0,0,0,6,1841,0,70081,0,0,0,0,0,0,0,0,0,0,0,0,87572,0,35057,2177,224,26,30,5139,59,0,2,279954,8299,63512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30089,0,28,86959,25277,216,18654,1023,0,0
ND,38007,1383,0,0,37,1,2333,0,0,0,0,0,3284,3603,30198,2774,0,0,2,2654,129,0,305,217,294,0,6,6626,24857,1,12,0,23,0,0,0,0,0,0,0,0,0,144,664,0,0,0,0,8,0,0,1565,0,0,0,0,0,0,0,0,0,0,0,0,2349,0,10736,1786,101,5,12090,46787,16873,2153,29696,529759,4450,266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1383,0,37,1,3284,3603,2774,2654,0,0
ND,38009,3904,0,0,34,4212,106232,0,0,0,0,0,107238,10173,280124,20827,0,0,161,1130,126,0,43901,15941,4,0,289,7205,9518,1,383,0,721,7,0,0,0,0,0,0,0,0,1,27241,0,0,0,0,3,6,0,13584,0,0,0,0,0,0,0,0,0,0,0,0,21941,0,46027,3037,279,67,81,53953,27,0,4,269251,1844,36822,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3904,0,34,4212,107238,10173,20827,1130,0,0
ND,38011,8310,0,0,196,42,3518,0,0,0,0,0,14578,23981,111570,1380,0,0,0,1650,650,0,846,1524,1637,0,7,15705,41102,0,6,0,42,0,0,0,0,0,0,0,0,0,595,6327,0,0,0,0,5,0,0,8610,0,0,0,0,0,0,0,0,0,0,0,0,3342,0,20839,2238,211,42,262,239,621,6,18751,455153,2320,543,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8310,0,196,42,14578,23981,1380,1650,0,0
ND,38013,813,0,0,9,129,3409,0,0,1,0,0,24626,112327,117063,2788,0,0,2,1239,45,0,30798,13252,33,0,651,2716,7348,0,2,18,49,3,0,0,0,0,0,0,0,0,1444,32169,0,0,0,0,67,1,0,8896,0,0,0,0,0,0,0,0,0,0,0,0,15272,0,26256,3987,175,16,620,4100,19,13,259,294023,1005,16897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,813,0,9,129,24626,112327,2788,1239,0,0
ND,38015,27144,0,0,650,7743,32102,0,0,0,0,0,10281,3152,123388,16711,3,0,19,5045,421,0,2899,10122,6,0,8,16974,30756,0,1140,0,1746,46,0,0,0,0,0,0,0,0,3,8074,0,0,0,0,143,2,0,2605,0,0,0,0,0,0,0,0,0,0,0,0,41508,0,42978,7973,3654,996,307,2373,2,0,5,630410,10264,25791,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27144,0,650,7743,10281,3152,16711,5045,0,0
ND,38017,193167,0,0,0,570177,8643,0,0,0,0,0,1525,1,98499,1178,0,0,0,23,13,0,3,2,0,0,0,5389,384,0,0,15651,5853,302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,38207,0,0,0,0,0,0,0,0,0,0,0,0,9165,0,56640,18000,8207,3532,52,8939,42,12,0,55003,11371,21453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193167,0,0,570177,1525,1,1178,23,0,0
ND,38019,589,0,0,0,26031,7501,0,0,0,0,0,20399,2391,310797,11198,0,0,1,21,0,0,144278,1966,0,0,6,677,292,0,0,100,21619,185,0,0,0,0,0,0,0,0,0,1317,0,0,0,0,1,3,0,182939,0,0,0,0,0,0,0,0,0,0,0,0,5782,0,36721,2786,461,93,1,34647,401,7,0,98268,4346,50430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,589,0,0,26031,20399,2391,11198,21,0,0
ND,38021,109232,0,0,0,132744,982,0,0,0,0,0,519,0,24271,3307,0,0,5,143,138,0,8,10,0,0,0,10273,4007,0,21,52,1833,1289,0,0,0,0,0,0,0,0,0,50,0,0,0,0,1,0,0,13350,0,0,0,0,0,0,0,0,0,0,0,0,21838,0,26357,1145,335,121,60,7311,27,2,98,328305,367,42455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,109232,0,0,132744,519,0,3307,143,0,0
ND,38023,2441,0,0,8,20,508,0,0,7,0,0,2157,288410,7948,6295,68,0,14,727,52,0,3667,5424,123,0,193,8894,16186,7,7,16,638,13,0,0,0,0,0,0,0,0,46729,59848,0,0,0,0,0,3,0,19187,0,0,0,0,0,0,0,0,0,0,0,0,25791,0,29813,2675,181,2,775,755,32,9,1219,271606,665,24945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2441,0,8,20,2157,288410,6295,727,0,0
