StPostal,Fips,Category_001,Category_002,Category_003,Category_004,Category_005,Category_006,Category_010,Category_011,Category_012,Category_013,Category_014,Category_021,Category_022,Category_023,Category_024,Category_025,Category_026,Category_027,Category_028,Category_029,Category_030,Category_031,Category_032,Category_033,Category_034,Category_035,Category_036,Category_037,Category_038,Category_039,Category_041,Category_042,Category_043,Category_044,Category_045,Category_046,Category_047,Category_048,Category_049,Category_050,Category_051,Category_052,Category_053,Category_054,Category_055,Category_056,Category_057,Category_058,Category_059,Category_060,Category_061,Category_066,Category_067,Category_068,Category_069,Category_070,Category_071,Category_072,Category_074,Category_075,Category_076,Category_077,Category_092,Category_111,Category_112,Category_121,Category_122,Category_123,Category_124,Category_131,Category_141,Category_142,Category_143,Category_152,Category_176,Category_190,Category_195,Category_204,Category_205,Category_206,Category_207,Category_208,Category_209,Category_210,Category_211,Category_212,Category_213,Category_214,Category_216,Category_217,Category_218,Category_219,Category_220,Category_221,Category_222,Category_223,Category_224,Category_225,Category_226,Category_227,Category_229,Category_230,Category_231,Category_232,Category_233,Category_234,Category_235,Category_236,Category_237,Category_238,Category_239,Category_240,Category_241,Category_242,Category_243,Category_244,Category_245,Category_246,Category_247,Category_248,Category_249,Category_250,Category_254,Corn_all,Cotton_all,Sorghum_all,Soybeans_all,Barley_all,Wheat_Durum_all,Wheat_Winter_all,Oats_all,Canteloupe_all,Lettuce_all
NE,31095,405445,0,0,22629,390690,18,0,0,0,16,0,0,0,0,61474,0,59,0,567,2,0,0,0,0,0,0,22336,3394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,1,186,0,0,0,0,0,0,0,0,0,0,0,0,12045,0,57357,12570,2205,630,595,97624,8,24,3,563388,2158,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,405445,0,22646,390749,0,0,61550,567,0,0
NE,31097,208759,0,0,3935,179848,0,0,0,0,60,0,1,0,0,17286,0,18,3,163,0,0,0,0,0,0,0,8247,4116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,35,0,147,0,0,0,0,0,0,0,0,0,0,0,0,7084,0,38486,6532,704,192,12,104271,148,29,3,502439,1863,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208759,0,3935,179866,1,0,17304,163,0,0
NE,31099,730236,0,0,1805,377802,0,0,0,0,1252,0,0,0,3,31342,0,5,91,949,17,0,0,0,0,0,0,13667,748,0,0,0,0,2252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,3171,0,0,0,0,0,0,0,0,0,0,0,0,1294,0,51045,11228,1586,432,415,2144,3,0,7,237651,15690,192,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,730238,0,2048,377807,0,0,31592,949,0,0
NE,31101,454833,0,0,1364,49134,3671,0,0,0,15713,0,0,0,8,195771,0,0,166,262,3538,0,0,0,0,0,0,24826,600,0,0,2772,1863,1261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,267,0,163802,0,0,0,0,0,0,0,0,0,0,0,0,104861,0,68968,10893,2144,448,1044,2733,749,41,64,2006410,58751,16667,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,454833,0,1364,49134,0,0,195771,262,0,0
NE,31103,72539,0,0,3880,13380,278,0,0,0,6167,0,0,0,2,1533,0,0,200,4093,997,0,0,0,0,0,0,42764,51263,0,0,0,4750,10,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,6,0,1058,0,0,0,0,0,0,0,0,0,0,0,0,13939,0,60414,1245,133,45,24,79433,73692,23175,2,1698939,45092,28985,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72539,0,3880,13380,0,0,1533,4093,0,0
NE,31105,65147,0,0,9714,3,13326,0,0,0,0,0,1,0,89,218797,2,0,28,3304,50254,0,0,0,0,0,0,29837,3025,0,0,8604,9433,512,0,0,0,0,0,0,0,0,0,0,0,0,0,24,5,0,0,319256,0,0,0,0,0,0,0,0,0,0,0,0,726,0,86649,5486,1078,258,1320,268,454,1,57,1909759,901,1251,0,956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65147,0,9719,3,1,0,218802,3304,0,0
NE,31107,581226,0,0,1873,289322,9,0,0,0,117,0,201,0,235,24459,34,0,1515,27855,695,0,0,0,0,0,0,189240,12790,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2864,0,0,0,0,0,0,0,0,0,0,0,0,98455,0,113538,11472,1379,339,587,216359,10358,0,127,1625742,38628,30095,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,581228,0,1873,289322,201,0,24461,27855,0,0
NE,31109,576355,0,0,3637,512545,8,0,0,0,453,0,2,0,4,30134,0,10,2,684,19,0,0,0,0,0,0,20463,7968,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,131,0,236,0,0,0,0,0,0,0,0,0,0,0,0,32427,0,116429,126760,62977,25828,813,127479,36,139,15,786794,3388,108,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,576355,0,3637,512555,2,0,30144,684,3,0
NE,31111,952441,0,0,14401,177663,600,0,0,0,2690,0,0,0,0,98559,0,0,529,1789,1567,0,0,0,0,0,0,102758,2080,0,0,0,676,413,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,58135,0,0,0,0,0,0,0,0,0,0,0,0,49645,0,169763,35006,7851,3987,577,7149,11925,35259,2252,5487775,163755,21114,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,952441,0,14430,177663,0,0,98588,1789,0,0
NE,31113,98609,0,0,1567,20434,3,0,0,0,106,0,0,0,6,6321,0,0,75,1849,205,0,0,0,0,0,0,14522,563,0,0,0,37,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,1728,0,0,0,0,0,0,0,0,0,0,0,0,1816,0,14644,1417,95,16,150,548,489,1571,3,1439616,4302,32886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98609,0,1574,20434,0,0,6328,1849,0,0
NE,31115,35292,0,0,7030,9729,0,0,0,0,18,0,0,0,0,3353,0,0,35,443,492,0,0,0,0,0,0,15607,8182,0,0,0,1,8,0,0,0,0,0,0,0,0,0,93,0,0,0,0,0,2,0,936,0,0,0,0,0,0,0,0,0,0,0,0,26093,0,26648,2968,149,7,140,5509,149,1209,16,1484756,12944,1446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35292,0,7030,9729,0,0,3353,443,0,0
NE,31117,24169,0,0,678,291,9,0,0,0,591,0,0,0,0,1294,0,0,631,1180,635,0,0,0,0,0,0,9865,264,0,0,1,497,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,233,0,0,0,0,0,0,0,0,0,0,0,0,7482,0,4352,411,20,2,239,90,630,43,0,2396511,1590,23146,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24169,0,678,291,0,0,1294,1180,0,0
NE,31119,600464,0,0,275,488295,0,0,0,0,443,0,1,0,1,3866,0,0,488,923,0,0,0,0,0,0,0,47486,3871,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1966,0,0,0,0,0,0,0,0,0,0,0,0,9215,0,66754,25638,8318,4084,333,37616,0,0,0,338779,15831,141,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,600464,0,275,488295,1,0,3866,923,0,0
NE,31121,603972,0,0,555,246972,1,0,0,7,2966,0,0,0,3,8071,0,15,45,677,8,0,0,0,0,0,0,13537,3246,0,0,0,0,1084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1228,0,0,0,0,0,0,0,0,0,0,0,0,14997,0,52108,19493,1846,568,221,12938,10,0,31,374962,59082,4557,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,603973,0,555,246987,0,0,8087,677,0,0
NE,31123,291552,0,0,4268,14,4165,0,0,0,0,0,2,0,87,97659,18,0,865,1742,10846,0,0,0,0,0,0,89577,7939,0,0,24160,65674,1580,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,80569,0,0,0,0,0,0,0,0,0,0,0,0,21752,0,87288,13410,2099,214,159,2435,13240,9,372,3213351,35577,38466,0,5530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,291552,0,4268,14,2,0,97659,1742,0,0
NE,31125,371878,0,0,855,196991,1,0,0,0,11,0,2,0,3,12500,0,20,67,813,25,0,0,0,0,0,0,29463,2009,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1131,0,0,0,0,0,0,0,0,0,0,0,0,18781,0,43325,8360,526,189,1919,38063,83,1,9,490446,70750,1158,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,371878,0,855,197011,2,0,12520,813,0,0
NE,31127,369745,0,0,238,339776,1,0,0,0,143,0,0,0,0,14616,0,163,0,236,0,0,0,0,0,0,0,5606,2900,0,0,0,0,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,28,49,0,1424,0,0,0,0,0,0,0,0,0,0,0,0,13060,0,46147,8643,1260,481,21,112533,110,14,2,234332,26722,7075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,369745,0,238,339939,0,0,14779,236,0,0
NE,31129,449672,0,0,23386,274935,57,0,0,0,17,0,1,0,0,146495,0,38,16,457,0,0,0,0,0,0,0,21732,1240,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,1542,0,0,0,1,0,0,0,0,0,0,0,0,5877,0,62803,8117,1278,455,133,45152,1,0,0,607611,6181,145,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,449758,0,23386,274973,1,0,146619,457,0,0
NE,31131,522963,0,0,682,548987,0,0,0,0,45,0,0,0,0,20975,0,30,1,327,0,0,0,0,0,0,0,17003,3029,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,11,31,0,1292,0,0,0,0,0,0,0,0,0,0,0,0,18044,0,68328,22384,4481,1113,204,124941,34,27,3,406646,17420,2589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,522963,0,682,549017,0,0,21005,327,0,0
NE,31133,171001,0,0,2797,183767,0,0,0,0,0,0,0,0,0,28079,0,54,0,98,0,0,0,0,0,0,0,8510,10358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,115,0,134,0,0,0,0,0,0,0,0,0,0,0,0,9921,0,42716,4902,504,113,84,138380,893,26,10,640625,2093,70,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171001,0,2797,183821,0,0,28133,98,0,0
NE,31135,794901,0,0,10924,49364,16963,0,0,0,4829,0,0,0,4,480161,0,0,823,207,37013,0,0,0,0,0,0,5938,1717,0,0,529,3324,279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,393029,0,0,0,0,0,0,0,0,0,0,0,0,367,0,73447,2134,455,193,67,1793,0,4,37,663593,1888,338,0,367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,794901,0,10927,49364,0,0,480164,207,0,0
NE,31137,764074,0,0,2870,394346,1669,0,0,0,9,0,0,0,0,14825,0,0,3,101,1,0,0,0,0,0,0,21047,255,0,0,0,3,1020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5157,0,0,0,0,0,0,0,0,0,0,0,0,1733,0,50931,10955,2223,580,37,1485,0,0,22,252831,29117,389,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,764074,0,2870,394346,0,0,14825,101,0,0
NE,31139,611318,0,0,233,446570,0,0,0,0,45,0,21,0,56,8328,0,1,110,3367,53,0,0,0,0,0,0,39808,7610,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1047,0,0,0,0,0,0,0,0,0,0,0,0,5102,0,65530,9386,1410,288,223,27209,19,0,5,419192,8342,165,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,611319,0,234,446571,21,0,8331,3367,0,0
NE,31141,892509,0,0,294,524101,3,0,0,0,76,0,0,0,2,6451,0,3,37,629,8,0,0,0,0,0,0,35768,2332,0,0,0,0,3677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2081,0,0,0,0,0,0,0,0,0,0,0,0,28780,0,73751,26651,8615,3504,1025,32902,1,9,1,302565,36489,356,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,892512,0,294,524104,0,0,6457,629,0,0
NE,31143,607559,0,0,245,343272,0,0,0,0,14,0,0,0,2,3801,0,8,13,117,6,0,0,0,0,0,0,16151,826,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,911,0,0,0,0,0,0,0,0,0,0,0,0,5813,0,43855,7033,1070,345,73,17600,0,1,3,199694,20206,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,607560,0,245,343280,0,0,3810,117,0,0
NE,31145,345491,0,0,77607,48963,3629,0,0,0,1,0,0,0,0,245331,0,0,12,654,67,0,0,0,0,0,0,28641,443,0,0,0,4,8,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,224808,0,0,0,0,0,0,0,0,0,0,0,0,1062,0,63785,7971,1965,980,154,1669,0,19,2,966752,46040,82,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345491,0,77610,48963,0,0,245334,654,0,0
NE,31147,476338,0,0,365,420045,0,0,0,0,40,0,0,0,0,14309,0,67,0,326,0,0,0,0,0,0,0,6962,6895,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,98,553,0,1302,0,0,0,0,0,0,0,0,0,0,0,0,20505,0,58747,12286,1444,478,27,155394,161,20,2,386993,29824,7260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,476338,0,368,420112,0,0,14379,326,0,0
NE,31149,116631,0,0,2670,61421,4,0,0,0,1103,0,0,0,6,1130,0,0,166,616,678,0,0,0,0,0,0,9895,82927,0,0,0,141,56,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,387,0,0,0,0,0,0,0,0,0,0,0,0,32039,0,54013,2340,357,99,387,18957,18245,625,40,2440247,24459,42154,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116631,0,2670,61421,0,0,1130,616,0,0
NE,31151,586131,0,0,24465,434526,11,0,0,0,7,0,21,0,3,42570,0,10,0,638,0,0,0,0,0,0,0,18140,4883,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,6,209,0,0,0,0,0,0,0,0,0,0,0,0,8910,0,61356,13285,2213,895,168,86709,0,19,4,370165,2506,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,586132,0,24465,434537,21,0,42580,638,0,0
NE,31153,164246,0,0,258,151702,0,0,0,0,9,0,0,0,0,2136,0,56,0,379,0,0,0,0,0,0,0,4633,822,0,0,0,0,0,48,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19,0,387,0,0,0,0,0,0,0,0,0,0,0,0,26510,0,47530,78589,34201,10469,2085,46252,239,0,2,120730,19305,721,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164246,0,258,151758,0,0,2192,379,1,0
NE,31155,784399,0,0,1217,693173,1,0,0,0,20,0,5,0,0,8992,0,27,0,1238,1,0,0,0,0,0,0,23920,5767,0,0,0,0,0,28,0,0,0,106,0,0,0,0,0,0,0,0,0,0,109,0,129,0,0,0,0,0,0,0,0,0,0,0,0,27547,0,80886,20920,3075,790,1518,83457,16,8,1,436219,9312,259,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,784406,0,1217,693207,5,0,9019,1238,44,0
NE,31157,389547,0,0,2826,0,6800,0,0,0,0,0,1,0,36,40289,1,0,2,684,4611,0,0,0,0,0,0,169938,4760,0,0,40050,130627,42,0,0,0,0,0,0,0,0,0,0,0,0,0,226,0,0,0,16669,0,0,0,0,0,0,0,0,0,0,0,0,22628,0,93871,26381,10738,4645,2624,1468,22826,6,217,1114178,28040,10386,0,215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,389547,0,2828,0,1,0,40291,684,0,0
NE,31159,589626,0,0,7614,495118,14,0,0,0,9,0,24,0,0,8433,0,1,1,870,2,0,0,0,0,0,0,21672,6592,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,36,1,378,0,0,0,0,0,0,0,0,0,0,0,0,7336,0,61531,17060,1978,795,115,70425,2,7,1,363921,3298,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,589628,0,7614,495121,24,0,8434,870,0,0
NE,31161,137973,0,0,3916,68,18359,0,0,0,0,0,503,0,321,209056,6,0,972,2186,20154,0,0,0,0,0,0,68029,3167,0,32,6526,26770,4708,0,0,0,0,0,0,0,0,0,78,0,0,0,0,1,0,0,167598,0,0,0,0,0,0,0,0,0,0,0,0,82430,0,80149,35008,2505,389,447,2228,248756,15,402,5814610,19813,149797,0,986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137973,0,3916,68,503,0,209056,2186,0,0
NE,31163,342440,0,0,3346,99283,79,0,0,0,169,0,2,0,64,7111,0,0,65,659,15,0,0,0,0,0,0,58580,2217,0,0,0,3,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,399,0,0,0,0,0,0,0,0,0,0,0,0,23531,0,56400,14680,1282,205,11,8328,56,1,5,994873,29493,1632,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,342442,0,3346,99283,2,0,7113,659,0,0
NE,31165,80299,0,0,1099,0,2845,0,0,0,0,0,150,0,53,20896,0,0,8,2411,1893,0,0,0,0,0,0,79314,24406,0,0,1825,12092,58,0,0,0,0,0,0,0,0,0,0,0,0,0,435,0,0,0,10371,0,0,0,0,0,0,0,0,0,0,0,0,2498,0,56194,10631,858,40,28457,979,140360,1943,13282,5426313,17615,11671,0,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80300,0,1100,0,150,0,20898,2411,0,0
NE,31167,404831,0,0,159,266981,3,0,0,0,4,0,6,0,4,4895,0,5,52,1350,0,0,0,0,0,0,0,47371,1988,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,644,0,0,0,0,0,0,0,0,0,0,0,0,9114,0,45571,7774,808,671,246,43483,1,5,1,384604,19644,168,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,404831,0,159,266986,6,0,4900,1350,0,0
NE,31169,577176,0,0,22391,408704,12,0,0,0,22,0,5,0,0,82506,0,30,17,917,1,0,0,0,0,0,0,19035,2201,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,26,7,510,0,0,0,0,0,0,0,0,0,0,0,0,6164,0,62382,11104,3645,564,468,53079,1,5,1,401534,2680,83,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,577176,0,22394,408734,5,0,82539,917,0,0
NE,31171,3891,0,0,1545,53,0,0,0,0,0,0,0,0,0,108,0,0,8,315,56,0,0,0,0,0,0,4234,92,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,4129,0,10902,3046,417,50,399,549,1177,38296,2,1973855,7317,3197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3891,0,1545,53,0,0,108,315,0,0
NE,31173,427749,0,0,79,312969,2,0,0,0,0,0,3,0,18,2743,0,4,8,9721,0,0,0,0,0,0,0,35553,3176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,49,6,118,0,0,0,0,0,0,0,0,0,0,0,0,7335,0,42033,10081,694,192,9,96476,1,15,1,180193,10150,819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,427753,0,79,312977,3,0,2747,9721,0,0
NE,31175,330279,0,0,4740,112529,18,0,0,0,77,0,5,0,0,5471,0,0,70,485,22,0,0,0,0,0,0,59003,2977,0,0,0,16,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,956,0,0,0,0,0,0,0,0,0,0,0,0,14997,0,50307,10065,1420,409,123,24437,1102,337,23,992686,27729,1471,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,330279,0,4741,112529,5,0,5472,485,0,0
NE,31177,372030,0,0,599,330893,0,0,0,0,39,0,0,0,0,1401,0,2,0,652,0,0,0,0,0,0,0,36691,1457,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,11,17,1,105,0,0,0,0,0,0,0,0,0,0,0,0,13219,0,41869,19646,3366,1792,1234,68080,9,4,0,222918,15436,1283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,372030,0,599,330895,0,0,1403,652,0,0
NE,31179,546399,0,0,84,397270,5,0,0,0,2,0,6,0,6,1140,0,3,16,4275,10,0,0,0,0,0,0,51117,1369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,155,0,0,0,0,0,0,0,0,0,0,0,0,831,0,47064,8032,1376,509,62,15060,0,1,0,198772,2595,54,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,546408,0,84,397273,6,0,1152,4275,0,0
NE,31181,349661,0,0,11890,234700,1,0,0,0,1164,0,0,0,1,100946,0,117,34,1043,12,0,0,0,0,0,0,26988,2880,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,7835,0,0,0,6,0,0,0,0,0,0,0,0,5667,0,61864,8793,651,235,249,28666,19,0,6,791116,19478,247,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,349690,0,12137,234817,0,0,101339,1043,0,0
NE,31183,178234,0,0,2065,58759,1,0,0,0,1942,0,0,0,357,2676,0,0,1477,1126,150,0,0,0,0,0,0,16584,56228,0,0,0,7,12,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2915,0,0,0,0,0,0,0,0,0,0,0,0,3019,0,38441,2537,236,22,317,8717,105,0,197,1256189,20956,3095,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178234,0,2065,58759,0,0,2676,1126,0,0
