StPostal,Fips,Category_001,Category_002,Category_003,Category_004,Category_005,Category_006,Category_010,Category_011,Category_012,Category_013,Category_014,Category_021,Category_022,Category_023,Category_024,Category_025,Category_026,Category_027,Category_028,Category_029,Category_030,Category_031,Category_032,Category_033,Category_034,Category_035,Category_036,Category_037,Category_038,Category_041,Category_042,Category_043,Category_044,Category_045,Category_046,Category_047,Category_048,Category_049,Category_050,Category_052,Category_053,Category_054,Category_055,Category_056,Category_057,Category_058,Category_059,Category_060,Category_061,Category_063,Category_066,Category_067,Category_068,Category_069,Category_070,Category_071,Category_072,Category_074,Category_075,Category_076,Category_077,Category_087,Category_092,Category_111,Category_112,Category_121,Category_122,Category_123,Category_124,Category_131,Category_141,Category_142,Category_143,Category_152,Category_176,Category_190,Category_195,Category_204,Category_205,Category_206,Category_207,Category_208,Category_209,Category_210,Category_211,Category_212,Category_213,Category_214,Category_216,Category_217,Category_218,Category_219,Category_220,Category_221,Category_222,Category_223,Category_224,Category_225,Category_226,Category_227,Category_229,Category_230,Category_231,Category_232,Category_234,Category_235,Category_236,Category_237,Category_238,Category_239,Category_240,Category_241,Category_242,Category_243,Category_244,Category_245,Category_246,Category_247,Category_248,Category_249,Category_250,Category_254,Corn_all,Cotton_all,Sorghum_all,Soybeans_all,Barley_all,Wheat_Durum_all,Wheat_Winter_all,Oats_all,Canteloupe_all,Lettuce_all
LA,22125,1728,326,861,140,2732,1,0,0,0,0,0,0,0,0,144,0,2291,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,52,0,0,0,0,0,0,0,0,0,0,0,0,0,2620,0,0,0,0,0,0,0,0,1,0,0,0,0,349,13277,0,6125,1480,477,129,1061,70879,12043,22550,16814,33791,78272,4479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1729,326,140,5023,0,0,2436,0,0,0
LA,22127,2,0,7,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,77,0,0,7,0,0,0,0,0,0,0,0,0,0,6,5830,0,15994,6618,578,181,16,5845,371290,10217,96089,7641,91302,720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,1,0,0,0
ME,23001,2537,0,0,0,1,0,0,0,56,0,0,8,0,0,0,0,0,20,246,0,0,0,0,0,0,0,68,32697,0,0,1,605,5,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,204,0,0,0,57,0,2,0,0,0,0,0,0,0,0,16246,0,17270,10744,4705,1927,891,38844,46044,116883,5796,1668,17261,2908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,483,0,0,0,0,0,0,0,0,0,2537,0,0,1,8,0,0,246,0,0
ME,23003,371,0,0,0,159,0,0,0,1,0,0,15297,0,1074,0,0,0,19822,33363,34,0,1063,0,0,0,0,428,81851,0,0,0,65987,13,0,0,0,0,0,0,0,18,0,0,0,0,6652,0,0,298,0,0,0,0,0,14,0,0,0,0,0,0,0,0,95791,0,34221,16278,4509,2238,4877,647458,933181,1627293,305321,112000,345687,8212,0,0,0,0,0,0,0,0,0,0,5048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1148,0,0,0,0,0,0,0,0,0,371,0,0,159,15297,0,0,33363,0,0
ME,23005,1270,0,0,0,0,0,0,0,140,0,0,4,0,0,8,0,0,83,33,0,0,0,0,0,0,0,585,35984,0,0,1,238,11,0,0,0,0,0,0,0,0,0,0,0,0,2,10,0,346,0,0,0,76,0,0,0,0,0,0,0,0,0,0,55046,0,45921,26196,9359,4862,2330,65431,97367,191965,13097,1433,26420,10174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,115,0,0,0,0,0,0,0,0,0,0,0,237,0,0,0,0,0,0,0,152,0,1270,0,0,0,4,0,8,33,0,0
ME,23007,861,0,0,0,45,0,0,0,14,0,0,4,0,0,0,0,0,2,365,0,0,0,0,0,0,0,26,17425,0,0,0,125,14,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,68,0,0,0,2,0,0,0,0,0,0,0,0,0,0,28732,0,16349,6777,1794,326,1693,344442,293572,304813,58002,2242,36417,2139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,861,0,0,45,4,0,0,365,0,0
ME,23009,82,0,0,0,1,0,0,0,0,0,0,34,0,17,0,0,0,50,83,0,0,0,0,0,0,0,0,6029,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,255,0,0,0,16,0,68,0,0,0,0,0,0,0,0,78454,0,20104,15516,4379,1118,3025,117309,352275,337553,32650,2635,72840,13691,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24346,0,0,0,0,0,0,0,0,0,82,0,0,1,34,0,0,83,0,0
ME,23011,5489,0,0,0,7,0,0,0,7,0,0,24,0,2,0,0,0,24,86,0,0,0,0,0,0,0,133,62056,0,0,1,331,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,501,0,0,0,37,0,23,0,0,0,0,0,0,0,0,53575,0,24681,15777,5003,1781,653,104882,58555,227369,5319,3863,31612,6588,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,354,0,0,0,0,0,0,0,0,0,5489,0,0,7,24,0,0,86,0,0
ME,23013,503,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,8,14,0,0,0,0,0,0,0,19,12873,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,138,0,0,0,4,0,1,0,0,0,0,0,0,0,0,8713,0,11460,7165,1683,506,824,54807,43258,58695,7162,1424,14362,6034,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4233,0,0,0,0,0,0,0,0,0,503,0,0,0,3,0,0,14,0,0
ME,23015,728,0,0,0,1,0,0,0,11,0,0,2,0,0,0,0,0,8,16,0,0,0,0,0,0,0,42,15781,0,0,4,112,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,78,0,0,0,8,0,3,0,0,0,0,0,0,0,0,25489,0,14651,3760,780,157,1051,48177,62591,116417,4181,1253,13993,8031,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,13,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,947,0,0,0,0,0,0,0,0,0,728,0,0,1,2,0,0,16,0,0
ME,23017,3023,0,0,0,1,0,0,0,83,0,0,5,0,0,0,0,0,158,441,0,0,0,0,0,0,0,128,27734,0,0,0,2043,247,0,0,0,0,0,0,0,0,0,0,0,0,22,700,0,324,0,0,0,87,0,58,0,0,0,0,0,0,0,0,58370,0,27292,10234,2653,581,1742,420133,288084,459077,32081,3019,47115,6530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,3023,0,0,1,5,0,0,441,0,0
ME,23019,10440,0,0,0,3,0,0,0,1,0,0,121,0,8,0,0,0,191,369,0,0,5,0,0,0,0,488,62426,0,0,0,1987,1,0,0,0,0,0,0,0,0,0,0,0,0,74,1,0,379,0,0,0,21,0,85,0,0,0,0,0,0,0,0,99591,0,39198,22670,9089,3956,1675,294842,522399,869518,87808,10116,207961,24951,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5452,0,0,0,0,0,0,0,0,0,10440,0,0,3,121,0,0,369,0,0
ME,23021,1775,0,0,0,2,0,0,0,2,0,0,23,0,0,0,0,0,121,228,0,0,0,0,0,0,0,58,21344,0,0,0,399,4,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,960,0,0,0,16,0,86,0,0,0,0,0,0,0,0,251161,0,14801,3883,944,272,10187,420445,693587,997625,242791,2941,127552,9628,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,531,0,0,0,0,0,0,0,0,0,1775,0,0,2,23,0,0,228,0,0
ME,23023,348,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,4,8,0,0,0,0,0,0,0,40,9853,0,0,0,124,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,47,0,0,0,6,0,0,0,0,0,0,0,0,0,0,19204,0,9900,3727,1039,285,831,19110,35728,63014,2776,1448,7209,9362,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,145,0,0,0,0,0,0,0,0,0,348,0,0,0,1,0,0,8,0,0
ME,23025,7809,0,0,0,33,0,0,0,7,0,0,19,0,2,0,0,0,28,173,0,0,0,0,0,0,0,517,53224,0,0,0,216,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,462,0,0,0,5,0,57,0,0,0,0,0,0,0,0,95701,0,25546,12001,3314,1066,6916,593953,586447,698994,384968,4690,133906,10542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,362,0,0,0,0,0,0,0,0,0,7809,0,0,33,19,0,0,173,0,0
ME,23027,3012,0,0,0,2,0,0,0,2,0,0,10,0,1,0,0,0,33,54,2,0,0,0,0,0,0,67,31361,0,0,2,58,4,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,85,0,0,0,15,0,6,0,0,0,0,0,0,0,0,15607,0,16818,7134,1586,475,596,113577,67858,184735,6865,2368,23609,4992,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2410,0,0,0,0,0,0,0,0,0,3012,0,0,2,10,0,0,54,0,0
ME,23029,5,0,0,0,0,0,0,0,0,0,0,22,0,22,0,0,0,47,84,0,0,0,0,0,0,0,0,4129,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,580,0,0,0,12,0,177,0,0,0,0,0,0,0,0,119278,0,21300,9978,2844,573,2196,174608,437346,618234,63279,8081,209134,30553,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55383,0,0,0,0,0,0,0,0,0,5,0,0,0,22,0,0,84,0,0
ME,23031,1937,0,0,6,0,0,0,0,614,0,0,0,0,0,7,0,0,81,17,0,0,0,0,0,0,0,846,34575,0,0,0,277,57,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,501,0,0,0,277,0,0,0,0,0,0,0,0,0,0,16173,0,37759,21855,6697,2168,3706,120872,110052,202233,22540,901,56077,10620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,69,0,1937,0,6,0,0,0,7,17,0,0
MD,24001,1315,0,0,0,624,0,0,0,0,0,0,67,0,0,20,0,0,3,242,0,0,0,0,0,0,0,103,16709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3599,0,19272,6610,2180,771,0,215937,3693,1112,0,2736,8,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1315,0,0,625,68,0,20,242,0,0
MD,24003,14152,0,0,28,7069,0,0,0,44,0,0,6,0,0,85,0,1029,10,2,0,0,0,0,0,0,0,59,6686,0,0,16,0,50,0,0,0,0,0,0,0,0,1,0,0,0,1,169,0,2346,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2723,0,33377,30967,12553,3966,123,109090,6314,29,0,14065,9927,11087,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,13,4,0,0,0,0,0,0,0,0,0,0,0,0,0,161,14158,0,41,8259,171,0,1129,2,0,0
MD,24005,35657,0,0,26,13608,2,0,0,224,0,0,255,0,0,784,0,2028,26,54,0,0,0,0,0,0,0,562,59473,0,0,41,0,26,0,0,0,1,0,0,0,0,0,0,0,0,1,28,1,1358,0,0,0,2,38,11,0,0,0,0,0,0,0,0,5397,0,39807,35445,19862,6387,37,136446,3944,5,0,11719,4174,9474,0,0,0,1,0,0,0,0,0,0,43,0,0,0,0,0,0,7,0,0,26,2,0,4,0,0,0,0,13,3,284,0,0,2,0,0,0,0,0,0,0,0,0,0,798,35969,0,42,16436,1350,0,2841,58,0,0
MD,24009,10418,0,0,32,4777,1,0,0,26,0,0,6,0,0,114,0,1792,2,17,1,0,0,0,0,0,0,69,3760,0,0,4,3,109,0,0,2,4,0,0,0,0,1,0,0,0,3,53,0,2116,0,0,6,1,1,2,0,0,0,0,0,0,0,0,1475,0,8401,3479,1173,270,176,79924,2792,90,1,9664,3374,4084,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,0,1,2,0,0,0,0,5,2,2,0,0,6,0,0,0,0,0,0,0,0,0,0,230,10421,0,39,6805,243,0,1909,23,0,1
MD,24011,47164,0,0,553,40953,0,0,0,288,0,0,9,0,0,168,0,13956,3,6,0,0,0,0,0,0,0,330,3229,0,0,319,286,879,0,14,6,382,0,0,0,1,8,0,0,0,4,93,0,2916,0,0,6,14,1,0,0,0,0,0,0,0,0,0,2023,0,2356,1452,636,187,399,56237,2723,424,0,17762,5375,2723,0,0,0,5,0,5,0,0,0,0,0,17,0,0,0,0,0,5,0,0,16,0,2,2,0,0,0,0,0,2,66,0,0,13,0,1,8,0,0,0,0,0,0,0,3552,47246,0,555,58474,3627,0,14142,19,5,2
MD,24013,54097,0,0,17,20780,0,0,0,211,0,0,381,0,0,1631,0,3802,86,49,0,0,0,0,0,0,0,1457,59294,0,0,531,0,224,0,0,0,0,0,0,0,0,0,0,0,0,0,459,0,1340,0,10,185,377,13,186,0,0,0,0,0,0,0,0,2096,0,12453,4617,1048,155,5,62758,2693,4,0,48936,941,5796,0,0,0,0,0,2,0,0,0,0,10,0,0,0,0,0,0,2,0,0,477,8,0,3,0,0,0,0,2,7,317,0,0,0,0,0,0,0,0,0,0,0,0,0,1937,54899,0,26,26519,2637,0,5917,57,2,0
MD,24015,34073,0,0,18,17760,0,0,0,34,0,0,16,0,0,380,0,7072,6,8,0,0,0,0,0,0,0,1080,25850,0,0,14,6,1018,0,0,1,11,0,0,0,0,1,0,0,0,17,68,0,6571,0,0,201,52,1,1,0,0,0,0,0,0,0,0,6854,0,9004,5130,2076,479,538,78735,1095,48,457,17730,7087,5527,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,6,18,0,0,0,0,6,3,29,0,0,5,0,3,3,0,0,0,0,0,0,0,934,34105,0,27,25771,985,0,7458,13,0,6
MD,24017,23192,0,0,442,11824,0,0,0,36,0,0,5,0,0,210,0,2281,14,2,9,0,0,0,0,0,0,67,8739,0,0,1,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,4090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72994,0,16914,8788,2748,690,2,168608,14440,114,1,14304,3757,11175,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,15,0,0,3,0,0,0,0,0,0,0,5,326,56,0,0,4,0,0,0,0,0,0,0,0,0,0,201,23251,0,773,14310,267,0,2820,6,0,0
MD,24019,39031,0,0,1684,45638,0,0,0,568,0,0,1,0,0,245,0,8826,7,7,3,0,0,0,0,0,0,127,1050,0,0,421,575,484,0,3,38,569,0,0,0,36,1,0,0,0,3,160,0,2273,0,0,2,12,4,0,0,0,0,0,0,0,0,0,19387,0,4549,3654,1061,324,12189,53325,22359,2328,0,17747,44395,78665,0,0,1,1,0,2,0,0,0,0,0,69,0,0,0,0,0,0,0,0,2,2,0,7,0,0,0,0,0,20,12,0,0,2,0,0,5,0,0,0,0,0,0,0,1794,39047,0,1704,56260,1807,0,9093,11,2,0
MD,24021,47658,0,0,23,33397,0,0,0,13,0,0,327,0,0,2486,0,8923,69,32,0,0,0,0,0,0,0,4026,54731,0,0,5,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,275,0,1883,0,0,64,129,28,30,9,0,0,0,0,0,0,0,3098,0,21828,15727,2865,772,2,130970,3981,135,0,83180,1760,4559,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1358,111,0,2,0,0,0,0,9,34,950,0,0,0,0,0,0,0,0,0,0,0,0,0,1612,50077,0,66,43932,2898,0,12801,143,0,0
MD,24023,7522,0,0,0,1348,0,0,0,0,0,0,200,0,0,0,0,0,16,800,0,0,0,0,0,0,0,415,37590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8274,0,25501,2113,613,76,1,305698,20192,1484,0,6523,30,1377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7522,0,0,1348,200,0,0,800,0,0
MD,24025,39956,0,0,20,13722,1,0,0,59,0,0,64,0,0,880,0,2327,10,70,0,0,0,0,0,0,0,701,44098,0,0,24,14,510,0,0,0,12,0,0,0,0,2,0,0,0,22,25,0,4925,0,0,69,24,10,1,0,0,0,0,0,0,0,0,5927,0,18327,12652,5184,1585,270,102357,763,28,179,11586,11685,7279,0,0,0,2,0,0,0,0,0,0,3,1,0,0,0,0,0,1,0,0,26,4,4,4,0,0,0,0,112,1,51,0,0,3,0,0,10,0,0,0,0,0,0,0,464,40037,0,133,16516,691,0,3234,77,0,4
MD,24027,13234,0,0,8,4194,0,0,0,93,0,0,58,0,0,742,0,1180,49,28,0,0,0,0,0,0,0,312,32432,0,0,33,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,142,0,302,0,0,4,28,6,2,0,0,0,0,0,0,0,0,1084,0,23873,11646,5159,1640,0,45529,886,1,0,11900,622,6315,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,4,0,0,23,0,0,0,0,0,0,0,2,2,36,0,0,12,0,0,0,0,0,0,0,0,0,0,424,13293,0,12,5810,520,0,1947,40,0,0
MD,24029,54217,0,0,59,30736,0,0,0,18,0,0,30,0,0,340,0,13494,8,32,0,0,0,0,0,0,0,475,3504,0,0,28,5,3054,0,1,0,7,0,0,0,0,2,0,0,0,106,40,0,2714,0,0,3,1,2,0,0,0,0,0,0,0,0,0,3569,0,2157,1005,387,109,141,37905,699,41,2,12505,6691,5632,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,48,2,6,3,0,0,0,0,0,0,144,0,0,6,0,0,4,0,0,0,0,0,0,0,1911,54411,0,59,46147,2085,0,13882,40,0,6
MD,24031,20425,0,0,7,13176,0,0,0,54,0,0,23,0,0,815,0,3848,67,6,0,0,0,0,0,0,0,324,37187,0,0,22,0,580,0,0,0,0,0,0,0,0,0,0,0,0,0,267,0,1078,0,2,1,26,2,66,0,0,0,0,0,0,0,0,7038,0,53649,33011,12277,3843,1,91695,3216,5,0,32585,1228,7432,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,299,2,0,23,0,0,0,0,2,1,57,0,0,0,0,0,0,0,0,0,0,0,3,0,89,20783,0,10,17113,171,0,4963,8,0,0
MD,24033,16403,0,0,251,7531,0,0,0,61,0,0,9,0,0,161,0,806,12,4,0,0,0,0,0,0,0,51,8344,0,0,9,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3237,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7875,0,42932,46959,22020,6924,2,126771,6116,15,0,12045,3896,5093,0,0,0,0,0,0,0,0,0,0,103,0,0,0,0,0,0,41,0,0,2,0,0,0,0,0,0,0,3,300,5,0,0,1,0,0,0,0,0,0,0,0,0,0,65,16410,0,554,8403,82,0,1269,5,0,0
MD,24035,63544,0,0,88,40423,10,0,0,30,0,0,1,0,0,406,0,18255,4,14,0,0,0,0,0,0,0,253,4995,0,0,102,30,1233,0,2,1,30,0,0,0,2,5,0,0,0,9,299,10,3315,0,0,3,1,8,0,0,0,0,0,0,0,0,0,2994,0,4924,2836,975,222,336,55772,1402,138,1,23524,6238,5952,0,0,0,24,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,91,0,3,22,0,0,0,0,0,1,14,0,0,2,0,0,2,0,0,0,0,0,0,0,1208,63649,0,89,59888,1223,0,18753,16,0,3
MD,24037,24134,0,0,88,16900,1,0,0,26,0,0,17,0,0,195,0,4517,4,7,2,0,0,0,0,0,0,182,6520,0,0,6,3,242,0,0,1,5,0,0,0,0,1,0,0,0,10,43,0,3245,0,0,6,1,9,10,0,0,0,0,0,0,0,0,3570,0,11228,5331,2140,916,699,104552,17673,909,0,17521,3444,8923,0,0,1,1,0,0,0,0,0,0,30,1,0,0,0,0,0,3,0,0,3,0,1,11,0,0,0,0,0,3,13,0,0,7,0,2,0,0,0,0,0,0,0,0,263,24150,0,91,21687,293,0,4718,14,0,1
MD,24039,20415,0,0,12,19960,0,0,0,16,0,0,1,0,0,22,0,2379,3,0,18,0,0,0,0,0,0,53,669,0,2,33,10,12,0,0,0,8,0,0,0,0,2,0,0,0,0,24,0,623,0,0,1,8,0,0,0,0,0,0,0,0,0,0,3698,0,3233,1649,410,99,4973,38911,33383,1590,0,15125,9679,42936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,354,20419,0,12,22693,356,0,2404,0,0,0
MD,24041,39888,0,0,308,31666,0,0,0,10,0,0,1,0,0,133,0,10763,0,10,0,0,0,0,0,0,0,82,1814,0,0,23,8,639,0,0,2,23,0,0,0,0,1,0,0,0,4,73,0,4341,0,0,1,1,1,0,0,0,0,0,0,0,0,0,3943,0,5582,2621,909,332,1191,36011,4125,780,0,16716,3850,7893,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,2,0,0,3,0,0,0,0,0,1,3,0,0,1,0,0,6,0,0,0,0,0,0,0,634,39893,0,309,43064,638,0,10899,11,0,0
MD,24043,33533,0,0,229,11593,0,0,0,1,0,0,188,0,0,1403,0,3361,77,102,0,0,0,0,0,0,0,2546,26295,0,0,1,0,14,0,0,0,0,0,0,0,0,0,0,0,0,7,32,0,1574,0,0,403,327,7,3,0,0,0,0,0,0,0,0,7261,0,17598,15979,4107,1382,0,117398,3195,731,0,45810,429,195,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226,91,0,0,0,0,0,0,55,5,894,0,0,0,0,0,0,0,0,0,0,0,0,0,2290,34744,0,289,17244,3427,0,4995,193,0,0
MD,24045,39107,0,0,137,35028,0,0,0,166,0,0,1,0,0,65,0,2268,33,0,0,0,0,0,0,0,0,97,810,0,1,313,53,95,0,1,1,577,0,0,0,0,10,0,0,0,0,181,0,1719,0,0,11,20,0,0,0,0,0,0,0,0,0,0,3169,0,6077,5105,2347,1190,4019,62734,27541,2843,0,24826,9509,14058,0,0,0,1,0,4,0,0,0,0,0,2,0,0,0,0,0,2,0,0,13,0,0,6,0,0,0,0,0,1,33,0,0,0,0,2,3,0,0,0,0,0,0,0,303,39153,0,138,37599,337,0,2347,0,4,0
MD,24047,42571,0,0,16,39368,0,0,0,29,0,0,4,0,0,77,0,3933,4,0,0,0,0,0,0,0,0,77,1056,0,0,78,294,22,0,0,1,46,0,0,0,0,5,0,0,0,2,165,0,872,0,0,11,11,0,0,0,0,0,0,0,0,0,0,3348,0,4304,4074,2222,1327,6525,81919,44938,3450,0,25352,17063,19054,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,33,0,0,3,0,0,0,0,0,1,4,0,0,0,0,2,1,0,0,0,0,0,0,0,785,42608,0,17,44086,793,0,4044,0,0,0
MD,24510,176,0,0,2,76,0,0,0,6,0,0,2,0,0,8,0,48,2,0,0,0,0,0,0,0,0,2,304,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,274,0,8830,11984,13300,11598,0,4562,314,0,0,120,93,298,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,177,0,3,127,6,0,57,0,0,0
MA,25001,151,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,14,1,0,0,0,0,0,0,0,697,1440,0,0,0,40,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14779,0,27602,43117,21647,2683,15292,30487,51997,14883,6781,67,9362,20994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,2563,0,151,0,0,0,0,0,0,1,0,0
MA,25003,5536,0,0,3,103,10,0,1,45,0,0,17,0,0,2,0,0,60,2,0,0,0,0,0,0,0,3834,37515,0,0,0,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1221,0,0,0,241,2,6,0,0,0,0,0,0,0,0,10903,0,29110,10272,5754,1523,514,333525,44022,90592,13549,5555,10759,939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5536,0,3,103,17,0,2,2,0,0
MA,25005,3471,0,0,15,0,0,0,0,187,0,0,1,0,0,18,0,0,40,39,0,0,0,0,0,0,0,2811,17435,0,0,0,496,128,0,0,0,0,0,0,0,0,0,0,0,0,1,70,0,1236,0,0,0,102,0,0,0,0,0,0,0,0,0,0,17095,0,31369,33549,29629,9642,3142,109308,28493,9829,6719,1537,56023,7988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167,0,0,0,0,0,177,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,1845,0,3471,0,15,0,1,0,18,39,0,0
MA,25007,115,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,380,2484,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4258,0,6209,3075,906,150,3631,27892,2586,2109,6635,63,2584,6536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,293,0,115,0,1,0,0,0,0,0,0,0
