StPostal,Fips,Category_001,Category_002,Category_003,Category_004,Category_005,Category_006,Category_010,Category_011,Category_012,Category_013,Category_021,Category_022,Category_023,Category_024,Category_025,Category_026,Category_027,Category_028,Category_029,Category_030,Category_031,Category_032,Category_033,Category_034,Category_036,Category_037,Category_038,Category_041,Category_042,Category_043,Category_044,Category_045,Category_046,Category_047,Category_048,Category_049,Category_052,Category_053,Category_054,Category_056,Category_057,Category_058,Category_059,Category_061,Category_063,Category_066,Category_067,Category_068,Category_069,Category_070,Category_071,Category_072,Category_075,Category_076,Category_082,Category_087,Category_092,Category_111,Category_112,Category_121,Category_122,Category_123,Category_124,Category_131,Category_141,Category_142,Category_143,Category_152,Category_176,Category_190,Category_195,Category_204,Category_205,Category_206,Category_207,Category_208,Category_209,Category_210,Category_211,Category_212,Category_213,Category_214,Category_216,Category_217,Category_218,Category_219,Category_220,Category_221,Category_222,Category_223,Category_224,Category_225,Category_226,Barley_all,Canteloupe_all,Corn_all,Cotton_all,Lettuce_all,Oats_all,Sorghum_all,Soybeans_all,Wheat_Durum_all,Wheat_Winter_all
MI,26041,3160,0,0,4,373,0,0,0,0,0,297,0,222,75,0,0,2,497,0,0,0,0,0,0,3682,1,0,0,668,178,0,0,0,4,0,0,0,0,0,0,0,38,0,1413,2,0,0,0,0,0,0,0,0,0,0,0,0,5683,0,35653,9476,2136,732,2204,154539,32240,10275,1499,42163,436062,7242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297,0,3160,0,0,497,4,373,0,75
MI,26043,584,0,0,211,33,0,0,0,0,0,101,0,245,7,6,0,83,159,0,0,3,0,0,0,614,1,0,0,42,6,0,0,0,0,0,0,0,0,0,0,0,14,0,123,19,0,0,0,0,0,2,0,0,0,0,0,0,8413,0,19199,6034,1224,646,661,207478,21613,41144,728,16866,169796,1290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,0,584,0,0,159,211,33,0,7
MI,26045,75408,0,0,0,57157,0,0,0,0,0,0,0,0,16367,2,73,8,150,0,9,0,0,0,0,21179,5,0,18,183,5,40,0,0,555,0,0,0,0,0,0,0,83,0,449,83,0,0,0,9,0,129,0,0,0,0,9,0,2288,0,33275,15598,3532,1530,786,60968,552,178,186,38625,40679,626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75408,0,0,150,0,57230,0,16440
MI,26047,1475,0,0,2,299,7,0,0,0,0,39,0,0,54,2,0,20,163,0,0,0,0,0,0,647,0,0,0,9,2,0,0,0,9,0,0,0,0,0,0,0,2,0,198,0,0,0,0,0,2,15,0,0,0,0,1,0,9948,0,18866,7280,1217,318,1682,136463,8179,1806,1039,55017,62750,949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,1475,0,0,163,2,299,0,54
MI,26049,32802,0,0,2,37099,4,0,0,0,0,6,0,0,10037,0,1,1,80,0,9,0,0,0,0,10690,2,0,189,609,84,38,0,0,12,0,0,0,0,0,0,0,191,0,241,99,0,0,0,0,1,35,0,0,0,0,81,0,7310,0,71705,51468,15952,6987,819,85456,1428,298,142,47214,33298,1237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,32802,0,0,80,2,37100,0,10038
MI,26051,12236,0,0,0,4141,0,0,0,0,0,0,0,0,3773,0,0,22,180,0,0,0,0,0,0,6717,3,0,586,398,1,2,0,0,98,0,0,0,0,0,0,0,15,0,1294,77,0,0,0,0,0,0,0,0,0,1,36,0,6385,0,21127,8304,589,140,114,102598,10640,975,1978,50035,92625,5417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12236,0,0,180,0,4141,0,3773
MI,26053,9,0,0,15,0,0,0,0,0,0,13,0,0,72,2,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,1,0,0,0,0,0,0,0,0,0,0,0,0,29317,0,23624,2474,663,89,57,392699,21520,88482,647,5989,161091,5346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,9,0,0,2,15,0,0,72
MI,26055,6532,0,0,19,28,274,0,0,0,0,38,0,2,640,5,0,99,209,0,0,0,0,0,0,2045,1,0,0,388,2,0,0,0,9,0,0,0,0,0,0,0,2,0,90,1,0,0,0,0,35,1762,0,0,0,0,0,0,16148,0,28953,11959,2888,1411,1227,95775,27793,8721,3055,74199,27662,1220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,6532,0,0,209,19,28,0,640
MI,26057,109437,0,0,0,71520,1,0,0,0,0,2,0,0,16974,0,0,38,281,0,0,0,0,0,0,14172,3,0,9083,5904,269,2,0,0,4125,0,0,0,5,0,0,0,40,0,1347,102,0,0,0,0,15,1,0,0,0,0,199,0,1823,0,23162,12894,1453,482,430,29743,1357,126,201,24741,35494,365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,109437,0,0,281,0,71520,0,16974
MI,26059,80806,0,0,0,61665,0,0,0,0,0,0,0,0,14534,0,1,1,105,0,5,0,0,0,0,14014,12,0,2,13,2,11,0,0,15,0,0,0,0,0,0,0,26,0,167,462,0,0,0,4,0,4,0,0,0,0,4,0,4970,0,31409,9483,908,370,361,73788,627,164,209,47436,46074,916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80806,0,0,105,0,61666,0,14535
MI,26061,22,0,0,1,0,0,0,0,0,0,225,0,0,0,0,0,0,19,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,142,46,0,0,0,0,0,0,0,0,0,0,5,0,20424,0,18070,6989,2117,666,1341,371571,60716,80004,467,20730,80101,2764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225,0,22,0,0,19,1,0,0,0
MI,26063,141197,0,0,1,42880,5,0,0,0,0,13,0,0,62074,0,10,8,551,0,10,0,0,0,0,14215,445,0,42290,58028,172,64,0,0,616,0,0,0,2,0,0,0,86,0,208,104,0,0,0,0,2,5,0,0,0,2,1489,0,1101,0,33848,18545,1379,479,1727,43815,1094,377,108,23598,42551,1880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,141197,0,0,551,1,42890,0,62084
MI,26065,65874,0,0,0,45971,2,0,0,0,0,1,0,0,19001,0,1,2,46,0,60,0,0,0,0,14785,2,0,4,16,1,17,0,0,100,0,0,0,0,0,0,0,150,0,184,43,0,0,0,0,0,5,0,0,0,0,12,0,2042,0,36258,29744,9986,4275,405,53616,633,138,108,32799,41585,1021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,65874,0,0,46,0,45972,0,19002
MI,26067,95076,0,0,0,52903,0,0,0,0,0,0,0,0,10701,0,34,25,279,0,1,0,0,0,0,29031,6,0,387,260,17,18,0,0,742,0,0,0,5,0,0,0,91,0,636,136,0,0,0,4,3,135,0,0,0,1,36,0,4638,0,28648,8500,1271,445,570,63596,1915,324,176,34981,35512,260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95076,0,0,279,0,52937,0,10735
MI,26069,7455,0,0,0,1510,28,0,0,0,0,160,0,0,1851,0,0,3,323,0,1,0,0,0,0,4467,0,0,99,382,12,3,0,0,20,0,0,0,0,0,0,0,15,0,212,182,0,0,0,0,1,0,0,0,0,0,74,0,12572,0,28427,9569,1764,545,1251,59081,100512,8946,422,42063,77778,2654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,0,7455,0,0,323,0,1510,0,1851
MI,26071,0,0,0,277,2,0,0,0,0,0,15,0,126,4,16,0,1,111,0,0,0,0,0,0,44,0,0,0,0,5,0,0,0,2,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,29180,0,28387,2972,322,105,181,369283,41132,66665,5935,16514,210409,3307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,111,277,2,0,4
MI,26073,57043,0,0,1,39853,0,0,0,0,0,6,0,0,16159,0,0,55,352,0,1,0,0,0,0,23840,2,0,471,2262,594,15,0,0,921,0,0,0,10,0,0,0,121,0,1791,100,0,0,0,2,7,9,0,0,0,0,155,0,2653,0,28497,10698,2047,825,354,72708,5493,355,805,56293,44504,740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,57043,0,0,352,1,39853,0,16159
MI,26075,66328,0,0,0,34883,5,0,0,0,0,0,0,0,14759,0,2,3,68,0,28,0,0,0,0,14322,12,0,15,12,3,19,0,0,73,0,0,0,0,0,0,0,77,0,311,110,0,0,0,7,2,7,0,0,0,0,9,0,10994,0,46289,20008,4663,2082,477,96608,1816,325,254,45714,100137,2687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66328,0,0,68,0,34885,0,14761
MI,26077,61339,0,0,1,23904,0,0,0,0,0,0,0,0,5707,0,7,13,71,0,0,0,0,0,0,10371,10,0,4,774,110,26,0,0,161,0,0,0,0,0,0,0,16,0,248,182,0,0,0,143,0,164,0,0,0,0,3,0,10899,0,45054,28971,7450,3655,775,89730,2432,683,146,32610,45282,453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61339,0,0,71,1,23911,0,5714
MI,26079,902,0,0,177,9,6,0,0,0,0,1,0,0,260,1,0,685,56,0,0,0,0,0,0,1298,0,0,0,348,824,0,0,0,189,0,0,0,0,0,0,0,3,0,21,2,0,0,0,0,44,15,0,0,0,1,0,0,5549,0,23486,4314,497,164,334,144841,53139,7807,6335,63577,48745,1650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,902,0,0,56,177,9,0,260
MI,26081,51706,0,0,0,18726,0,0,0,0,0,0,0,0,7638,1,4,50,298,0,0,0,0,0,0,24947,7,0,9,1276,15,79,0,0,457,0,0,0,2,0,0,0,93,0,530,159,0,0,0,28,1,3156,0,0,0,1,36,0,10891,0,88854,64211,23616,11770,1772,121360,6674,1176,397,60708,56886,516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51706,0,0,298,0,18730,0,7642
MI,26083,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,23520,0,8596,1187,167,15,295,86537,142009,35525,37,279,56407,1043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0
MI,26085,943,0,0,2,60,0,0,0,0,0,2,0,0,133,1,0,8,55,0,0,0,0,0,0,1052,0,0,0,8,2,0,0,0,2,0,0,0,11,0,0,0,1,0,37,35,0,0,0,1,6,25,0,0,0,0,0,0,4621,0,21372,2108,128,35,107,169713,56189,32453,6520,37640,32200,2273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,943,0,0,55,2,60,0,133
MI,26087,40397,0,0,0,51284,3,0,0,0,0,2,0,0,13243,0,0,1,229,0,15,0,0,0,0,11607,0,0,1002,115,2,167,0,0,91,0,0,0,0,0,0,0,164,0,345,76,0,0,0,1,1,12,0,0,0,0,44,0,6376,0,37758,10147,1568,628,910,119458,4280,845,207,72990,48001,2288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,40397,0,0,229,0,51284,0,13243
MI,26089,1882,0,0,2,18,0,0,0,0,0,11,0,5,81,5,0,19,19,0,0,0,0,0,0,1366,0,0,0,15,2,0,0,0,6,0,0,0,0,0,0,0,1,0,33,7,0,0,0,0,26,3706,0,0,0,0,0,0,18558,0,16203,6015,428,80,5727,97518,7394,1591,745,53732,19874,807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,1882,0,0,19,2,18,0,81
MI,26091,124827,0,0,0,108386,0,0,0,0,0,2,0,0,32099,0,3,3,124,0,48,0,0,0,0,14875,4,0,40,48,166,64,0,0,109,0,0,0,0,0,0,0,21,0,291,302,0,0,0,1,1,12,0,0,0,0,23,0,7220,0,37696,17336,2732,1272,400,62169,206,52,167,42733,32671,1093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,124827,0,0,124,0,108389,0,32102
MI,26093,26262,0,0,1,15034,32,0,0,0,0,0,0,0,10631,0,1,2,27,0,9,0,0,0,0,10619,0,0,3,42,7,28,0,0,24,0,0,0,0,0,0,0,200,0,154,40,0,0,0,0,2,7,0,0,0,0,15,0,11394,0,61177,24344,5632,1620,910,95959,2260,596,145,46337,58616,2549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26262,0,0,27,1,15035,0,10632
MI,26095,34,0,0,0,33,0,0,0,0,0,9,0,2,44,0,0,0,9,0,0,0,0,0,0,295,1,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,123,0,0,0,0,0,0,0,0,0,0,0,0,0,13332,0,15399,2572,335,84,1467,160473,63706,1135,437,24118,283764,25909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,34,0,0,9,0,33,0,44
MI,26097,160,0,0,2,166,0,0,0,0,0,12,0,17,30,0,0,1,105,0,0,0,0,0,0,229,0,0,0,10,1,0,0,0,19,0,0,0,0,0,0,0,0,0,155,0,0,0,0,0,1,2,0,0,0,0,2,0,25850,0,19721,8354,941,160,4451,153482,44709,3768,109,31642,360833,17453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,160,0,0,105,2,166,0,30
MI,26099,13752,0,0,0,29992,13,0,0,0,0,16,0,0,5398,0,5,2,110,0,5,0,0,0,0,2756,2,0,15,104,9,84,0,0,8,0,0,0,0,0,0,0,26,0,427,19,0,0,0,0,0,15,0,0,0,2,31,0,2598,0,46961,52475,53962,16166,805,44489,378,164,128,22232,15531,835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,13752,0,0,110,0,29997,0,5403
MI,26101,3400,0,0,0,17,0,0,0,0,0,4,0,0,50,2,0,23,21,0,0,0,0,0,0,598,2,0,0,134,3,0,0,0,44,0,0,0,0,0,0,0,1,0,36,18,0,0,0,0,103,318,0,0,0,0,0,0,8199,0,24515,6823,1218,471,1271,154641,36138,10779,4383,65635,33902,3950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3400,0,0,21,0,17,0,50
MI,26103,411,0,0,4,21,0,0,0,0,0,34,0,21,2,0,0,2,177,0,0,0,0,0,0,1093,0,0,0,19,88,0,0,0,1,0,0,0,0,0,0,0,2,0,125,1,0,0,0,0,0,0,0,0,0,0,0,0,32103,0,42825,11393,2999,1420,13591,430667,96759,141487,812,32523,385650,2166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,411,0,0,177,4,21,0,2
MI,26105,15429,0,0,3,2167,1,0,0,0,0,18,0,15,921,4,0,41,80,0,0,0,0,0,0,4739,108,0,0,427,0,32,0,0,2042,0,0,0,0,0,0,0,2,0,131,103,0,0,0,1,184,1121,0,0,0,0,0,0,9775,0,23803,7949,1426,590,4471,111200,22380,9866,3662,62114,37082,4557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,15429,0,0,80,3,2167,0,921
MI,26107,23581,0,0,2,2492,0,0,0,0,0,1,0,0,3174,1,0,239,329,0,1,0,0,0,0,13635,27,0,78,1055,1998,9,0,0,156,0,0,0,481,0,0,0,28,0,683,164,0,0,0,2,2,25,0,0,0,1,6,0,8966,0,27805,9104,1073,395,207,126728,14969,974,1561,79158,44616,1778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,23581,0,0,329,2,2492,0,3174
MI,26109,10576,0,0,26,2240,0,0,0,0,0,455,0,166,34,0,0,5,349,0,0,0,0,0,0,6967,2,0,0,80,11,0,0,0,0,0,0,0,0,0,0,0,14,0,982,12,0,0,0,0,0,4,0,0,0,0,0,0,3882,0,32743,7717,992,325,964,162237,8556,15490,934,44869,369008,3238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,455,0,10576,0,0,349,26,2240,0,34
MI,26111,29910,0,0,0,17376,0,0,0,0,0,1,0,0,6222,1,0,4,150,0,0,0,0,0,0,3820,13,0,2430,2498,87,4,0,0,860,0,0,0,1,0,0,0,35,0,460,84,0,0,0,0,2,0,0,0,0,1,169,0,4257,0,25259,13971,2721,1759,294,109770,3505,374,1087,29269,80231,1220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,29910,0,0,150,0,17376,0,6222
MI,26113,15229,0,0,63,46,21,0,0,0,0,9,0,1,400,1,0,133,122,0,0,0,0,0,0,14959,0,0,0,135,139,0,0,0,31,0,0,0,0,0,0,0,11,0,47,14,0,0,0,0,546,28,0,0,0,0,2,0,4681,0,20773,3423,363,84,445,133023,23516,4982,4939,67516,66705,4861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,15229,0,0,122,63,46,0,400
MI,26115,79471,0,0,0,81825,1,0,0,0,0,0,0,0,25289,0,186,2,160,0,2,0,0,0,0,2432,2,0,8,33,401,54,0,0,136,0,0,0,0,0,0,0,12,0,425,104,0,0,0,0,0,18,0,0,0,0,24,0,4491,0,42224,29596,5677,1832,729,50760,78,58,112,14059,11287,3109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79471,0,0,160,0,82011,0,25475
MI,26117,72240,0,0,0,25311,3,0,0,0,0,5,0,0,13797,3,0,160,708,0,2,0,0,0,0,24138,2,0,321,6744,9852,4,0,0,1274,0,0,0,669,0,0,0,366,0,1355,123,0,0,0,3,12,79,0,0,0,2,49,0,8050,0,36951,13070,1327,508,582,100760,8496,796,686,62598,69569,861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,72240,0,0,708,0,25311,0,13797
MI,26119,2365,0,0,1,1685,94,0,0,0,0,21,0,0,522,0,0,3,140,0,0,0,0,0,0,1797,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,107,1,0,0,0,0,2,0,0,0,0,0,0,0,9518,0,25519,6106,260,57,238,148373,33471,10763,4428,39701,72842,1943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,2365,0,0,140,1,1685,0,522
MI,26121,21139,0,0,0,5676,2,0,0,0,0,0,0,0,2042,1,0,21,96,0,0,0,0,0,0,9934,300,0,9,181,8,7,0,0,933,0,0,0,2,0,0,0,29,0,246,12,0,0,0,2,4,546,0,0,0,2,5,0,13226,0,38830,25582,6942,2838,1364,106614,19079,5790,914,37613,32298,5190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21139,0,0,96,0,5676,0,2042
MI,26123,31893,0,0,0,6559,0,0,0,0,0,2,0,0,2308,0,0,77,191,0,0,0,0,0,0,18393,13,0,6,424,23,5,0,0,905,0,0,0,22,0,0,0,34,0,336,57,0,0,0,3,3,172,0,0,0,1,20,0,12608,0,30743,9089,896,292,388,232398,44770,7307,2477,74178,71251,3486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,31893,0,0,191,0,6559,0,2308
MI,26125,4386,0,0,0,3288,3,0,0,0,0,1,0,0,4353,0,0,1,40,0,19,0,0,0,0,2744,0,0,6,21,5,41,0,0,9,0,0,0,0,0,0,0,480,0,123,50,0,0,0,0,4,5,0,0,0,0,6,0,26881,0,131378,116212,48955,21717,3060,121960,3144,1059,338,31810,55773,2722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4386,0,0,40,0,3288,0,4353
MI,26127,17825,0,0,0,4750,1,0,0,0,0,0,0,0,1694,27,0,156,151,0,0,0,0,0,0,7307,3,0,1,1385,2,3,0,0,3992,0,0,0,1,0,0,0,5,0,195,12,0,0,0,9,12,1006,0,0,0,0,3,0,3896,0,24167,11062,703,168,2898,126768,23771,2727,1906,77533,33288,2387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17825,0,0,151,0,4750,0,1694
MI,26129,11299,0,0,0,1032,8,0,0,0,0,58,0,2,1882,0,4,5,572,0,0,0,0,0,0,12799,0,0,160,55,2,8,0,0,6,0,0,0,0,0,0,0,2,0,404,58,0,0,0,0,2,0,0,0,0,0,12,0,7455,0,26542,7886,658,205,334,129232,39760,8000,11854,49840,54770,2845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,11299,0,0,572,0,1036,0,1886
MI,26131,10,0,0,3,1,0,0,0,0,0,87,0,0,301,0,0,0,58,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,477,5,0,0,0,0,0,0,0,0,0,0,7,0,11960,0,22205,3985,508,93,4656,498405,72443,137244,584,27696,67303,2270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,0,10,0,0,58,3,1,0,301
MI,26133,7728,0,0,6,263,2,0,0,0,0,5,0,0,962,1,0,101,256,7,0,0,0,0,0,11463,58,0,0,40,84,2,0,0,21,0,0,0,32,0,0,0,9,0,230,110,0,0,0,0,29,25,0,0,0,1,1,0,3708,0,26001,6547,719,274,260,145524,17882,2577,3099,91629,44776,2358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,7728,0,0,256,6,263,0,962
MI,26135,661,0,0,0,33,30,0,0,0,0,16,0,0,140,0,0,21,47,0,0,0,0,0,0,922,0,0,3,12,0,0,0,0,6,0,0,0,4,0,0,0,1,0,98,1,0,0,0,0,1,1,0,0,0,0,0,0,4182,0,25953,5673,191,26,34,112094,122222,14967,5798,40348,30336,1975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,661,0,0,47,0,33,0,140
MI,26137,1590,0,0,39,43,21,0,0,0,0,38,0,0,150,1,0,91,84,0,0,0,0,0,0,1540,0,0,0,148,226,0,0,0,8,0,0,0,0,0,0,0,2,0,40,5,0,0,0,0,50,9,0,0,0,0,0,0,6941,0,25015,5994,1172,409,224,150048,37490,6601,5874,58028,33728,1042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,1590,0,0,84,39,43,0,150
MI,26139,58340,0,0,0,18327,0,0,0,0,0,1,0,0,6888,2,8,78,194,0,0,0,0,0,0,16589,26,0,26,133,18,1269,0,0,1888,0,0,0,0,0,0,0,15,0,675,62,0,0,0,12,1,1379,0,0,0,1,48,0,8783,0,48969,39368,11736,3958,2828,57886,10076,1892,185,44924,31218,1349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,58340,0,0,194,0,18335,0,6896
MI,26141,5405,0,0,4,4497,33,0,0,0,0,174,0,4,3020,0,3,4,2009,0,0,0,0,0,0,5443,0,0,0,303,8,0,0,0,3,0,0,0,0,0,0,0,12,0,989,1,0,0,0,0,1,4,0,0,0,0,2,0,15728,0,21444,7999,831,116,7547,85040,24381,5621,2059,53545,188322,3408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174,0,5405,0,0,2009,4,4500,0,3023
MI,26143,86,0,0,1,15,3,0,0,0,0,12,0,0,33,0,0,14,8,0,0,0,0,0,0,127,0,0,1,12,2,0,0,0,4,0,0,0,2,0,0,0,0,0,37,10,0,0,0,0,1,0,0,0,0,0,0,0,36646,0,25145,9614,976,222,153,105224,40371,7518,5274,29140,102362,8078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,86,0,0,8,1,15,0,33
MI,26145,116101,0,0,0,83240,2,0,0,0,0,7,0,0,22573,0,4,2,111,0,3,0,0,0,0,7734,122,0,14314,10492,974,11,0,0,2915,0,0,0,1,0,0,0,66,0,143,64,0,0,0,0,1,1,0,0,0,3,1121,0,5129,0,41924,39619,9483,3679,1579,77005,1221,324,166,29037,49588,3295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,116101,0,0,111,0,83244,0,22577
MI,26147,28082,0,0,1,83566,18,0,0,0,0,14,0,0,9744,0,16,2,360,0,16,0,0,0,0,6930,7,0,325,253,33,341,0,0,31,0,0,0,0,0,0,0,48,0,801,133,0,0,0,0,0,43,0,0,0,2,88,0,2850,0,45224,22779,6847,2270,642,136264,1620,719,274,64972,40097,7036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,28082,0,0,360,1,83582,0,9760
MI,26149,100849,0,0,0,46932,0,0,0,0,0,0,0,0,4302,1,110,12,73,0,0,0,0,0,0,8240,14,0,7,1834,2953,108,0,0,1788,25,0,0,0,0,0,0,10,0,172,125,0,0,0,157,0,88,0,0,0,0,9,0,9755,0,25971,14656,1656,844,482,53773,794,198,104,20448,36443,620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100849,0,0,73,0,47042,0,4412
MI,26151,119252,0,0,2,140059,8,0,0,0,0,30,0,0,52446,0,7,1,532,0,11,0,0,0,0,23571,7,0,15184,13623,13,236,0,0,88,0,0,0,1,0,0,0,117,0,511,384,0,0,0,7,2,53,0,0,0,0,297,0,895,0,41899,13428,918,344,659,78960,3814,776,167,57671,49042,1482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,119252,0,0,532,2,140066,0,52453
MI,26153,116,0,0,3,53,0,0,0,0,0,11,0,23,26,0,0,2,195,0,0,0,0,0,0,188,0,0,0,281,1,0,0,0,0,0,0,0,0,0,0,0,2,0,402,0,0,0,0,0,0,2,0,0,0,0,1,0,24181,0,23107,5509,683,193,3101,137206,63213,5451,635,41410,390094,85541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,116,0,0,195,3,53,0,26
MI,26155,71941,0,0,26,74195,40,0,0,0,0,2,0,0,28670,0,3,33,344,0,2,0,0,0,0,15997,3,0,1270,1441,4,604,0,0,49,0,0,0,0,0,0,0,463,0,191,119,0,0,0,0,2,12,0,0,0,0,79,0,2102,0,25534,14460,1932,577,577,43058,673,112,79,28880,32103,553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,71941,0,0,344,26,74198,0,28673
MI,26157,103315,0,0,1,56969,2,0,0,0,0,13,0,0,37863,0,5,1,232,0,33,0,0,0,0,8212,13,0,17890,29625,633,29,0,0,716,0,0,0,1,0,0,0,36,0,219,55,0,0,0,0,1,6,0,0,0,0,366,0,2158,0,35629,17171,1249,398,945,96512,3482,682,115,46663,57566,2343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,103315,0,0,232,1,56974,0,37868
