StPostal,Fips,Category_001,Category_002,Category_003,Category_004,Category_005,Category_006,Category_010,Category_011,Category_012,Category_013,Category_021,Category_022,Category_023,Category_024,Category_025,Category_026,Category_027,Category_028,Category_029,Category_030,Category_031,Category_032,Category_033,Category_034,Category_036,Category_037,Category_038,Category_041,Category_042,Category_043,Category_044,Category_045,Category_046,Category_047,Category_048,Category_049,Category_052,Category_053,Category_056,Category_057,Category_058,Category_059,Category_061,Category_063,Category_067,Category_068,Category_069,Category_070,Category_071,Category_072,Category_082,Category_087,Category_092,Category_111,Category_112,Category_121,Category_122,Category_123,Category_124,Category_131,Category_141,Category_142,Category_143,Category_152,Category_176,Category_190,Category_195,Corn_all,Cotton_all,Sorghum_all,Soybeans_all,Barley_all,Wheat_Durum_all,Wheat_Winter_all,Oats_all,Canteloupe_all,Lettuce_all
MS,28141,806,488,0,0,459,0,0,0,0,0,0,0,0,1,0,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,124,782,0,0,0,0,0,0,0,0,0,18678,0,22446,4843,1026,241,433,123770,62004,17534,56737,38593,17331,293,806,488,0,612,0,0,154,0,0,0
MS,28143,13183,53804,26657,8279,103680,0,2,0,0,0,0,0,0,19622,0,13585,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,3920,5230,0,0,0,0,42,0,0,411,7,27085,0,18249,1469,538,120,2235,1209,68,129,584,13359,83435,176,13183,53804,8279,117265,0,0,33207,2,0,0
MS,28145,4755,2834,0,137,14932,0,0,0,0,0,0,0,0,4,0,161,0,0,5,0,0,0,0,0,1,0,0,0,0,0,2,0,27,0,0,0,0,0,0,0,0,0,232,10370,0,0,0,0,1,0,0,1,0,2907,0,21056,5669,1149,256,41,87615,31531,8760,47234,83071,20349,1194,4755,2834,137,15093,0,0,165,0,0,0
MS,28147,433,0,0,0,10,0,2,0,0,0,0,0,0,166,0,10,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3586,0,0,0,0,0,0,0,0,0,754,0,20527,1815,249,42,216,3249,86716,16881,67448,89480,42323,98,433,0,0,20,0,0,176,0,0,0
MS,28149,24323,4883,53,221,10541,1,0,0,0,0,0,0,0,958,0,1752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1428,10287,1,0,0,0,48,0,0,2057,3,28722,0,29645,4677,1683,685,241,191229,421,924,12893,24072,158782,483,24323,4883,221,12293,0,0,2710,0,0,0
MS,28151,100594,54580,25817,6163,173052,4,0,0,0,0,0,0,0,19676,0,13395,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,10092,15396,2,0,0,0,192,0,0,956,95,41268,0,32446,6828,2236,938,769,325,14,29,158,8819,114731,150,100594,54580,6163,186447,0,0,33071,10,0,0
MS,28153,20,8,0,5,15,0,12,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,460,0,0,0,0,0,0,0,0,0,4624,0,36609,3285,674,134,177,38321,250540,133632,91146,66872,44856,125,20,8,5,15,0,0,4,0,0,0
MS,28155,2915,9481,4,12,2488,0,40,0,0,0,0,0,0,2,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1028,0,0,0,0,2,0,0,0,0,21,9162,0,0,0,0,0,0,0,0,0,2000,0,19435,1501,341,57,5,96859,80306,18150,37051,43058,25134,566,2915,9481,12,2504,0,0,18,0,0,0
MS,28157,391,463,94,77,1204,0,0,0,0,0,0,0,0,37,0,405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,228,3059,0,0,0,0,0,0,0,25,0,13240,0,19300,1603,165,29,2004,145525,88934,70753,73545,48439,92686,5692,391,463,77,1609,0,0,442,0,0,0
MS,28159,517,68,0,0,263,0,0,0,0,0,0,0,0,8,0,11,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,5524,0,0,0,0,0,0,0,0,0,3063,0,25133,2338,630,205,39,103431,121074,43374,45612,79431,71672,1431,517,68,0,274,0,0,19,0,0,0
MS,28161,2843,5883,7,8,3550,0,1,0,0,0,0,0,0,37,0,792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183,0,0,0,0,0,0,0,0,0,42,4828,0,0,0,0,1,0,0,0,0,31887,0,25522,4753,401,47,78,110903,58548,9792,60295,62384,24130,1898,2843,5883,8,4342,0,0,829,0,0,0
MS,28163,105885,42692,1009,265,27486,33,59,0,0,0,0,0,0,3917,0,2280,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,0,0,0,0,2,0,0,0,0,3738,38396,0,0,0,0,78,0,0,4467,7,20905,0,37642,2140,450,68,186,197808,4328,3114,36807,111909,125040,675,105885,42692,265,29766,0,0,6197,1,0,0
MO,29001,11393,0,0,4,34295,0,0,0,0,0,0,0,0,522,0,322,0,17,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,2,0,0,0,0,0,0,0,2,0,3099,0,24538,5237,885,168,9,153165,51,424,352,234228,1396,39,11393,0,4,34617,0,0,844,17,0,0
MO,29003,59997,0,0,30,57382,0,0,0,0,0,0,0,0,226,0,63,0,1,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,19,0,0,0,0,0,0,0,2,0,2633,0,23011,5512,689,87,208,63747,1,4,16,144224,2317,187,59997,0,30,57445,0,0,289,1,0,0
MO,29005,176371,0,0,0,134029,0,0,0,0,0,0,0,0,66,0,26,26,0,0,0,0,0,0,0,73,0,0,0,0,33,0,0,0,25,0,0,0,0,0,0,0,0,0,209,0,0,0,0,0,0,0,14,0,2958,0,29853,2903,462,36,27,33579,3,0,1,67247,3660,582,176371,0,0,134055,0,0,92,0,0,0
MO,29007,98181,0,0,8961,154878,5,0,0,0,0,0,0,0,6844,50,19946,0,2,0,0,0,0,0,0,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,2,0,0,0,0,0,0,0,0,1,0,3948,0,28478,6604,1263,369,338,77690,22,13,11,166533,1244,28,98181,0,8961,174824,0,0,26790,2,0,0
MO,29009,1005,0,0,0,58,0,0,0,0,0,0,0,0,125,0,95,0,0,14,0,0,0,0,0,39,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9288,0,32453,5904,982,308,96,282821,23639,351,19,295987,54,1,1005,0,0,153,0,0,220,0,0,0
MO,29011,35650,0,0,1556,27149,0,0,0,0,0,0,0,0,696,0,50437,0,3,3,0,0,0,0,0,80,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,41,5,0,0,0,0,0,0,0,0,0,3580,0,22426,3280,415,175,184,67911,217,107,29,274001,4905,13,35650,0,1556,77586,0,0,51133,3,0,0
MO,29013,52200,0,0,146,75960,0,0,0,0,0,19,0,0,2537,3,25916,0,1,0,0,0,1,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,71,27,0,0,4,0,0,0,0,14,0,6753,0,33082,4513,466,114,115,93010,24,42,20,385912,21104,1010,52200,0,146,101876,19,0,28453,1,0,0
MO,29015,9446,0,0,27,14876,0,0,0,0,0,0,0,0,2298,0,3912,5,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,11,0,0,0,0,0,0,0,0,2,0,43769,0,31772,4954,540,108,122,295836,12467,350,151,198790,1702,377,9446,0,27,18788,0,0,6210,0,0,0
MO,29017,14577,4,299,111,15287,0,0,0,0,0,0,0,0,34,0,5117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,11,0,1999,0,20611,2116,108,12,85,302944,2008,295,58,143076,2882,1439,14577,4,111,20404,0,0,5151,0,0,0
MO,29019,21941,0,0,1397,32850,7,0,0,0,0,0,0,0,2292,0,5095,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,54,1,0,0,0,0,0,0,0,3,0,7464,0,30212,18813,6461,1960,1125,236289,3037,246,28,199804,1473,171,21941,0,1397,37945,0,0,7387,0,0,0
MO,29021,49123,0,0,290,54360,0,0,0,0,0,0,0,0,264,0,229,0,1,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,49,0,5401,0,29275,15219,4905,2584,226,70668,3,4,24,106044,3475,257,49123,0,290,54589,0,0,493,1,0,0
MO,29023,38584,4176,70225,772,125680,0,0,0,0,0,0,0,0,140,0,13345,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,0,0,35,13,0,0,0,0,0,0,0,177,94,0,0,0,0,0,0,0,147,2,4728,0,36463,6099,1228,176,273,178522,8387,2254,118,53847,31468,334,38584,4176,772,139025,0,0,13485,0,0,0
MO,29025,21514,0,0,307,30631,0,0,0,0,0,0,0,0,2220,0,1379,0,10,1,0,0,1,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,10,0,0,0,0,0,0,0,77,0,1210,0,16941,3755,496,38,67,54635,1,0,15,220015,1470,43,21514,0,307,32010,0,0,3599,10,0,0
MO,29027,29986,0,0,3074,45525,0,0,0,0,0,0,0,0,2208,1,6647,0,24,1,0,0,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,12,0,0,0,0,0,0,0,0,0,0,7770,0,27229,8667,2413,448,645,332721,4390,293,16,226081,1360,56,29986,0,3074,52172,0,0,8855,24,0,0
MO,29029,134,0,0,0,40,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,44383,0,37242,5934,1528,502,299,390866,2099,333,67,101445,423,21,134,0,0,42,0,0,5,0,0,0
MO,29031,33665,135,552,37,32300,0,0,0,0,0,3,0,0,182,0,6348,0,3,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,4,0,0,0,0,0,0,0,22,0,9028,0,27241,16874,4476,1726,437,155484,151,71,55,192268,3070,114,33665,135,37,38648,3,0,6530,3,0,0
MO,29033,71297,0,0,57,142998,0,0,0,0,0,0,0,0,4146,0,4876,1,22,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,34,26,0,0,0,0,0,0,0,1051,0,10494,0,34307,4761,404,111,67,69999,0,5,19,220684,13794,803,71297,0,57,147874,0,0,9022,22,0,0
MO,29035,8,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1411,0,13927,964,47,3,126,348721,17767,3979,6,33353,78,5,8,0,0,4,0,0,1,0,0,0
MO,29037,32818,0,0,143,56368,0,0,0,0,0,0,0,0,2100,0,4377,0,3,1,0,0,1,0,0,11,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,14,0,1,3,0,0,0,0,0,0,0,1,0,5391,0,52025,22207,2723,516,810,82366,2,6,25,315023,3188,81,32818,0,143,60745,0,0,6477,3,0,0
MO,29039,1984,0,0,98,3024,0,0,0,0,0,0,0,0,265,45,551,0,0,1,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,18843,0,15841,1714,324,114,68,188276,2470,27,48,177404,537,6,1984,0,98,3575,0,0,816,0,0,0
MO,29041,85842,0,0,21,133062,0,0,0,0,0,0,0,0,6895,0,5964,0,1,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,10,40,0,0,0,0,0,0,0,1236,0,19188,0,33991,5494,352,72,41,84174,14,10,41,225784,29075,3086,85842,0,21,139026,0,0,12859,1,0,0
MO,29043,74,0,0,0,48,0,0,0,0,0,0,0,0,15,1,6,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189,0,21296,9039,2723,571,145,223824,8715,1147,22,197778,33,2,74,0,0,54,0,0,21,0,0,0
MO,29045,54835,0,6,204,62101,0,0,0,0,0,0,0,0,1897,0,653,0,7,1,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,5,0,0,0,0,0,0,0,0,5,0,5999,0,18958,4016,267,23,125,122793,384,59,179,143598,6350,306,54835,0,204,62754,0,0,2550,7,0,0
MO,29047,13055,0,0,34,19199,0,0,0,0,0,0,0,0,955,0,1056,0,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,0,0,0,0,0,0,0,11,0,10089,0,42859,33492,8491,4554,606,47111,1,5,21,154013,1901,137,13055,0,34,20255,0,0,2011,6,0,0
MO,29049,40619,0,0,96,38653,0,0,0,0,0,0,0,0,545,0,509,0,19,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,0,4,0,5417,0,21689,6478,552,121,82,45278,0,3,12,189040,585,38,40619,0,96,39162,0,0,1054,19,0,0
MO,29051,3518,0,0,35,4678,0,0,0,0,0,0,0,0,427,0,884,0,6,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,7,0,0,0,0,0,0,0,1,0,7517,0,17702,10882,3290,913,201,141019,5431,523,11,131462,889,218,3518,0,35,5562,0,0,1311,6,0,0
MO,29053,47600,0,0,79,44503,0,0,0,0,0,0,0,0,4737,0,12442,0,4,13,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,0,533,17,0,0,0,0,0,0,0,6,0,4773,0,24301,5461,1003,203,99,123948,791,65,60,196234,3425,346,47600,0,79,56945,0,0,17179,4,0,0
MO,29055,43,0,0,0,68,0,0,0,0,0,0,0,0,16,0,11,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2553,0,27306,2755,604,66,189,444575,7821,948,90,127112,104,5,43,0,0,79,0,0,27,0,0,0
MO,29057,11994,0,0,83,6787,1,0,0,0,0,0,0,0,578,1,14735,0,8,1,0,0,0,0,0,27,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,28,0,9,0,0,0,0,0,0,0,0,0,0,12920,0,16025,1611,197,58,49,113460,1462,45,20,238031,118,2,11994,0,83,21522,0,0,15313,8,0,0
MO,29059,118,0,0,2,16,0,0,0,0,0,0,0,0,7,0,11,0,1,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,338,0,21260,3389,332,73,35,231825,2124,326,56,188325,48,0,118,0,2,27,0,0,18,1,0,0
MO,29061,42282,0,0,152,67996,0,0,1,0,0,0,0,0,1376,0,459,0,8,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,8,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,1,0,3114,0,26121,5740,287,28,181,82115,1,8,10,236036,4066,10,42282,0,152,68455,0,0,1835,8,0,0
MO,29063,31108,0,0,59,42874,0,0,0,0,0,0,0,0,550,5,552,0,14,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,60,0,0,12,0,0,0,0,0,0,0,1,0,2584,0,19966,4266,490,82,77,44144,4,2,5,204122,562,9,31108,0,59,43426,0,0,1102,14,0,0
MO,29065,68,0,0,0,4,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,880,0,26049,1746,297,61,65,410586,17759,3769,87,161724,14,0,68,0,0,5,0,0,2,0,0,0
MO,29067,140,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,0,26037,1710,216,60,30,419401,8871,796,14,215366,13,1,140,0,0,3,0,0,0,0,0,0
MO,29069,36690,171443,24027,2225,89071,0,0,0,0,0,0,0,0,225,0,23931,0,5,0,0,0,0,0,0,8,0,0,0,0,0,12,0,0,106,633,0,0,180,0,0,0,0,690,86,5,0,0,0,0,0,0,1282,19,5446,0,39155,3860,1044,202,40,8209,8,82,56,14343,28778,61,36690,171443,2225,113002,0,0,24156,5,0,0
MO,29071,15019,0,0,179,12139,0,0,0,0,0,0,0,0,1047,0,1184,0,2,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,11842,0,38702,15095,3370,1049,468,433466,9572,1242,10,221819,2451,101,15019,0,179,13323,0,0,2231,2,0,0
MO,29073,3406,0,0,58,4691,0,0,0,0,0,0,0,0,308,0,398,0,2,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,5784,0,19815,3102,533,139,120,266113,3497,776,4,125223,486,22,3406,0,58,5089,0,0,706,2,0,0
MO,29075,36999,0,0,28,50413,0,0,0,0,0,0,0,0,557,0,206,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,4,1,0,0,0,0,0,0,0,0,0,1770,0,20567,2877,316,94,38,77798,9,18,39,211935,2467,11,36999,0,28,50619,0,0,763,0,0,0
MO,29077,457,0,0,7,286,0,0,0,0,0,0,0,0,63,0,74,0,0,4,0,0,0,0,0,257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1980,0,38548,42071,16188,6341,383,149824,3258,337,54,299672,43,6,457,0,7,360,0,0,137,0,0,0
MO,29079,43351,0,0,335,55755,0,0,0,0,0,0,0,0,1579,0,988,0,4,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,1,0,0,18,0,0,0,0,0,0,0,2,0,1988,0,19786,4788,515,116,118,56173,3,15,8,172163,3964,12,43351,0,335,56743,0,0,2567,4,0,0
MO,29081,44668,0,0,50,50865,0,0,0,0,0,0,0,0,406,0,120,0,21,0,0,0,0,0,0,13,0,0,0,0,0,10,0,0,362,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3179,0,31581,5560,492,57,78,111575,116,236,20,348455,2013,10,44668,0,50,50985,0,0,526,21,0,0
MO,29083,20017,0,1,218,36514,0,0,0,0,0,0,0,0,3308,0,10429,0,4,1,0,0,14,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,146,13,0,0,0,0,0,0,0,84,0,35852,0,26765,5642,1145,360,175,123675,1121,46,33,306020,27885,5344,20017,0,218,46943,0,0,13737,4,0,0
MO,29085,614,0,0,7,665,0,0,0,0,0,0,0,0,82,10,236,0,0,1,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,20,0,0,0,0,0,0,0,0,0,0,10648,0,16547,3384,259,25,99,172257,10829,341,60,123647,200,29,614,0,7,901,0,0,318,0,0,0
MO,29087,125584,0,0,0,108837,0,0,0,0,0,0,0,0,206,0,1,0,2,0,0,0,0,0,0,48,0,0,0,0,2,0,0,0,23,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,118,0,7646,0,27381,3288,375,38,75,46780,8,0,5,56440,6475,4037,125584,0,0,108838,0,0,207,2,0,0
MO,29089,37849,0,0,26,28504,0,0,0,0,0,0,0,0,2285,0,2762,0,0,1,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,0,292,20,0,0,0,0,0,0,0,5,0,6061,0,17474,2676,376,89,52,132585,440,51,48,152437,3508,944,37849,0,26,31266,0,0,5047,0,0,0
MO,29091,181,0,0,0,15,0,0,0,0,0,0,0,0,31,0,16,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,846,0,30689,5759,1315,401,314,410407,11603,606,8,304432,14,3,181,0,0,31,0,0,47,0,0,0
MO,29093,10,0,0,0,12,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1569,0,15909,1373,211,30,713,377444,8599,6781,154,43181,43,8,10,0,0,12,0,0,1,0,0,0
MO,29095,17739,0,0,410,33057,0,0,0,0,0,0,0,0,1930,1,1424,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,1,9,0,0,0,0,0,0,0,8,0,10506,0,76776,94490,28061,13571,894,89742,16,33,23,135624,4459,107,17739,0,410,34481,0,0,3354,66,0,0
MO,29097,21544,0,1,1228,11851,28,0,0,0,0,0,0,0,693,2,26681,0,45,24,0,0,0,0,0,106,0,0,0,0,0,0,0,0,112,0,0,0,0,0,0,14,0,0,56,0,0,0,0,0,0,0,0,0,2569,0,33792,19882,4874,2904,1954,105216,98,25,36,293954,2623,22,21544,0,1228,38532,0,0,27374,45,0,0
MO,29099,932,0,0,1,1148,0,0,0,0,0,0,0,0,56,0,64,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,8016,0,41067,23008,5728,1544,1393,368952,12619,4193,5,76995,2552,82,932,0,1,1212,0,0,120,0,0,0
MO,29101,35436,0,0,153,46193,2,0,0,0,0,0,0,0,3210,0,4034,0,40,0,0,0,1,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,12,6,0,0,0,0,0,0,0,96,0,3920,0,40641,9697,1800,883,134,148015,129,10,36,386300,7193,170,35436,0,153,50227,0,0,7244,40,0,0
MO,29103,46355,0,0,170,70321,0,0,0,0,0,0,0,0,1384,0,1712,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,7,0,2410,0,18693,2471,146,24,163,84513,32,14,255,186632,3204,49,46355,0,170,72033,0,0,3096,0,0,0
MO,29105,680,0,0,0,271,0,0,0,0,0,0,0,0,15,8,16,0,16,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,692,0,29838,5728,1380,463,208,344722,7192,483,32,242495,65,3,680,0,0,287,0,0,31,16,0,0
MO,29107,113544,0,0,276,112194,0,0,0,0,0,0,0,0,1234,0,3091,0,1,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,184,0,1,0,0,0,0,0,44,0,9316,0,38122,9311,1334,353,125,68223,1,6,24,164669,5437,239,113544,0,276,115285,0,0,4325,1,0,0
MO,29109,4907,0,0,3,925,1,0,0,0,0,1,0,0,298,0,2264,0,30,0,0,0,0,0,0,94,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,315,0,25097,7216,1113,344,116,114776,394,31,13,348381,47,0,4907,0,3,3189,1,0,2562,30,0,0
MO,29111,58957,0,0,240,68169,0,0,0,0,0,0,0,0,3425,1,1660,0,2,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,8,0,0,0,0,0,0,0,1,0,7601,0,19176,4882,322,48,133,103890,25,5,102,146767,6103,336,58957,0,240,69829,0,0,5085,2,0,0
MO,29113,40292,0,0,498,40370,0,0,0,0,0,0,0,0,7378,0,4071,0,1,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,69,2,0,0,0,0,0,0,0,0,0,11428,0,24980,8723,1546,382,727,199351,228,6,8,171558,15621,1577,40292,0,498,44441,0,0,11449,1,0,0
MO,29115,25514,0,0,67,64049,0,0,0,0,0,0,0,0,1969,0,3057,0,9,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,3,2,0,0,0,0,0,0,0,68,0,3987,0,27964,6580,576,117,6,85630,50,132,76,281788,10817,714,25514,0,67,67106,0,0,5026,9,0,0
MO,29117,35361,0,2,1018,115025,0,0,0,0,0,0,0,0,4292,0,5589,0,6,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,3,26,0,0,0,0,0,0,0,104,0,5730,0,22642,6102,721,202,288,65195,3,14,23,161852,19329,1201,35361,0,1018,120614,0,0,9881,6,0,0
MO,29119,485,0,0,2,41,0,0,0,0,0,0,0,0,26,0,66,0,1,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,322,0,21782,1837,271,85,246,247528,745,21,3,171856,356,1,485,0,2,107,0,0,92,1,0,0
MO,29121,29730,0,1,78,70934,0,0,0,0,0,0,0,0,1841,0,3530,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,37,0,0,0,0,0,0,0,3,0,10112,0,35198,6228,536,86,46,182592,123,99,263,326478,3030,121,29730,0,78,74464,0,0,5371,0,0,0
MO,29123,77,0,0,0,8,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1546,0,12844,3283,336,53,159,313480,11573,2705,38,64827,32,5,77,0,0,9,0,0,2,0,0,0
MO,29125,273,0,0,21,893,0,0,0,0,0,0,0,0,81,4,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,0,16290,1481,177,27,14,241480,4610,1052,4,169030,115,4,273,0,21,992,0,0,180,0,0,0
MO,29127,48673,0,0,57,62195,0,0,0,0,0,0,0,0,3901,0,2678,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,12,0,3,1,0,0,0,0,0,0,0,2,0,7185,0,19466,8768,1312,300,286,93346,97,4,53,111827,6142,381,48673,0,57,64873,0,0,6579,0,0,0
MO,29129,16366,0,0,14,19685,0,0,0,0,0,0,0,0,111,0,15,0,0,0,0,0,0,0,0,29,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1569,0,16926,2348,91,9,103,95857,213,434,21,221155,909,2,16366,0,14,19700,0,0,126,0,0,0
MO,29131,1049,0,0,70,1044,0,0,0,0,0,0,0,0,56,0,358,0,1,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6779,0,24395,3871,772,186,106,290606,5824,723,17,159393,166,3,1049,0,70,1402,0,0,414,1,0,0
