StPostal,Fips,Category_001,Category_002,Category_003,Category_004,Category_005,Category_006,Category_010,Category_011,Category_012,Category_013,Category_014,Category_021,Category_022,Category_023,Category_024,Category_025,Category_026,Category_027,Category_028,Category_029,Category_030,Category_031,Category_032,Category_033,Category_034,Category_035,Category_036,Category_037,Category_038,Category_039,Category_041,Category_042,Category_043,Category_044,Category_045,Category_046,Category_047,Category_048,Category_049,Category_050,Category_052,Category_053,Category_054,Category_055,Category_056,Category_057,Category_058,Category_059,Category_060,Category_061,Category_066,Category_067,Category_068,Category_069,Category_070,Category_071,Category_072,Category_074,Category_075,Category_076,Category_077,Category_092,Category_111,Category_112,Category_121,Category_122,Category_123,Category_124,Category_131,Category_141,Category_142,Category_143,Category_152,Category_176,Category_190,Category_195,Category_204,Category_205,Category_206,Category_207,Category_208,Category_209,Category_211,Category_212,Category_213,Category_214,Category_216,Category_217,Category_218,Category_219,Category_220,Category_221,Category_222,Category_223,Category_224,Category_225,Category_226,Category_227,Category_229,Category_230,Category_231,Category_232,Category_234,Category_236,Category_237,Category_238,Category_240,Category_241,Category_242,Category_243,Category_244,Category_245,Category_246,Category_247,Category_248,Category_249,Category_250,Category_254,Corn_all,Cotton_all,Sorghum_all,Soybeans_all,Barley_all,Wheat_Durum_all,Wheat_Winter_all,Oats_all,Canteloupe_all,Lettuce_all
MN,27089,44826,0,0,0,840690,85991,0,0,2,0,0,57633,445,1109513,14021,0,0,779,1356,337,0,6525,860,0,0,0,179928,111528,0,0,181422,42780,617,62,0,0,0,0,0,0,0,211,0,0,0,0,27,27348,0,8290,0,0,0,0,0,0,0,0,0,0,0,0,86020,0,193222,25326,1530,199,236,395116,956,29,1609,457969,251370,1088510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44826,0,0,840690,57633,445,14021,1356,0,0
MN,27091,966738,0,0,1,728764,6,0,0,6748,0,0,53,0,1164,298,0,0,8,732,0,0,0,5,0,0,0,5897,790,0,0,176,230,72,5,0,0,0,0,0,0,0,3728,0,0,0,0,0,15,0,94,0,0,0,0,0,0,0,0,0,0,0,0,60162,0,107357,20837,5626,1614,668,17348,23,8433,43,100688,18225,42454,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,966739,0,1,728765,53,0,298,732,0,0
MN,27093,539017,0,0,0,466260,10,0,0,8162,0,0,1472,0,30189,607,0,0,246,2379,1,0,0,67,0,0,0,30640,1373,0,0,14297,1170,179,5,0,0,0,0,0,0,0,3353,0,0,0,0,0,8,0,242,0,0,0,0,0,1,0,0,0,0,0,0,107307,0,47812,38782,8870,1647,474,153481,412,2,2115,325279,885,69554,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,539017,0,0,466260,1472,0,607,2379,0,0
MN,27095,82200,0,0,1,71419,6,0,0,31,0,0,40,0,3337,299,0,0,388,1598,0,0,0,0,0,0,0,35249,15745,0,0,38,156,32,9,0,0,0,0,0,0,0,13,0,0,0,0,21,5,0,1859,0,0,0,0,0,0,0,0,0,0,0,0,308720,0,68832,14078,4689,1656,31,647816,4609,67,699,415200,95153,186625,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82200,0,1,71419,40,0,299,1598,0,0
MN,27097,353482,0,0,1,116016,83,0,0,275,0,0,425,0,16064,2241,0,0,5681,9362,0,0,0,2,0,0,0,124613,39386,0,4,195,10897,8197,260,0,0,0,0,0,0,0,94,0,0,0,0,204,485,2,1635,0,0,0,0,0,0,0,0,0,0,0,0,78170,0,116969,33284,8475,1336,63,927441,14901,89,9776,1048083,114885,277023,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,353482,0,1,116016,425,0,2241,9362,0,0
MN,27099,831551,0,0,0,733637,0,0,0,27176,0,0,232,0,2343,78,0,0,4,1120,0,0,0,0,0,0,0,25221,787,0,0,0,989,2,0,0,0,0,0,0,0,0,15879,0,0,0,0,0,182,0,12,0,0,0,0,0,87,0,0,0,0,0,0,1841,0,118257,34740,8237,2102,246,46510,52,0,24,181241,13130,1783,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,831552,0,0,733638,232,0,78,1120,0,0
MN,27101,793109,0,0,0,740433,14,0,0,139,0,0,54,0,8744,614,0,0,3,1017,1,0,8,0,0,0,0,32952,493,0,0,140,188,24,0,0,0,0,0,0,0,0,109,0,0,0,0,0,0,0,81,0,0,2,0,0,0,0,0,0,0,0,0,50475,0,91968,8912,2244,341,543,11147,8,1742,6,266580,1009,57111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,793110,0,0,740434,54,0,614,1017,0,0
MN,27103,578123,0,0,0,347708,1,0,0,7104,0,0,54,0,5920,533,0,0,15,495,0,0,0,0,0,0,0,13615,311,0,0,445,132,22,0,0,0,0,0,0,0,0,3232,0,0,0,0,0,31,0,96,0,0,1,0,0,1,0,0,0,0,0,0,50706,0,56003,17054,9172,1981,768,70751,34,0,2297,106298,9353,60951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,578123,0,0,347709,54,0,533,496,0,0
MN,27105,889616,0,0,2,789739,9,0,0,132,0,0,122,0,4673,79,0,0,6,600,1,0,3,0,0,0,0,19319,958,0,0,139,203,2,0,0,0,0,0,0,0,0,47,0,0,0,0,3,1,0,18,0,0,0,0,0,0,0,0,0,0,0,0,23139,0,109968,17436,8191,1873,774,8134,0,8993,34,162960,115,31848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,889616,0,2,789739,122,0,79,600,0,0
MN,27107,297837,0,0,0,697944,37516,0,0,0,0,0,17014,0,556111,11457,0,0,657,358,39,0,1133,3,0,0,0,60533,8555,0,0,167306,19403,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3919,0,3382,0,0,0,0,0,0,0,0,0,0,0,0,18532,0,106980,10514,1261,164,86,79874,236,53,195,153377,77004,193118,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297837,0,0,697944,17014,0,11457,358,0,0
MN,27109,461569,0,0,0,295967,0,0,0,18215,0,0,302,0,263,20,0,0,226,1172,0,0,0,0,0,0,0,45441,5155,0,0,0,640,2,0,0,0,0,0,0,0,0,11255,0,0,0,0,0,24,0,39,0,0,0,1,0,0,0,0,0,0,0,0,6361,0,115856,69965,25739,9310,502,230285,1178,73,44,579967,3133,1050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,461569,0,0,295967,302,0,20,1172,0,0
MN,27111,627232,0,0,52,611923,12602,0,0,19,0,0,774,0,300817,1576,0,0,607,27130,121,0,70,2,0,0,0,239055,21737,0,8557,14685,31457,38628,17,0,0,0,0,0,0,0,72,0,0,0,0,654,26,5,1899,0,0,0,0,133,0,0,0,0,0,0,0,760307,0,297470,24703,9187,2280,2458,1458471,22369,71,9118,1433884,23378,419178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,627232,0,52,611923,774,0,1576,27130,0,0
MN,27113,19424,0,0,0,382309,34528,0,0,0,0,0,13083,0,352564,19806,0,0,54,2156,6,0,68,15,0,4,0,136311,12776,0,0,1471,960,2,2735,0,0,0,0,0,0,0,0,0,0,0,4,12,5358,0,3045,0,0,0,0,0,0,0,0,0,0,0,0,8276,0,81471,14606,1695,574,206,118143,533,49,332,254277,37296,275000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19424,0,0,382309,13083,0,19806,2156,0,0
MN,27115,65389,0,0,20,57034,7,0,0,23,0,0,88,0,10043,170,0,0,101,800,0,0,0,0,0,0,0,33953,46685,0,0,0,0,8,6,0,0,0,0,0,0,0,24,2,0,0,0,72,6,1,1227,0,0,0,0,2,0,0,0,0,0,0,0,78055,0,144936,13005,3470,1112,184,1705858,54107,7834,17899,660211,813259,411749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,65389,0,20,57034,88,0,170,800,0,0
MN,27117,471528,0,0,9,407971,65,0,0,6,0,0,622,0,15281,1161,0,0,21,1491,20,0,10,0,0,0,0,39528,372,0,0,42,62,19,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,1429,0,65822,8379,2989,714,801,7122,6,0,37,308517,37,6850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,471547,0,9,407990,622,0,1161,1491,0,0
MN,27119,214755,0,0,0,1077017,84947,0,0,0,0,0,20083,0,1367659,46923,0,0,1030,4290,134,0,729,49,0,423,0,281871,110189,0,0,386633,186526,8579,9377,0,0,0,0,0,0,0,4,0,0,0,15,84,16377,0,7802,0,0,0,0,0,0,0,0,0,0,0,0,125499,0,252682,49381,8443,1812,1242,300402,5697,126,390,537797,138762,500537,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,214755,0,0,1077017,20083,0,46923,4290,0,0
MN,27121,466460,0,0,5,381993,461,0,0,1842,0,0,179,0,81914,2393,0,0,218,4190,37,0,1454,0,0,0,0,45979,3951,0,2,6312,10970,4707,11,0,0,0,0,0,0,0,2359,0,0,0,0,26,46,11,261,0,0,0,0,1,0,0,0,0,0,0,0,159849,0,84206,6407,1954,539,547,128461,907,10,603,503640,4458,156748,0,28,0,162,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,466460,0,5,381993,179,0,2393,4190,0,0
MN,27123,101,0,0,0,161,0,0,0,3,0,0,0,0,39,2,0,0,13,10,0,0,0,0,0,0,0,109,12,0,0,0,0,0,1,0,0,0,0,0,0,0,5,1,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,42764,0,121049,131147,85480,40997,66,38608,1128,2,148,14393,3159,9845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,101,0,0,175,0,0,2,24,0,0
MN,27125,44559,0,0,0,277843,13572,0,0,0,0,0,13495,0,256040,17022,0,0,360,656,50,0,775,5,0,1,0,103364,4640,0,0,5131,8232,15,2919,0,0,0,0,0,0,0,0,0,0,0,0,6,8009,0,3671,0,0,0,0,0,0,0,0,0,0,0,0,6999,0,53621,5994,554,84,99,80543,63,30,152,146701,63990,124699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44559,0,0,277843,13495,0,17022,656,0,0
MN,27127,1051671,0,0,0,984324,12,0,0,24859,0,0,97,0,14656,51,0,0,7,329,6,0,2,5,0,0,0,12655,1298,0,0,15074,1713,40,0,0,0,0,0,0,0,0,10590,0,0,0,0,0,7,0,88,0,0,1,0,0,0,0,0,0,0,0,0,11386,0,123728,14370,4552,1023,881,50502,62,0,46,120156,3716,89192,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1051671,0,0,984324,97,0,51,329,0,0
MN,27129,1164520,0,0,0,858128,39,0,0,91783,0,0,60,0,40578,336,0,0,11,618,2,0,11,1,0,0,0,16237,1683,0,0,138525,25151,29,0,0,0,0,0,0,0,0,49369,0,0,0,0,2,9,0,70,0,0,1,0,0,0,0,0,0,0,0,0,18932,0,125189,22193,6726,1080,926,70087,72,0,133,122000,5046,80859,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1164520,0,0,858128,60,0,336,618,0,0
MN,27131,370952,0,0,0,300962,0,0,0,1463,0,0,29,0,4375,611,0,0,21,1585,0,0,0,0,0,0,0,19412,1763,0,0,0,3,9,0,0,0,0,0,0,0,0,1944,19,0,0,0,0,125,0,116,0,0,0,3,0,0,0,0,0,0,0,0,54055,0,81407,34890,14759,3755,526,172754,191,8,3020,388716,2530,24701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,370952,0,0,300962,29,0,611,1585,0,0
MN,27133,576982,0,0,41,481814,75,0,0,11,0,0,57,0,2022,418,0,0,1,430,1,0,14,0,0,0,0,16421,1453,0,0,104,64,52,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,1532,0,73883,8094,3161,648,732,13351,2,4,8,199549,2,8140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,576982,0,41,481814,57,0,418,430,0,0
MN,27135,31674,0,0,0,413521,62373,0,0,0,0,0,17675,1,559281,28512,0,0,673,3909,39,0,42025,592,0,0,0,182572,81977,0,3,1202,1218,3,42,0,0,0,0,0,0,0,0,0,0,0,16,136,165819,0,10888,0,0,0,0,0,0,0,0,0,0,0,0,42597,0,160861,25131,2586,651,364,392634,10264,36,14208,421181,878913,1275559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31674,0,0,413521,17675,1,28512,3909,0,0
MN,27137,1053,0,0,0,1434,0,0,0,6,0,0,1,0,298,2,0,0,0,866,0,0,1,0,0,0,0,2600,22035,0,0,0,0,3,72,0,0,0,0,0,0,0,1,0,0,0,0,702,0,1,642,0,0,0,0,0,0,0,0,0,0,0,0,1530649,0,380597,86433,47779,17277,205786,4046886,1309121,2729449,695998,537486,7224907,542390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,1053,0,0,1434,1,0,2,866,0,0
MN,27139,157536,0,0,1,147502,2,0,0,819,0,0,11,0,4256,1347,0,0,260,585,0,0,0,0,0,0,0,14305,829,0,0,0,0,6,3,0,0,0,0,0,0,0,517,5,0,0,0,0,20,1,94,0,0,0,1,2,0,0,0,0,0,0,0,48152,0,67501,50292,35689,9924,1753,169812,855,13,4757,303549,6244,33455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157536,0,1,147502,11,0,1347,585,0,0
MN,27141,116307,0,0,0,91679,25,0,0,6324,0,0,251,0,5537,825,0,0,10376,854,0,0,0,17,0,0,0,10333,5731,0,0,22,6298,21111,2,0,0,0,0,0,0,0,1105,0,0,0,0,2,322,0,2384,0,0,0,0,2,0,0,0,0,0,0,0,49654,0,69415,29440,19106,4828,206,331510,24772,29,816,383783,13010,91738,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,6,13,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,116307,0,0,91680,251,0,825,855,0,0
MN,27143,712458,0,0,0,527820,3,0,0,25273,0,0,77,0,12124,2575,0,0,71,608,0,0,0,0,0,0,0,17955,560,0,1,13750,2466,111,1,0,0,0,0,0,0,0,18391,0,0,0,0,0,23,0,65,0,0,1,0,0,0,0,0,0,0,0,0,34206,0,62431,20154,4191,796,520,94786,115,0,8782,119996,3069,45827,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,712458,0,0,527820,77,0,2575,608,0,0
MN,27145,894710,0,0,1,427040,93,0,0,2457,0,0,2241,0,77533,1861,0,0,9016,15703,0,0,8,1,0,0,0,268714,13487,0,1,7753,5243,2815,71,0,0,0,0,0,0,0,4388,0,0,0,0,27,109,5,1028,0,0,0,0,46,0,0,0,0,0,0,0,135867,0,154612,88936,48743,14975,534,524781,5303,30,1192,1154296,18098,118285,0,24,0,31,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,894710,0,1,427040,2241,0,1861,15703,0,0
MN,27147,474039,0,0,1,367803,0,0,0,9842,0,0,40,0,3279,49,0,0,6,1088,0,0,0,0,0,0,0,13813,880,0,0,0,162,125,0,0,0,0,0,0,0,0,10575,0,0,0,0,0,489,0,224,0,0,0,0,0,0,0,0,0,0,0,0,7064,0,86147,24711,9514,2991,283,42645,23,0,85,172647,7902,7709,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,474039,0,1,367803,40,0,49,1088,0,0
MN,27149,603892,0,0,0,518221,821,0,0,7,0,0,40,0,77075,123,0,0,8,399,1,0,32,1,0,0,0,34029,498,0,127,18909,14870,43,7,0,0,0,0,0,0,0,36,0,0,0,0,2,17,0,156,0,0,0,0,0,0,0,0,0,0,0,0,56032,0,77959,6981,3056,796,582,20211,127,2,34,101453,1999,116345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,603892,0,0,518221,40,0,123,399,0,0
MN,27151,794647,0,0,3,583623,642,0,0,1181,0,0,36,0,77871,282,0,0,80,1458,20,0,41,0,0,0,0,29678,2977,0,11,27224,19823,303,3,0,0,0,0,0,0,0,2791,0,0,0,0,8,22,2,280,0,0,0,0,0,0,0,0,0,0,0,0,33198,0,100731,13395,3667,706,812,43078,298,1,133,210772,5842,208807,0,0,0,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,794647,0,3,583623,36,0,282,1458,0,0
MN,27153,270153,0,0,10,171055,4274,0,0,206,0,0,1012,0,51643,1060,0,0,1003,11547,10,0,25,14,0,0,0,91733,35970,0,7,237,1879,5744,87,0,0,0,0,0,0,0,420,0,0,0,0,313,60,196,900,0,0,0,0,1528,0,0,0,0,0,0,0,102213,0,126070,16915,4422,589,288,669110,10297,56,12812,976424,51975,195364,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270153,0,10,171055,1012,0,1060,11547,0,0
MN,27155,527900,0,0,0,691217,8014,0,0,0,0,0,70,0,127804,1211,0,0,4,15,0,0,0,0,0,0,0,8492,228,0,0,37124,2523,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,2484,0,0,0,0,0,0,0,0,0,0,0,0,49567,0,75152,5717,2000,280,184,12677,59,0,13,61425,1762,69514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,0,0,0,0,0,0,0,0,0,0,527994,0,0,691311,70,0,1211,15,0,0
MN,27157,320865,0,0,2,156406,0,0,0,6851,0,0,462,0,1363,37,0,0,25,2333,0,0,0,0,0,0,0,47092,3826,0,0,0,212,0,0,0,0,0,0,0,0,0,4943,0,0,0,0,0,20,0,33,0,0,13,0,0,2,0,0,0,0,0,0,76456,0,54904,19766,3448,1106,252,346731,1948,33,114,487517,28992,16263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,320873,0,2,156414,462,0,37,2333,0,0
MN,27159,71868,0,0,13,40018,3707,0,0,3,0,0,804,0,13088,285,0,0,1796,11546,221,0,64,0,0,0,0,35259,32591,0,99,9,7762,12989,3,0,0,0,0,0,0,0,29,0,0,0,0,985,425,6,2488,0,0,0,0,9,0,0,0,0,0,0,0,15888,0,69606,3687,2076,812,409,516968,81003,0,12113,370602,72655,180781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71868,0,13,40018,804,0,285,11546,0,0
MN,27161,529215,0,0,0,380294,1,0,0,12898,0,0,11,0,2464,59,0,0,1,588,0,0,0,0,0,0,0,5989,228,0,0,0,12,12,0,0,0,0,0,0,0,0,4106,25,0,0,0,0,67,0,29,0,0,0,0,0,0,0,0,0,0,0,0,27135,0,66518,15545,4315,1442,279,35791,26,0,499,119981,15012,23058,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,529215,0,0,380294,11,0,59,588,0,0
MN,27163,78623,0,0,705,66733,0,0,0,268,0,0,18,0,1251,122,0,0,132,356,0,0,0,0,0,0,0,9499,645,0,0,0,36,36,308,0,0,0,0,0,0,0,118,1,0,0,0,0,22,0,145,0,0,0,0,0,0,0,0,0,0,0,0,105175,0,126640,84276,43671,14021,1625,250177,15515,101,1964,375953,9609,30218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,248,0,0,2,0,0,0,0,0,0,0,0,78623,0,705,66981,18,0,122,604,0,0
MN,27165,561370,0,0,0,476066,0,0,0,4327,0,0,57,0,1085,538,0,0,4,1028,0,0,0,1,0,0,0,3028,489,0,0,582,84,9,2,0,0,0,0,0,0,0,1012,0,0,0,0,0,16,0,63,0,0,0,0,0,0,0,0,0,0,0,0,14494,0,66340,10724,3050,589,318,13188,40,6,14,58320,7126,41486,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,561370,0,0,476066,57,0,538,1028,0,0
MN,27167,349531,0,0,0,666933,7733,0,0,0,0,0,1291,0,548549,614,0,0,10,47,0,0,176,2,0,0,0,17688,424,0,0,206284,3279,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,209,0,275,0,0,0,0,0,0,0,0,0,0,0,0,9588,0,91081,20095,2781,364,161,15077,141,3,26,73747,17468,129090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,349550,0,0,666952,1291,0,614,47,0,0
MN,27169,247286,0,0,0,104061,0,0,0,1980,0,0,107,0,306,1,0,0,6,914,0,0,0,0,0,0,0,52684,124,0,0,0,652,0,0,0,0,0,0,0,0,0,3400,0,0,0,0,0,34,0,56,0,0,4,6,0,0,0,0,0,0,0,0,46793,0,73300,34031,11103,3837,177,656763,1234,4,7,576016,26250,5117,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,247286,0,9,104061,107,0,10,914,0,0
MN,27171,302679,0,0,2,339018,13,0,0,3003,0,0,357,0,33805,748,0,0,1756,1403,0,0,0,0,0,0,0,54505,2318,0,0,60,264,30,7,0,0,0,0,0,0,0,491,0,0,0,0,0,115,0,638,0,0,0,0,1,4,0,0,0,0,0,0,169293,0,101940,69585,33594,7507,419,295344,2009,23,5586,540347,797,87548,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,19,0,0,0,0,0,0,0,0,302679,0,2,339021,357,0,748,1406,0,0
MN,27173,829568,0,0,0,755947,6790,0,0,96,0,0,27,0,52376,2217,0,0,7,424,1,0,24,213,0,0,0,20730,1402,0,2,13501,748,20,1,0,0,0,0,0,0,0,187,0,0,0,0,4,1,0,520,0,0,0,0,0,0,0,0,0,0,0,0,22557,0,98818,9915,2769,672,851,27467,3,0,35,225291,4692,119167,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,829568,0,0,755947,27,0,2217,424,0,0
MS,28001,7157,7686,33,1313,24648,0,677,0,0,0,0,0,0,0,1489,0,246,0,0,0,0,0,0,0,0,0,0,2056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24467,0,0,0,0,0,0,0,2,0,0,0,123,91105,0,65479,13419,5438,1727,4406,495023,44100,83122,136972,94459,276372,17805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7194,7686,1313,24894,0,0,1772,0,0,0
MS,28003,21550,81,0,17,54223,27,5,0,0,0,0,0,0,0,256,0,1356,0,0,13,0,0,0,0,0,0,0,70596,0,0,0,0,0,1,0,24,0,0,0,0,0,2,0,0,0,0,0,5976,0,12244,0,0,0,0,0,0,0,1,0,0,0,0,12261,0,57538,18898,6348,2455,185,338427,145702,53370,163826,132116,54145,3382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,21551,81,23,55580,0,0,1618,0,0,0
MS,28005,750,5,1,0,45,0,2,0,0,0,0,0,0,0,101,0,1479,0,1,0,0,0,0,0,0,0,0,5815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,0,0,0,0,0,0,0,7,0,0,0,13,4739,0,65302,7509,958,218,1829,137999,806351,226406,384554,272052,188754,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,250,0,0,0,0,32,0,0,0,0,0,0,0,0,0,752,5,250,1524,0,0,1832,1,0,0
MS,28007,11521,12564,0,26,12696,0,8,0,0,0,0,0,0,0,236,0,886,0,0,32,0,0,0,0,0,0,0,23422,0,0,0,0,0,1,0,114,0,0,0,0,0,0,0,0,0,0,1,73,0,634,0,0,0,0,0,0,0,1,0,0,0,0,10096,0,92746,5414,1929,494,30,552323,521531,153098,234596,255092,226898,4803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11522,12564,26,13582,0,0,1123,0,0,0
