StPostal,Fips,Category_001,Category_002,Category_003,Category_004,Category_005,Category_006,Category_010,Category_011,Category_012,Category_013,Category_014,Category_021,Category_022,Category_023,Category_024,Category_025,Category_026,Category_027,Category_028,Category_029,Category_030,Category_031,Category_032,Category_033,Category_034,Category_035,Category_036,Category_037,Category_038,Category_039,Category_041,Category_042,Category_043,Category_044,Category_045,Category_046,Category_047,Category_048,Category_049,Category_050,Category_052,Category_053,Category_054,Category_055,Category_056,Category_057,Category_058,Category_059,Category_060,Category_061,Category_066,Category_067,Category_068,Category_069,Category_070,Category_071,Category_072,Category_074,Category_075,Category_076,Category_077,Category_092,Category_111,Category_112,Category_121,Category_122,Category_123,Category_124,Category_131,Category_141,Category_142,Category_143,Category_152,Category_176,Category_190,Category_195,Category_204,Category_205,Category_206,Category_207,Category_208,Category_209,Category_211,Category_212,Category_213,Category_214,Category_216,Category_217,Category_218,Category_219,Category_220,Category_221,Category_222,Category_223,Category_224,Category_225,Category_226,Category_227,Category_229,Category_236,Category_237,Category_238,Category_240,Category_241,Category_242,Category_243,Category_244,Category_245,Category_246,Category_247,Category_248,Category_249,Category_250,Category_254,Corn_all,Cotton_all,Sorghum_all,Soybeans_all,Barley_all,Wheat_Durum_all,Wheat_Winter_all,Oats_all,Canteloupe_all,Lettuce_all
NC,37157,14114,12,0,2191,39282,1,1,5393,2,0,0,48,0,0,10963,0,6696,1227,521,32,0,0,0,0,0,0,110,42724,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,1,31,71,0,61196,0,2,0,0,0,0,0,1,0,0,0,0,20899,0,110495,45647,13087,5777,974,893183,107752,4066,23252,234466,1648,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,266,32,0,0,184,497,0,26,0,0,0,0,0,0,0,0,0,0,330,14909,12,2375,46334,875,0,18109,579,0,0
NC,37159,47330,1512,0,659,82860,0,1,250,4,0,0,70,0,0,481,0,46598,53,38,60,0,0,0,0,331,0,267,56080,0,0,0,0,0,0,0,0,6,0,0,0,0,0,31,0,0,0,3,54,0,7668,0,1,8,0,4,0,0,0,0,0,0,0,41489,0,131993,53692,17116,7167,247,594568,137556,850,7217,267110,1105,166,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,387,101,0,0,199,294,0,193,0,0,0,0,0,0,0,0,0,0,2027,48112,1512,858,131678,2391,0,47665,332,0,0
NC,37161,5476,39,0,274,16591,0,0,30,63,0,0,35,0,0,705,0,2385,28,62,0,0,0,0,0,1,0,6,35626,0,0,0,5,0,0,0,0,0,0,0,0,0,0,37,0,0,0,2,1909,0,7106,0,13,2260,1,10,0,0,0,0,0,0,0,8352,0,127680,23380,8285,4149,7307,904145,206148,1169,55330,207147,2156,50,0,2,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,22,0,0,1,0,11,9,10,0,0,0,0,0,0,0,0,0,0,49,5509,48,274,19035,95,0,3121,72,0,0
NC,37163,138423,72326,0,1156,332134,71,18502,37244,67,0,0,11,0,0,4654,0,119436,1949,422,4218,0,0,0,0,4,0,0,150694,0,0,0,216,0,14,0,40596,0,299,0,102,0,1,0,0,0,13,0,13279,0,37517,0,1,0,42,0,0,0,43,0,0,0,0,15841,0,118119,31104,5529,1459,5237,1028,375621,16210,427810,31015,696469,23595,0,0,0,0,0,76,0,0,0,20,2,0,0,1,0,0,5,0,0,0,1,0,1,158,0,0,702,0,2948,0,0,0,0,0,0,0,0,2,138424,72326,1314,452274,13,0,124248,1125,76,0
NC,37165,37047,20829,0,3770,53254,1,3201,9,4,0,0,1,0,0,77,0,27921,559,5,0,0,24,0,0,0,0,0,4432,0,0,0,0,0,0,0,0,0,0,0,0,0,139,0,0,0,1,0,307,0,46066,0,7,0,0,0,0,0,0,0,0,0,0,5775,0,47763,19828,7839,1720,2643,15342,252074,812,95218,36524,235673,3424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,502,0,0,0,0,0,0,0,0,0,0,1,37047,20829,3777,81678,2,0,28005,507,0,0
NC,37167,62201,41916,0,435,48517,0,4,2,3,0,0,453,0,0,455,0,57377,2,157,19,0,1,0,0,0,0,114,63512,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,1,7,0,672,6953,0,6,0,0,2,0,0,0,0,0,0,0,28962,0,83891,15567,7005,3277,902,468360,107433,3894,10136,148179,514,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233,125,0,0,50,195,0,568,0,0,0,0,0,0,0,0,0,0,883,62754,41916,485,107345,1531,0,58115,850,0,0
NC,37169,11781,70,0,751,30888,0,0,3034,3,0,0,104,0,0,1696,0,1566,320,39,9,0,0,0,0,0,0,102,49173,0,0,0,0,0,3,0,2,0,0,0,0,0,3,1,0,0,1,0,98,3,11796,0,3,0,0,0,0,0,0,0,0,0,0,14951,0,82505,8437,2712,1016,257,810010,108706,1940,17483,151188,353,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,2,0,0,160,114,0,175,0,0,0,0,0,0,0,0,0,0,327,11933,70,911,32956,545,0,3458,216,0,0
NC,37171,67418,9,0,24,74391,0,0,2798,110,0,0,235,0,0,212,0,8089,17,6,0,0,0,0,0,0,0,71,116498,0,0,0,0,0,8,0,0,0,0,0,0,0,0,19,0,0,0,0,24,0,11540,0,0,181,0,2,0,0,0,0,0,0,0,4546,0,123445,29142,10096,2639,361,835729,84723,10167,21581,138885,8,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,2,0,28,17,298,0,182,0,0,0,0,0,0,0,0,0,0,4040,67834,9,41,86702,4573,0,8434,190,0,0
NC,37173,394,0,0,0,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184,0,0,0,0,0,0,1031,0,0,1,0,26,0,0,0,0,0,0,0,32424,0,44623,4890,1783,295,115,1383289,71702,3321,1921,5013,95,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,41,0,0,0,0,0,0,0,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,487,0,0,160,93,0,0,0,0,0
NC,37175,9366,0,0,2,2266,0,0,0,433,0,0,0,0,0,0,0,0,6,0,31,0,0,0,0,0,0,104,8309,0,0,0,53,0,6,0,0,2,0,0,0,0,0,220,0,0,0,0,1839,0,1383,0,0,485,0,61,0,0,0,0,0,0,0,6054,0,81989,8333,3201,1073,121,913810,30860,2644,1177,21284,23,2,0,0,0,0,0,0,0,0,0,0,67,0,4,0,0,3,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9414,0,2,2266,0,0,48,0,0,0
NC,37177,108341,10304,0,72,79534,0,0,0,0,0,0,0,0,0,98,0,77773,0,0,0,0,0,0,0,3,0,0,117,0,0,0,17,764,0,0,8,0,0,0,0,0,0,0,0,0,1,0,74,0,2612,0,0,0,0,0,0,0,56,0,0,0,10,35079,0,24400,3009,391,41,270,28,10545,87,30310,1811,723804,37855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,13,0,0,0,0,0,0,0,0,0,0,0,108341,10304,73,157320,0,0,77872,13,0,0
NC,37179,169021,4242,0,2573,157339,0,3,219,3,0,0,29,0,0,2023,0,252751,184,70,1,0,70,0,0,11,0,545,48323,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,8,690,8,16089,0,5,1,2,0,0,0,0,0,0,0,0,9732,0,149999,66905,21024,8877,1032,670715,121141,2531,8600,122976,904,21,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,370,18,0,0,177,192,525,191,0,0,0,0,0,0,0,0,0,0,257,169601,4767,2750,410538,478,0,255846,279,0,0
NC,37181,1473,154,0,100,46766,1,6,1002,38,0,0,15,0,0,3935,0,7215,181,64,88,0,0,0,0,0,0,0,26665,0,0,0,0,0,0,0,168,7,0,0,6,0,0,0,0,0,9,8,635,0,22604,0,0,0,0,0,0,0,0,0,0,0,0,46847,0,55419,16097,5985,3077,867,286347,147086,24689,30108,44124,4498,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,2,0,0,32,0,4,0,0,0,0,0,0,0,0,3,1474,154,102,54016,18,0,11153,96,0,0
NC,37183,6544,695,0,1362,96991,17,15,5627,57,0,0,43,0,0,2391,0,12027,1451,378,270,0,0,0,0,0,0,10,34365,0,0,0,0,0,0,0,3786,0,5,0,7,0,2,0,0,0,19,132,2629,1,12401,0,0,2,3,0,0,0,0,0,0,0,0,70170,0,492889,242021,124851,27210,8235,579832,404302,55631,54378,193548,30537,1375,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,13,0,0,4,5,0,48,45,0,0,233,0,10,0,0,0,0,0,0,0,0,16,6553,695,1407,109267,59,0,14467,616,0,0
NC,37185,3275,1600,0,211,45369,3,32,777,88,0,0,4,0,0,1929,0,8885,105,195,19,0,0,0,0,0,0,10,33453,0,0,0,1,0,0,0,26,0,0,0,1,0,1,0,0,0,13,0,4775,0,62681,0,0,0,0,0,0,0,0,0,0,0,0,43302,0,62778,7763,1103,156,521,452407,383324,20919,78214,32446,29410,596,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,730,0,1,0,0,0,0,0,0,0,0,1,3275,1600,217,54985,5,0,10820,925,31,0
NC,37187,135965,50900,0,1039,134550,2,2172,188,186,0,0,0,0,0,1202,0,79411,1,19,1,0,0,0,0,15,0,0,433,0,0,0,435,304,4,0,7,0,15,0,8,0,0,0,0,0,577,0,1454,0,3337,0,0,0,0,0,0,0,510,0,0,0,58,86709,0,37404,6622,1411,122,1530,388,58996,905,52234,13403,378537,33192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,375,0,0,1227,0,1,0,0,0,0,0,0,0,0,0,135965,50900,1414,215188,0,0,80988,1246,0,0
NC,37189,600,0,0,6,45,0,0,33,2,0,0,8,0,0,14,0,16,0,2,0,0,0,0,0,0,0,105,24365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,118,0,0,28,0,771,0,0,0,0,0,0,0,628,0,76345,6889,6164,1538,878,709493,10381,619,4174,55825,15,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,5,0,0,67,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,606,0,6,61,9,0,35,2,0,0
NC,37191,94142,33096,0,1731,251105,6,11563,36166,8,0,0,0,0,0,1375,0,130269,107,80,1781,0,0,0,0,0,0,38,66792,0,0,0,0,0,13,0,16005,0,155,0,6,0,0,0,0,0,18,0,1957,0,25258,0,1,7,10,0,0,0,295,0,0,0,6,18173,0,103816,40127,16211,4713,3938,9698,148204,11432,178041,18631,365611,10754,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,86,0,0,175,0,136,0,0,0,0,0,0,0,0,5,94143,33096,1817,381554,5,0,131731,255,0,0
NC,37193,50050,6,0,46,17375,0,0,1779,0,0,0,173,0,0,109,0,4030,9,11,0,0,0,0,0,5,0,32,56726,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,3159,0,1,1831,8,16,0,0,0,0,0,0,0,8862,0,100041,22290,7572,2222,248,1528783,87989,23084,34778,233092,44,25,0,41,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,575,24,0,18,0,833,1,7,0,0,0,0,0,0,0,0,0,0,186,51482,7,46,21598,1192,0,4715,42,0,0
NC,37195,29627,44878,0,1393,208222,5,7755,30759,34,0,0,0,0,0,373,0,36054,29,32,245,0,0,0,0,0,0,26,15244,0,0,0,0,0,31,0,16263,0,6,0,70,0,0,0,0,0,134,1,2616,0,9744,0,0,0,2,0,0,0,0,0,0,0,1,18549,0,67124,36813,13448,3635,1908,52472,139567,6048,79226,35334,217067,5498,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,6,0,0,0,0,0,0,33,0,0,12,0,14,0,0,0,0,0,0,0,0,0,29627,44878,1426,244288,0,0,36460,44,0,0
NC,37197,71313,2,0,480,105919,0,0,2401,6,0,0,158,0,0,703,0,21634,55,43,0,0,0,0,0,4,0,22,49804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,166,0,31534,0,0,2,0,0,0,0,0,0,0,0,0,6894,0,66809,14309,3441,1034,79,428196,39124,1214,9356,111670,21,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,447,17,0,0,3,1178,0,204,0,0,0,0,0,0,0,0,0,0,2966,72955,2,483,130723,4302,0,22787,264,0,0
NC,37199,532,0,0,0,109,0,0,0,22,0,0,19,0,0,2,0,0,0,0,0,0,0,0,0,0,0,48,8444,0,0,0,7,0,1,0,0,2,0,0,0,0,0,43,0,0,0,0,13,0,192,0,0,637,0,219,0,0,0,0,0,0,0,1144,0,48180,3422,1350,270,136,779307,16420,1969,1792,36697,25,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,597,0,0,109,19,0,67,0,0,0
ND,38001,114249,0,0,518,5136,102104,0,0,0,0,0,6985,32018,772515,25655,0,0,2043,6473,2774,0,80360,15127,1857,0,0,52601,175041,0,51,0,2236,0,0,0,0,0,0,0,0,488,24369,0,0,0,0,0,0,0,25037,0,0,0,0,0,0,0,0,0,0,0,0,8825,0,89109,7748,980,53,66,1525,208,21,726,1267029,21383,274,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114249,0,518,5136,6985,32018,25655,6473,0,0
ND,38003,655714,0,0,3,1622322,16449,0,0,0,0,0,36730,28,501534,2021,0,0,167,601,254,0,224,64,0,0,0,31576,12537,0,815,99,33148,139,6,0,0,0,0,0,0,0,5576,0,0,0,0,0,1,0,56551,0,0,0,0,0,0,0,0,0,0,0,0,160854,0,178176,12255,3842,397,36,29201,2017,1509,41,646667,18038,324722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,307,0,0,0,0,0,655714,0,3,1622322,36730,28,2021,601,0,0
ND,38005,212569,0,0,252,830556,3227,0,0,0,0,0,219909,4148,625420,4975,0,0,118,5773,501,0,38185,10714,0,0,0,35525,60923,0,3,5,159396,225,0,0,0,0,0,0,0,2,6663,0,0,0,0,5,1,0,44231,0,0,0,0,0,0,0,0,0,0,0,0,436595,0,156297,9050,2349,201,53,32236,472,0,6,911174,36148,293932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212569,0,252,830556,219909,4148,4975,5773,0,0
ND,38007,8982,0,0,15,65,14817,0,0,0,0,0,7883,3186,168769,14481,0,0,19,3964,327,0,9821,818,7,0,14,29787,193665,0,48,0,50,0,0,0,0,0,0,0,0,964,6289,0,0,0,0,17,0,0,10106,0,0,0,0,0,0,0,0,0,0,0,0,14586,0,39808,7298,475,61,103285,224330,81418,8802,470150,1879229,14868,798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8982,0,15,65,7883,3186,14481,3964,0,0
ND,38009,88687,0,0,41,626552,169238,0,0,0,0,0,351640,27995,1149916,25927,0,0,22,5009,1536,0,359321,52924,0,0,226,50221,116143,0,42,0,4462,32,0,0,0,0,0,0,0,65,35231,0,0,0,0,3,0,0,72281,0,0,0,0,0,0,0,0,0,0,0,0,114354,0,207112,12578,2014,240,344,246801,68,0,10,831354,10136,322044,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,88688,0,41,626553,351640,27995,25927,5009,0,0
ND,38011,82731,0,0,653,1334,30363,0,0,0,0,0,13984,79163,530578,1842,0,0,27,6622,754,0,27513,21290,6525,0,5,134761,251548,0,38,0,575,0,2,0,0,0,0,0,0,3326,43242,0,0,0,0,0,0,0,30055,0,0,0,0,0,0,0,0,0,0,0,0,18968,0,95713,7410,1608,134,1014,538,2514,7,168366,1782028,11510,1479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82731,0,653,1334,13984,79163,1842,6622,0,0
ND,38013,5604,0,0,18,28739,46265,0,0,0,0,0,47712,183898,658845,5841,0,0,0,9430,168,0,368242,116343,11,0,3576,17992,132495,0,37,19,1353,4,0,0,0,0,0,0,0,5641,47145,0,0,0,0,16,0,0,50962,0,0,0,0,0,0,0,0,0,0,0,0,99915,0,118382,17467,1236,45,5550,21383,57,15,1195,1094670,5463,153189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5604,0,18,28739,47712,183898,5841,9430,0,0
ND,38015,187087,0,0,2885,255442,124803,0,0,0,0,0,110657,25055,472815,7829,0,0,28,14890,2249,0,36771,27410,0,0,2,68804,200043,0,453,0,27162,11,17,0,0,0,0,0,0,87,18568,0,0,0,0,382,0,0,8673,0,0,0,0,0,0,0,0,0,0,0,0,191988,0,191368,37733,18836,5826,3243,11087,40,103,73,2529328,44095,174354,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,187107,0,2885,255462,110657,25055,7829,14890,0,0
ND,38017,1096291,0,0,8,2179619,113158,0,0,0,0,0,71384,14,576319,1756,0,0,2480,690,13,0,12,2,0,0,0,35703,2884,0,2,85212,16800,37,12,0,0,0,0,0,0,0,173,0,0,0,0,0,107,0,144674,0,0,0,0,0,0,0,0,0,0,0,0,42278,0,250498,81667,44728,17419,93,45870,177,347,27,118725,56440,101912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1096291,0,8,2179619,71384,14,1756,690,0,0
ND,38019,30207,0,0,17,545153,58679,0,0,0,0,0,165545,14521,1426800,1541,0,0,23,351,172,0,1066922,19674,0,0,0,6424,3582,0,9,63,91607,148,0,0,0,0,0,0,0,0,5226,0,0,0,0,0,0,0,6742,0,0,0,0,0,0,0,0,0,0,0,0,25691,0,163540,13444,2464,405,29,178987,5356,23,0,263538,15345,232566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30207,0,17,545153,165545,14521,1541,351,0,0
ND,38021,706287,0,0,193,765727,8842,0,0,0,0,0,11982,47,115357,3664,0,0,3309,6742,675,0,55,76,0,0,0,55906,38661,0,6,160,10129,5619,21,0,0,0,0,110,0,8,2053,0,0,0,0,0,0,0,139840,0,0,0,0,0,0,0,0,0,0,0,0,117579,0,117926,5290,1882,633,423,31594,25,24,7649,888406,1955,236271,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,306,0,0,0,0,0,706287,0,193,765727,11982,47,3664,6742,0,0
ND,38023,10910,0,0,345,77393,21002,0,0,0,0,0,31663,786668,433332,49817,0,0,0,2385,113,0,129074,93176,2356,0,7305,41971,138776,0,37,945,71,0,0,0,0,0,0,0,0,202716,158360,0,0,0,0,10,56,0,50786,0,0,0,0,0,0,0,0,0,0,0,0,168095,0,135118,11917,1261,15,2326,1049,76,36,20310,982062,3372,158456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,10910,0,345,77393,31663,786668,49817,2385,0,0
ND,38025,91517,0,0,1293,4070,81552,0,0,0,0,0,26116,4557,838761,21438,0,0,2,34888,2967,0,31423,13083,51,0,692,64256,380861,0,2166,0,107,0,0,0,0,0,0,0,0,1220,10306,0,0,0,0,5,0,0,31490,0,0,0,0,0,0,0,0,0,0,0,0,226475,0,121941,9552,942,27,82914,523986,19286,5152,166511,3150901,30730,10826,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91517,0,1293,4070,26116,4557,21438,34888,0,0
ND,38027,101765,0,0,26,345868,2312,0,0,0,0,0,64011,765,196442,3652,0,0,74,2545,422,0,8315,3142,0,0,0,34577,51937,0,35,0,27581,48,0,0,0,0,0,0,0,9,3354,0,0,0,0,10,0,0,2325,0,0,0,0,0,0,0,0,0,0,0,0,67536,0,69406,2209,441,60,14,16865,463,0,3,689827,14883,142941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101765,0,26,345868,64011,765,3652,2545,0,0
ND,38029,365710,0,0,3111,418281,331343,0,0,0,0,0,75009,1819,504106,25498,0,0,1124,36571,6307,0,2078,1549,0,0,0,100479,64291,0,78,0,147,2143,0,0,0,0,0,0,0,970,26411,0,0,0,0,143,0,0,15440,0,0,0,0,0,0,0,0,0,0,0,0,190273,0,136278,9469,1720,144,417,8401,28,14,749,2107515,5939,30238,0,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,365749,0,3111,418320,75009,1819,25498,36571,0,0
ND,38031,228355,0,0,11,676107,2273,0,0,0,0,0,85203,2398,223897,627,0,0,2015,412,31,0,5182,3475,0,0,0,17109,14972,0,2,0,15389,5,0,0,0,0,0,0,0,2,708,0,0,0,0,0,0,0,5074,0,0,0,0,0,0,0,0,0,0,0,0,49182,0,80168,4319,978,153,36,7894,159,0,2,263796,4017,167110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228355,0,11,676107,85203,2398,627,412,0,0
ND,38033,26505,0,0,1182,496,28431,0,0,0,0,0,7511,97524,193069,23408,0,0,0,13800,581,0,9341,2201,2448,0,44,26364,184791,0,11648,108,2551,0,0,0,0,0,0,0,0,52486,45223,0,0,0,0,253,0,0,11070,0,0,0,0,0,0,0,0,0,0,0,0,5158,0,48326,7518,720,69,36949,78893,8329,2505,229945,1714452,9032,1535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26505,0,1182,496,7511,97524,23408,13800,0,0
ND,38035,466528,0,0,0,927928,62361,0,0,0,0,0,62962,2393,862333,8099,0,0,561,1902,6,0,11618,144,0,0,0,35293,279912,0,0,126802,400640,41373,1,0,0,0,0,0,0,0,2084,0,0,0,0,1,17,0,41838,0,0,0,0,0,0,0,0,0,0,0,0,52749,0,204500,42213,19895,6610,19,86395,6052,4485,1,233492,60936,91215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,466528,0,0,927928,62962,2393,8099,1902,0,0
ND,38037,209311,0,0,2723,15193,156156,0,0,0,0,0,8253,2993,669654,19973,0,0,28761,39182,15664,0,24302,21631,2155,0,152,68004,362670,0,2,0,4214,0,7,0,0,0,0,0,0,80,11331,0,0,0,0,36,0,0,37648,0,0,0,0,0,0,0,0,0,0,0,0,32278,0,143810,4498,529,86,3002,48232,77,25,205,2809327,50010,1868,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,209311,0,2723,15193,8253,2993,19973,39182,0,0
ND,38039,138413,0,0,3,516509,7732,0,0,0,0,0,45786,117,328188,2310,0,0,55,1213,8,0,4293,470,0,0,0,34116,12566,0,226,130,65312,127,0,0,0,0,0,0,0,0,3864,0,0,0,0,0,1,0,3909,0,0,0,0,0,0,0,0,0,0,0,0,60824,0,81870,3945,512,113,3,20270,666,21,2,544246,14626,167956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,593,0,0,0,0,0,138413,0,3,516509,45786,117,2310,1213,0,0
ND,38041,120979,0,0,102,11779,104867,0,0,0,0,0,12223,41094,1333253,39200,0,0,921,3295,2509,0,287501,28788,2240,0,11,17186,126204,0,566,0,1171,0,0,0,0,0,0,0,0,2040,24299,0,0,0,0,0,0,0,16342,0,0,0,0,0,0,0,0,0,0,0,0,10241,0,115751,6450,636,58,159,3119,99,3,619,928789,19265,627,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,120979,0,102,11779,12223,41094,39200,3295,0,0
ND,38043,110961,0,0,7203,273423,25708,0,0,0,0,0,61721,538,280756,1572,0,0,1237,28472,3490,0,6846,15847,0,0,0,96124,269709,0,7506,0,3955,14407,1,0,0,0,0,0,0,1010,16936,0,0,0,0,3553,0,0,10813,0,0,0,0,0,0,0,0,0,0,0,0,460111,0,122353,4734,917,45,3986,2217,11,0,39,2104911,599,182644,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110961,0,7203,273423,61721,538,1572,28472,0,0
ND,38045,671469,0,0,66,1233834,9290,0,0,0,0,0,8589,2507,181689,1638,0,0,3290,3207,77,0,53,133,0,0,0,32000,17889,0,189,158,30754,4724,5,0,0,0,0,1,0,80,2264,0,0,0,0,0,0,0,51479,0,0,0,0,0,0,0,0,0,0,0,0,103734,0,138242,5343,1389,428,130,20868,34,11,4291,586160,5552,190069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,671469,0,66,1233834,8589,2507,1638,3207,0,0
ND,38047,132433,0,0,1878,412193,30496,0,0,0,0,0,68662,2534,261504,4702,0,0,8823,25846,1926,0,2526,2908,0,0,0,36095,136743,0,167,1,1174,53,1,0,0,0,0,0,0,714,8063,0,0,0,0,146,0,0,4255,0,0,0,0,0,0,0,0,0,0,0,0,274751,0,91316,4470,734,134,253,2473,7,0,4024,1317692,505,69198,0,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132433,0,1878,412193,68662,2534,4702,25846,0,0
ND,38049,191946,0,0,389,508725,39225,0,0,0,0,0,80872,4133,710463,12412,0,0,48,10788,3080,0,194019,56071,0,0,0,115753,268928,0,22,0,3634,3406,0,0,0,0,0,0,0,9,12222,0,0,0,0,7,0,0,39117,0,0,0,0,0,0,0,0,0,0,0,0,143395,0,222833,7906,1582,243,893,70053,50,0,22,2214238,93993,491112,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191946,0,389,508725,80872,4133,12412,10788,0,0
